sentence,label,phrase,keyword_count,sentence_length
why am i here?i am here to learn about the real world applications of physics.,0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],1,78
school is essential in to days society in order to obtain a well paying and generally higher stature job.,0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],1,105
this is to be honest the real reason i am here today.,0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],0,53
"i enjoy physics and the applications of physics, but if i had my own choice or another avenue to go down i do not think school would be that route.",0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],2,147
"school is a great tool, but it focuses too much on testing your knowledge in a standardized way rather than making the information easily digested and enjoyed.",0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],1,159
but to answer the question i am here to obtain a degree and hopefully a job after school.,0,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],2,89
i am here to fulfill a covenant with myself and become an electrical engineer.,1,['I am here to fulfill a covenant with myself and become an Electrical Engineer. I am here to be a learned person.'],0,78
i am here to be a learned person.i am here to share what i know.,0,['I am here to fulfill a covenant with myself and become an Electrical Engineer. I am here to be a learned person.'],0,64
markim here because i need to take this class in order to pursue my engineering career which i want to eventually use this degree and work with carsmark,1,['Im here because I need to take this class in order to pursue my engineering career which I want to eventually use this degree and work with cars'],3,152
im currently here to inch towards my goal of getting an engineering degree.,1,['Im currently here to inch towards my goal of getting an engineering degree.'],2,75
"even though im extremely paranoid of the virus right now, im trying to pull through and hold my position here at school.",0,['Im currently here to inch towards my goal of getting an engineering degree.'],1,120
through different experiences ive come to solidify the idea that math and science is something near and dear to my heart because it is where my brain works the best.,0,['Im currently here to inch towards my goal of getting an engineering degree.'],0,165
"the logic and the tediousness is no longer weird or annoying, it is necessary and helpful.",0,['Im currently here to inch towards my goal of getting an engineering degree.'],0,90
it helps me understand the world around me on a daily basis so i make even more informed decisions even if it is in the tiniest of details.,0,['Im currently here to inch towards my goal of getting an engineering degree.'],0,139
it is what helps humans push forward in progress and find new frontiers and challenges.,0,['Im currently here to inch towards my goal of getting an engineering degree.'],0,87
it is the curiosity in humans that drives us to be smarter and innovative.,0,['Im currently here to inch towards my goal of getting an engineering degree.'],0,74
"ravi johnson physics 23202 january 28, 2020 why am i here?",0,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],1,58
i am here because i am attempting to become a civil engineer.,1,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],0,61
"i moved to sf a year and a half ago, and am planning got leave after i graduate.",1,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],1,80
i am wanting to become a civil engineer and specialize in residential construction.,1,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],0,83
growing up i have always wanted to become a civil engineer.,1,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],0,59
physics 230232 are both a requirement for me to do so.,0,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],2,54
i am excited to see what will happen with these two classes.,0,['I am here because I am attempting to become a Civil Engineer. I am wanting to become a civil engineer and specialize in residential construction. Growing up I have always wanted to become a Civil Engineer.'],0,60
i am here because i genuinely feel like this will benefit me later in my attempt at becoming an engineer.,1,['I am here because I genuinely feel like this will benefit me later in my attempt at becoming an engineer. I feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way'],0,105
i feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way.,1,['I am here because I genuinely feel like this will benefit me later in my attempt at becoming an engineer. I feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way'],3,210
i am here in this classroom because i must receive a grade that will determine whether or not i will be proceeding to the next class.,0,['I am here because I genuinely feel like this will benefit me later in my attempt at becoming an engineer. I feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way'],0,133
schooling is important because after we are done we will be released into the world with the ideas we have been forced to learn and with all that information we have to make money.,0,['I am here because I genuinely feel like this will benefit me later in my attempt at becoming an engineer. I feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way'],1,180
i am here because i am trying to be a mechanical engineer.,1,['i am here because i am trying to be a mechanical engineer.'],0,58
i am sitting in this chair because i am enrolled in physics 2 with calc and the supplemental lab.,0,['i am here because i am trying to be a mechanical engineer.'],1,97
"i look forward to this class and lab because after the first day i can tell that this will be a better time around than the last physics class i had, both my teachers were somewhat robotic and did not have fun.",0,['i am here because i am trying to be a mechanical engineer.'],1,210
the teachers this year in both my classes seem to be very enthusiastic which will further my learning experience.,0,['i am here because i am trying to be a mechanical engineer.'],0,113
why am i here?,0,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],0,14
well i have many reasons that explain why i am here but let me just explains the reasons that are the most significant.,0,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],0,119
"well to start, i am majoring in computer engineering so this is one of many classes that are on my roadmap so i can keep advancing into other computer engineering classes.",1,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],2,171
"secondly, i think it is very important to know the science behind magnetism and electricity especially if i am studying a topic that relies on electricity.",0,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],0,155
the reason why i want to become a computer engineer is so i can program games to make kids happy and to make my parents and myself financially stable.,1,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],0,150
why am i here?,0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,14
it is a bit difficult question to answer.,0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,41
"people might say it is prerequisite to situs their major, and so on.",0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",2,68
"personally, the reason why i am here is that i decided to study physics to do research and business.",0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",1,100
you might think physic is not relevant to research and business but they are connected.,0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,87
"when i was child, i read a biography of galileo galilei.",0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,56
"his life inspired me to become scientist because even if he was being excused and became blind, he never gave up his passion.",1,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,125
i was impressed by this story.,0,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",0,30
this is one of the reasons why i pursue becoming scientist and studying physics in this class.,1,"['Personally, the reason why I am here is that I decided to study physics to do research and business. This is one of the reasons why I pursue becoming scientist and studying physics in this class.']",1,94
so there are a few different ways it seems we couldve gone with this question but ill go with the why am i here in context to this school.,0,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],1,138
ive been wanting to be an engineer for basically as long as i can remember so its no surprise that im in a college...,1,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],0,117
but as far as san francisco state thats a whole different beast.,0,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],0,64
i wanted to go down south to maybe cal poly slo but as it turned out my measles 3.6 gpa was no match for college acceptance standards so i was rejected from most of the schools i had my eyes on.,0,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],1,194
as it came down to the wire i accepted san francisco state and figured i could just transfer if i was unhappy.,0,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],0,110
but as it turned out it was one of the best things to happen to me.,0,['Ive been wanting to be an engineer for basically as long as I can remember so its no surprise that Im in a college.'],0,67
marki am here to get a degree i hope that this class teaches me something that will be useful in my career so that im not just taking time out of my day to fulfill a requirement and get nothing out of it by the time the semester comes to an endmark,1,['I am here to get a degree I hope that this class teaches me something that will be useful in my career so that Im not just taking time out of my day to fulfill a requirement and get nothing out of it by the time the semester comes to an end'],3,248
i am here for an endless amount of reasons.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,43
the main reason i am here is to get a degree i have worked so long for.,1,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],1,71
things have not come easy for me for several reasons but i have continued to persevere and will continue until i get my m.e degree.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],1,131
another reason why i am here is for my family.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,46
my family has always stood behind me after so many hings have happened.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,71
i feel that they deserve this as much as me or even more.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,57
the final reason i would say i am here is to learn.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,51
i am always curious to know how things work so to learn about it makes me feel like i am accomplishing one of my curiosities.,0,['The main reason I am here is to get a degree I have worked so long for. The final reason I would say I am here is to learn.'],0,125
i am here because i want to have an engineering degree.,1,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",2,55
"to have that degree i need to learn physics, and use it once i have learned it.",0,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",2,79
it is my goal to help with what i have learned in pakistan.,0,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",0,59
i want to make things that my family living over there can benefit from.,0,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",0,72
"i am studying computer engineering and i want to use that to help my family, and anyone else that might also benefit from whatever is it i can domake for them.",1,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",1,159
"for all of this i need to first learn how to solve problems and how to think critically and according to dr. man, physics is taught to help us (engineers) learn to problem solve difficult questionsproblem.",1,"['I am here because I want to have an engineering degree. It is my goal to help with what I have learned in Pakistan. I want to make things that my family living over there can benefit from. I am studying computer engineering and I want to use that to help my family, and anyone else that might also benefit from whatever is it I can domake for them.']",1,205
i am here to get a bachelor's degree in computer science.,1,"[""I am here to get a bachelor's degree in Computer Science.""]",1,57
this is my first semester in sf state coming from community college.,0,"[""I am here to get a bachelor's degree in Computer Science.""]",0,68
"i do like physics although i would not say i am good at it, i know that it would be very helpful to understand main concepts so i can apply them to my work if i ever go into making video games or some type of 3d project.",0,"[""I am here to get a bachelor's degree in Computer Science.""]",1,220
i am looking forward to this semester eventhough i know it will be a lot of work.,0,"[""I am here to get a bachelor's degree in Computer Science.""]",0,81
i'm here to get my degree in mechanical engineering.,1,"[""I'm here to get my degree in mechanical engineering.""]",2,52
i recently transferred here after taking a break for two years due to a traumatic event.,0,"[""I'm here to get my degree in mechanical engineering.""]",0,88
i'm glad to be back and learning again.,0,"[""I'm here to get my degree in mechanical engineering.""]",0,39
why am i here in general?,0,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",0,25
or why am i in this class?,0,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",0,26
i am in this lab class to finish my lower division courses for my cell biology major.,0,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",2,85
i do not like physics that much but im do enjoy doing experiments.,0,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",1,66
"im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like dr, pimple popper.",1,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",4,141
i want to open my own practice in san francisco and to make people feel good about themselves.,0,"['Im also in this college so i can hopefully graduate with a degree and go to medical school to become a dermatologist, like Dr, Pimple Popper. I want to open my own practice in San Francisco and to make people feel good about themselves.']",0,94
why am i here (sci 121 and san francisco state university)?,0,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",0,59
"i'm here in sci 121 because i need help with physics 121 and its lab class phys 122, which focus on electricity like electric fields, electric potential, voltage, current, batteries and magnetism.",0,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",1,196
"sci 121 is also a good class for me because it fits my schedule and i can get free help like packets, tutoring and exam previews for one extra credit.",0,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",0,150
"meanwhile, i'm here in sfsu because i want to graduate with a biology degree with an interest in physiology (i'm a senior but i may need one extra year), and phys 121 and 121 are my last lowerdivision prerequisites i need to fulfill so i can unlock more higherdivision classes.",1,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",4,277
"the campus is also very close to my house so i can live offcampus and stay closer to my family, especially now that my grandfather requires inhome support.",0,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",0,155
why am i herei am here to gain the skills i need to pass the physics portion of the mcat and enter medical school.,1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",3,114
"my goal is to become a surgeon, either cardio or general surgery.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,65
the reason i desire to go to medical school is because i feel that it is what i meant to do.,1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",2,92
"it is apart of my identity, and it allows me to connect with a piece the piece of humanity i thought i had once lost.",0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,117
"in a lot of ways, i guess, my intentions for wanting to become a surgeon are a little selfish.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,94
"i desire to help others, because in a way it helps me become a better person.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,77
"to grow, to feel, to care, be apart of something that is far bigger than myself.",0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,80
"taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual.",0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,134
i just hope i can pull it off.,0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,30
"i also want to get a better educations, get a better job, preferably one with advancement opportunities.",0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",1,104
"i also want a job that i love, and this is a first step in that particular direction.",0,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,85
"when i do apply for medical school, i also plan to earn an associates degree in surgical technology, so that even if i dont get in, ill have something to fall back on, and add to my application for when i reapply.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",3,213
i am here in this course because it is going to make me a more successful student and aid my learning.,0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],0,102
"but the bigger picture of ""why i'm here"" is that every decision i've made and everything that has happened to me and the people around me in my life has led me to where i am.",0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],0,174
i am here because i am supposed to be here.,0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],0,43
sometimes i know why i am where i am in an exact moment and sometimes i figure that out later down the road.,0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],0,108
i am here because i am pursuing a higher education because i want to earn a degree and have a career.,0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],3,101
i am here because i chose to be here and i was given the opportunity to be here.,0,['I am here in this course because it is going to make me a more successful student and aid my learning. I am here because I am pursuing a higher education because I want to earn a degree and have a career.'],0,80
"i am at san francisco state university, because i heard about the great biology program here and it is not that far from home.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",1,126
"san francisco state university is also located in one of the greatest cities, so it was a pretty easy decision to come to school here.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",1,134
"i am studying in the field of biology, because i have always been interested in science, especially biology.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",1,108
"biology has always been interesting to me, because of how it can explain many things i do not know about living things.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",1,119
"in the future i want to either get into the medical field or get into law, that is another reason why i am in biology.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",2,118
"if i do not end up going into the medical field or getting into law, i would most likely want to become a professor, or work in a lab.",1,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",1,134
"i am in chem 215, because it is required for me to continue my biology education.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",2,81
"i am in the sci class for chemistry, because i feel like it will help my understanding of the chemistry concepts.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",0,113
"also, i believe the sci class for chem 215 will possibly help me form new study groups, so that i can efficiently study the material at hand.",0,"['In the future I want to either get into the medical field or get into law, that is another reason why I am in biology. If I do not end up going into the medical field or getting into law, I would most likely want to become a professor, or work in a lab.']",0,141
"to be specific about this class, i am here because it is a requirement for my major.",0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",2,84
"in a general sense, i am here at school because i chose to have a career in stem, specifically biomedical science, which also requires me to go to school.",1,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",3,154
i chose this career because i have always wanted to do research.,0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",1,64
"since i was a kid, i've always been curious about many things especially the body.",0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",0,82
i had many family members pass away before me due to multiple illness and diseases.,0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",0,83
i'd often ask why they had that disease or what affects does it have on people.,0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",0,79
i wanted to help figure things out because i felt that it was important to ensure that no one comes across these illnesses that have killed many of my family members.,0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",0,166
another reason why i found it important for me to be in stem is because i want to be a role model for other children of color.,0,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",0,126
no one in my family had either went to college or had pursued a degree in stem. i want to show other children of color that they can be apart of stem and they can contribute significantly to research.,1,"['In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school. I chose this career because I have always wanted to do research.']",1,200
i am here because i want to do something with my life.,0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",0,54
"the way that i was brought up, my parents have always told me if not school then what is the key to success?",0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",1,108
being in school is my start towards success.,0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",1,44
i am a biology physiology major and i have high hopes to get a career in the medical field.,1,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",4,91
as of right now i want to be a physician's assistant but i have yet to do further research towards other careers and specialties.,0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",1,129
once i graduate my undergraduate program i plan on working towards getting hands on medical work which i can then use when applying to medical field jobs.,1,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",2,154
i am specifically here in this class because i want to succeed in general chemistry 215.,0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",0,88
"this sci course gives me additional resources that i can use to help ,e study and do well in the course.",0,"[""I am here because I want to do something with my life. I am a biology physiology major and I have high hopes to get a career in the medical field. As of right now I want to be a physician's assistant but I have yet to do further research towards other careers and specialties. Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215.""]",0,104
why am i herei am here to gain the skills i need to pass the physics portion of the mcat and enter medical school.,1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",3,114
"my goal is to become a surgeon, either cardio or general surgery.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",0,65
