sentence,label,phrase,updated_label,review,comments
i want to be able to continue my passion for learning because i think that it is amazing to have a growth mindset.,1,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],1,,No update; unclear theme alignment.
the ability to always learn more than what you did yesterday amazes me.,0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],0,,No update; unclear theme alignment.
i do believe knowledge is power and amazing things can be done with the right knowledge.,0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],0,,No update; unclear theme alignment.
i am here because i want to eventually get to a place where i can help people.,0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],1,Updated to 1 for clear personal aspiration or specific goal.,
"i always visited mexico and would see that when trying to access their form of a hospital or emergency room, it was always a struggle for families.",0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],0,,No update; unclear theme alignment.
"i want to be able to do probono work for families in mexico, while also being a pa in the us. that is why i am here, and why i want to learn what i can.",0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],0,,No update; unclear theme alignment.
i know my father didnt get the opportunity to do so and now i want to be the one to help as much people as i can.,0,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],0,,No update; unclear theme alignment.
im in college because i know that i can make a change in my community.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
that everything i do with my life will not only help my family but everyone in my community.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
i have a drive to do better in a world that constantly belittles my community.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
im not shy to say it how it is and it will drive me to success.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
the only way that im able to create a better future for my community is by getting a phd and create data dedicated in my community and create policy targeted towards my community.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
i want to create change and its all about finding ways to make those changes.,1,['I want to create change and its all about finding ways to make those changes.'],1,,No update; unclear theme alignment.
"im in love with research and the beautiful ness of my mexican community, but weve been criminalized and dehumanized, and i want to change that.",0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
im here because i know that this is the start of everything i want to accomplish.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
i know that i still have years until i finish my life academically but i know that i want to do everything to help my community.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
it's funny because ive never been happier than i ever been because of everything ive been doing lately.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
i just know this is what i want to do with my life.,0,['I want to create change and its all about finding ways to make those changes.'],0,,No update; unclear theme alignment.
id say im here to get an education and try to work my way towards being a doctor which is something i aspire to be.,0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,,No update; unclear theme alignment.
"in a more literal sense, im in class to make sure i do well in classes and pass the course.",1,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",1,,No update; unclear theme alignment.
my parents have supported me a lot so they also factor into why i am here.,0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,,No update; unclear theme alignment.
im thankful for the opportunity to attend university away from home and get my degree.,0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,,No update; unclear theme alignment.
"and i wouldnt be here without the support of friends and family so in answering the question, why am i here. i have to credit them with some consideration in my answer as well.",0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"all in all, id say im here for a variety of reasons for a variety of answers.",0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,,No update; unclear theme alignment.
i'm here to do my best and be the best version of myself and live my life on a path i would like.,1,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",1,,No update; unclear theme alignment.
this is why im here.,0,"['Im in class to make sure I do well in classes and pass the course.', ""I'm here to do my best and be the best version of myself and live my life on a path I would like.""]",0,,No update; unclear theme alignment.
why am i here?,0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"im here because im trying to major in the stem field, specifically i want to enroll in a phd program after graduating with a b.s in cell and molecular biology.",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
"however, recently ive been enjoying some of my prereq classes for my major such as physics and chemistry.",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
"even though i never had the chance to take physics classes before, im here to dip my toes in other stem fields.",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
i suppose im taking this physics course so that i can expand my general physics knowledge to see if i can apply physics concepts in my future research work.,1,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",1,,No update; unclear theme alignment.
"by enrolling in physics lab, im learning to apply lecture concepts onto real world applications.",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
"this is helpful since it will reinforce my confidence in physics concepts, and that confidence will help me feel more at ease in research environments (specifically research labs for phd programs).",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
"despite being a biology major, i genuinely believe that understanding basic physics concepts will be applicable in my future research work.",0,"[""I suppose I'm taking this physics course so that I can expand my general physics knowledge to see if I can apply physics concepts in my future research work.""]",0,,No update; unclear theme alignment.
why im here i am here because of my career goal.,0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
i want to be a doctor and have a subspecialty as a neonatologist.,0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
they take care of premature and critically ill babies.,0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
this lab relates to my end goal because i want to have mastery of all topics in science.,1,['This lab relates to my end goal because I want to have mastery of all topics in science.'],1,,No update; unclear theme alignment.
in being in this lab it serves as the first step of many.,0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
"i also find physics super interesting like it is confusing for me, but once i understand it i see why people choose to pursue a career in it.",0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
i also want to add that being in this lab allows me to hone my physics comprehension which is a plus.,0,['This lab relates to my end goal because I want to have mastery of all topics in science.'],0,,No update; unclear theme alignment.
the reason why i am here is because my major requires me to take this physics to continue my education.,0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"this is my last physics lab i need to take, so i am trying to end on a good note.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"also, it is nice to learn more about physics, but the main reason whyi am here is because my major requires me to take this class.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"it is nice to learn more about modern physics, and how i can apply it in the real world when i need too.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"this class will help me further my understanding, and more importantly have me continue on my major pathway.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"this class will help me one step closer to graduating, and that is why i am here.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
"by graduating i can pursue my goal of going to medical school, but by that i need to pass all my courses such as this lab course.",0,['I am trying to end on a good note. This class will help me further my understanding'],0,,No update; unclear theme alignment.
i am here for multiple reasons.,0,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],0,,No update; unclear theme alignment.
i am here to fulfill my graduation requirements.,0,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],0,,No update; unclear theme alignment.
i am here to learn the basics required to become a physician.,0,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],0,,No update; unclear theme alignment.
"while fulfilling these requirements, i am here to learn and understand the material that are given to me and hope that they will be used after i receive my degree.",1,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],1,,No update; unclear theme alignment.
i also hope to remember them in the future.,0,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],0,,No update; unclear theme alignment.
"while im here, i hope to meet new people who i can learn from or share knowledges and experiences with.",0,['I am here to learn and understand the material that are given to me and hope that they will be used after I receive my degree.'],0,,No update; unclear theme alignment.
i am here in physics to learn how physics applies to my major of physiology.,0,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],0,,No update; unclear theme alignment.
i am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.,1,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],1,,No update; unclear theme alignment.
"i do not love physics, but i am willing to see how these concepts will better prepare me for the future.",0,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],0,,No update; unclear theme alignment.
that is why i will try my best to understand the concepts i am being taught.,0,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],0,,No update; unclear theme alignment.
being in physics and excelling in this class will prepare me for human anatomy and human physiology which apply directly to my major.,0,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],0,,No update; unclear theme alignment.
this class is prerequisites for those classes and i hope that physics helps me excel in those classes.,0,['I am here to learn how different physics concepts will help prepare me for my future major classes and also help me in my profession one day.'],0,,No update; unclear theme alignment.
"""why am i here?"" this essay is meant to connect you to your purpose.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
this is not meant to be a formal essay.,0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
it should be streamofconciousness writing from the heart.,0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"you will be graded on participation only, not on the specifics of what you say.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
5 minutes of reflective journaling should result in an essay of about 150200 words.,0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"after you finish your essays, we will provide some class time to discuss your thoughts, to the extent that you feel comfortable sharing.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
i entered the physics 121122 class with the intention to expand my knowledge about physics with the hope that it will be different material than physics 111112.,0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"i have struggled with understanding physics since high school, yet i enter every class with the mindset that maybe today it will click.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"despite the fact that i need this class for my major (biology), i am at college because i hope to learn both inside and outside of the classroom as well as ideally apply what i learn in school to the real world.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"based on my understanding of how i learn so far, i think that i am more of a listen, write it down, and speak it type of learner.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
"after being in physics 121122 and chemistry 115 for a few weeks, i think that visualizing what i am learning is very important.",0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
i hope to use this skill for my current classes and see how this impacts my ability to learn and understand.,1,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],1,,No update; unclear theme alignment.
often times i struggle with taking tests so i am hopeful that this semester will take a positive turn from visualizing my work.,0,['I hope to use this skill for my current classes and see how this impacts my ability to learn and understand.'],0,,No update; unclear theme alignment.
why am i here?,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"throughout my entire life, i have dreamt about working in the medical field.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
i am here to make those dreams come true.,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"it started as one of those careers that elementary school kids talk about when their teacher asks them what they want to be in the future, and my answer was always a brain surgeon, because how awesome does that sound.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
but this dream ended up sticking with me for the duration of my educational career and is the reason that i am attending san francisco state today.,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
i find the field to be very interesting and i can see myself enjoying it for the rest of my life.,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"however, i need to make it through a long and difficult path of schooling to pursue this dream.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"throughout my educational career, i have been pretty successful in passing all of my courses.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
general education has been a breeze.,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
biology and chemistry courses have been great because they come naturally to me.,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"math always seems to give me a little bit of trouble, but i get a hang of it after pushing myself to do the best i can.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"but then there's physics, which seems to always give me a little trouble.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
"i am here at sfsu to grow my knowledge in all of these subjects, which will help me succeed in the future.",0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",1,Updated to 1 for clear intrinsic goal.,
looking forward to a great and productive semester!,0,"['Throughout my entire life, I have dreamt about working in the medical field. I am here to make those dreams come true. I am here at SFSU to grow my knowledge in all of these subjects, which will help me succeed in the future.']",0,,No update; unclear theme alignment.
i am here taking this class because i am a biology major and need to take this course to graduate.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
i have never been that interested in physics in all honesty.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
i have never been good at it either.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
"however, taking it in college has allowed me to understand it better than i did in high school.",0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
physics to me has a lot of complicated parts and a lot of formulas.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
i think my biggest problem are word problems.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
i am not bad at math but i always seem to struggle with word problems specifically and physics is all word problems.,0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
"if i dedicated my self to study more and actually learn physics properly, i know that i would understand it well and be able to apply it to real life scenarios.",0,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],0,,No update; unclear theme alignment.
this is the last physics course i will be taking in college and i want to make sure that i finish off strong and feel accomplished because i know physics is an interesting subject and i would love to know and understand more about it.,1,['This is the last physics course I will be taking in college and I want to make sure that I finish off strong and feel accomplished because I know physics is an interesting subject and I would love to know and understand more about it.'],1,,No update; unclear theme alignment.
"i am here in this class to get my degree, but i am here at this school to better my life.",1,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",1,,No update; unclear theme alignment.
i am here to allow myself the opportunity to succeed in something bigger than myself.,1,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",1,Updated to 1 for clear intrinsic goal.,
being here has many different meanings and perspectives.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",0,,No update; unclear theme alignment.
on a day to day basis i will say i am here to just get through the day or that i am here because i feel i have to be.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",0,,No update; unclear theme alignment.
i am here in this class because i had to enroll in it but also to actually learn the material.,1,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",1,,No update; unclear theme alignment.
i am here in this city because of all the schools this most likely had the best tuition rate and most appealing place to live.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",0,,No update; unclear theme alignment.
overall i am here for my future.,1,"['I am here in this class to get my degree, but I am here at this school to better my life.', 'I am here to allow myself the opportunity to succeed in something bigger than myself.', 'I am here in this class because I had to enroll in it but also to actually learn the material.', 'Overall I am here for my future.']",1,,No update; unclear theme alignment.
the question can be subjective.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
i am here because i am required to take this class for my major.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
i can see how it may relate to my major.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
"i can also see how calculus has to do with physics so therefore, i can correlate the two subjects together.",0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
"i have to take another physics classafter i finish this one.also, why am i at this particular school?",0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
i am not from san francisco so i thought it would be interesting to attend a schoolout of the city that i live in.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
i also like the handson experience or experiments involved in physics.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
i can also correlate that with the calculus thati've been taking.,0,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",0,,No update; unclear theme alignment.
"hopefully taking all these integrated math classes for my major, i can be very wellrounded in math, although it takes me a while to compute problems, at least the answers will be right.",1,"['Hopefully taking all these integrated math classes for my major, I can be very wellrounded in math, although it takes me a While to compute problems, at least the answers will be right.']",1,,No update; unclear theme alignment.
currently i am in the physics 222 class to develop a greater understanding of physics.,1,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",1,,No update; unclear theme alignment.
"however, looking at the broad spectrum, i am here to continue to build my knowledge of science and its impact on the world, and to use that to further my education and aid me in going to medical school.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"i strive to one day become a neurosurgeon, and i believe that my education right now gives me practice and knowledge that will aid me in becoming a neurosurgeon, and just simply giving myself ideas of how physics works.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"i believe life is a step by step journey, that can be broken down into many little parts.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"i am in the journey of college, and more specifically in the journey of physics.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"i hope that in this class, i will improve on my quantitative thinking, and will improve on formulating the work i have done in experiments.",1,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",1,,No update; unclear theme alignment.
"these two things, i believe would the most influential aspects of this class on my future, and would help me conduct better thinking in my future classes in both college and medical school.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"for one, being able to use numbers to solve problems, or for example determine how large of a dose a patient may need in a hospital is an incredibly beneficial skill.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
"second, writing out lab reports, helps me learn a way to focus and organize my work in a way that can be used and aid anyone.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
if i was writing a patients state on their charts.,0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
it would be best that i know how to write it in an organized way that makes it easy to understand the patients status.,0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",0,,No update; unclear theme alignment.
why am i here?,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
for most of us here it is to graduate with a degree from a higher learning institution so that we may gain a job and finally make money to support ourselves.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
i do not want to lie and say that this is not also my goal.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
i have always had a passion for hands on work and an affinity for math and physics.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
"all of this has lead me to pursue a degree in mechanical engineering, ultimately leading me to taking this course.",0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
"higher education for me is a segway into the job field, without it would make getting a job in the future that much more difficult.",0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
this is the main reason i am here today.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
in todays society most individuals want to support themselves and their family as well as live as comfortably as they can.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
for me i want to as well which has lead me to be here as well as pursue education past high school education.,0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0,,No update; unclear theme alignment.
i am here to learn physics in a laboratory setting for my major.,0,['So I am taking this class and planning on learning the material well so that I will be able to use it in the future. Hopefully I can use the labs to help me fully understand the materials we are going over in the lectures.'],0,,No update; unclear theme alignment.
this class is mandatory for my major and is also a prerequisite for other classes that i have to take for my major.,0,['So I am taking this class and planning on learning the material well so that I will be able to use it in the future. Hopefully I can use the labs to help me fully understand the materials we are going over in the lectures.'],0,,No update; unclear theme alignment.
so i am taking this class and planning on learning the material well so that i will be able to use it in the future.,0,['So I am taking this class and planning on learning the material well so that I will be able to use it in the future. Hopefully I can use the labs to help me fully understand the materials we are going over in the lectures.'],0,,No update; unclear theme alignment.
hopefully i can use the labs to help me fully understand the materials we are going over in the lectures.,0,['So I am taking this class and planning on learning the material well so that I will be able to use it in the future. Hopefully I can use the labs to help me fully understand the materials we are going over in the lectures.'],0,,No update; unclear theme alignment.
i'm taking physics 220 as part of my prerequisite for my computer science classes.,0,['I am looking forward to learning many things about how things work and interact.'],0,,No update; unclear theme alignment.
i also want to learn how things work around me and why they do certain things like a balling falling straight down due to gravity pulling it inwards.,0,['I am looking forward to learning many things about how things work and interact.'],0,,No update; unclear theme alignment.
physics is one of the hardest sciences courses i will be taking and should be fun.,0,['I am looking forward to learning many things about how things work and interact.'],0,,No update; unclear theme alignment.
i am looking forward to learning many things about how things work and interact.,1,['I am looking forward to learning many things about how things work and interact.'],1,,No update; unclear theme alignment.
why are there objects that pull each other while others repeal?,0,['I am looking forward to learning many things about how things work and interact.'],0,,No update; unclear theme alignment.
