,sentence,label,phrase,updated_label,comments,review,predicted_label
2338,"then i came to realization that biology was the perfect major for me, even if i wasn't gonna make as much money doing it.",0,"[""Hello my name is Merim,I am in this Physics class because I am a biology major and need this class a pre requisite for my studies. I tried computer science because that degree had more potential out of a four year to make money right away, but when I was in computer science class I realized I had no passion for it. Then I came to realization that biology was the perfect major for me, even if I wasn't gonna make as much money doing it. As for SF state I wanted to experience San Francisco State. I have spent over 3 years in a community college so I have class experience and understand what is important to me. I have some regrets about not starting at a state school because I could have completed my school journey faster, but at the same time I have learned some valuable life lessons in my classes""]",0,Reviewed; no issues found.,TRUE,0
901,i am here at sfsu because i want to get a degree so that i can apply to pa school because my career goal is to be a physician assistant.,0,"[""I am here at SFSU because I want to get a degree so that I can apply to PA school because my career goal is to be a physician assistant. I decided to come to SFSU because it would save me a lot of money since I am an SF native and I already live here. I'm in this physics class mostly because it's a requirement to graduate.""]",0,Better fits Aspirational or Attainment; lacks systemic navigation.,FALSE,0
3169,"honestly, i think i'm here by some sort of luck.",0,"[""When I began college I was unsure about which major to pursue. So, like many other students, I decided to follow my parents lead. This isn't to sayI wasn't interested in engineering, but there was a lack of confidence in my academic abilities. As I have progressed and been exposed to general education classes it has confirmed my commitment to this career path. I have come to appreciate the thought process that goes into engineering. I enjoy the process of breaking down problems to a point that they can be solved. The factbased approach of something I see is applicable to many aspects of life.""]",0,Reviewed; no issues found.,TRUE,0
3239,i chose this career because i have always wanted to do research.,0,"['To be specific about this class, I am here because it is a requirement for my major. In a general sense, I am here at school because I chose to have a career in STEM, specifically biomedical science, which also requires me to go to school.']",0,Reviewed; no issues found.,TRUE,0
4354,"but im here to try to pass the class this semester, i feel good about this class.",0,"[""I'm in SCI 115 because I took chemistry last semester and ended up getting a D. I feel like there were many things that went wrong last semester like juggling extracurriculars was difficult in itself but personally I had a problem with the seminar component of the class specifically.""]",0,Reviewed; no issues found.,TRUE,1
4948,"i am a student in university for a reason, that reason being to be able to succeed in my future career and lifestyle.",0,"['I will definitely fulfill my schooling requirements so hopefully I can be the best I can be in my career. I want to be in the medical field for animal care, and that is also for a good reason. I am here in this class to travel my path to that point in my life. I know I am in this class for a couple of reasons, one being that it is a requirement for me to move on with my major and overall my field of study, so I can be who I was meant to be.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2660,"when the years came by with all these classes, i realized that i like being in this major.",0,"['I never really knew what I wanted to be when I was growing up, but then during high school I realized that I like doing math. I decided to apply as an engineering major due to this fact. When the years came by with all these classes, I realized that I like being in this major. Now, I know what I want to do and that will drive me to do what I need to do to be able to finish and get a degree.']",0,Reviewed; no issues found.,TRUE,0
3164,why the switch to engineering?,0,"['At first I transferred here as an Economics major, but in the first semester I decided to switch majors. I can possibly minor or double major in Economics if I feel like taking a few extra courses but have not decided', 'Right now I am slightly considering switching to Electrical Engineering because it was highly recommended by someone I know, but I feel pretty set on staying on the civil side. Physics 240242...']",0,Reviewed; no issues found.,TRUE,0
1118,"i am here to fulfill my prereqs for my major, environmental science.",1,"['I am here to fulfill my prereqs for my major, environmental science.']",1,Reviewed; no issues found.,TRUE,1
1476,why am i here?,0,"['I guess Im just here to fulfill my requirements for my major. I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry.']",0,Reviewed; no issues found.,TRUE,0
2744,not because i wanted too.,0,"['The reason I am here at SF state was, at first, confusing. At first, I thought that I was here because I had to be here. Not because I wanted too. But as the school year went on, I discovered things about college and about myself and thought, maybe theres more to just going to class and taking naps. Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree.']",0,Reviewed; no issues found.,TRUE,0
1381,physics will help me understand the study of kinesiology better.,0,"['I have not taken a physics class before and I think this will be a great opportunity to learn more about it. I am taking physics 112 because it is one of the required concentration courses for my major. I am majoring in Kinesiology with an emphasis on exercise science. Kinesiology is the study of mechanics of body movements. Physics will help me understand the study of Kinesiology better. With the area of biomechanics, I will be able to understand how the body works and how to improve our movements to prevent injuries. Also, physics will help me understand how the technology works. For example, cell phones work based on the principle of electricity and the electromagnetic spectrum. When we call our family with the cell phone, our voice is converted into an electrical signal. Then, the cell tower receives the electrical signal and sends it to the other side through the electromagnetic spectrum. In addition, I believe physics will help me increase my critical thinking and problem solving skills.']",0,Reviewed; no issues found.,TRUE,0
1185,this course is part of the path i have to take to achieve my career goals.,0,"[""I am currently in physics 112 because it is a requirement for my major, but honestly I do enjoy physics. It's a subject I have found interesting since high school and am glad I had the opportunity to take it again. This course is part of the path I have to take to achieve my career goals.""]",0,Better fits Aspirational or Attainment; lacks systemic navigation.,FALSE,0
1893,i hope to learn a lot this semester to prepare for phys 121 and 122.,0,"['I am taking physics mostly because it is a requirement to sign up for physical therapy programs, but because I also enjoy math and science.']",0,Reviewed; no issues found.,TRUE,0
2193,"""why am i here?""i am here to become more educated, so that i may grow as a person, academic, and professional.",0,"['I was required to take this course as a form of foundation to build on the classes I need to get a Career in Envriontal Science and my Degree. So, I am here for two reasons only, myself, and my goals to obtain a degree so that it may assist me in getting the career I want.']",0,Reviewed; no issues found.,TRUE,0
1062,i hold out hope that this course can maybe reverse some of this resentment towards physics?,0,['I think the obviously answer and probably the one that comes up the most is that this class is required for my major'],0,Reviewed; no issues found.,TRUE,0
4475,i see the opportunity to give and receive help.,0,"['The initial reason I took this course was because I needed a one unit course to be considered a full time student. I work to pay my rent and go to school, and this class would help balance these two major time constraints on my life especially since it aids in my understanding in Bio 230.']",0,Reviewed; no issues found.,TRUE,0
4943,so far i am enjoying this lab and learning new things about physics that i never knew before.,0,['I am here because I need to take physics as a GE class and potentially use the skills I learn in this class for future classes.'],0,Reviewed; no issues found.,TRUE,0
2936,i ended up reading all the books they had on rocks and i didnt know what to read next.,0,"['Im here because I have a love for Astronomy and space. Ive always been enamored by the stars as a kid. It sounds strange but the reason I even became interested in space was because of rocks and minerals. When I was younger, I was told to pick out a book to read from the library. I had never been to the library nor had I ever been able to pick something that I wanted to read. There were so many books to choose from that I just couldnt bring myself to pick one. So, I asked the librarian what I should read. As a joke, she told me to go read some of the books about rocks, minerals, and gemstones and that was exactly what I did! I ended up reading all the books they had on rocks and I didnt know what to read next. So I did the same thing and asked the librarian for a suggestion. I told how I really liked the books about rocks and how I already read all of them. After thinking for awhile, she told me to read the books on planets because they were, kind of similar. Listening to her instructions, I began to read about Jupiter, Mars, and Saturn. I became extremely fascinated in the sizes of these planets and what they were made of. Ever since then really I have been interested in space. So if I had to answer the question, I would say Im here largely in part because of that librarian.']",0,Reviewed; no issues found.,TRUE,0
1355,"kelsey hauf reflective journaling 1""why am i here?"" i am here in this class because it is a requirement in order for me to get into the next physics class and any other class where this is a prerequisite.",0,"[""I am here in this class because it is a requirement in order for me to get into the next physics class and any other class where this is a prerequisite. This class is also a requirement for my Biology degree. I'm here at this school so I may graduate with a degree that will help me receive a job in the future.I'm here because I worked very hard in my first two years of college in order to change my major to something I liked more than what it was before.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,1
3538,i guess i am here because i like astronomy.,0,"['One reason was to fulfill the requirements for my regular astronomy class? I guess I am here because I like astronomy. When I was in high school, I wanted to become an astronomer but I ended up coming to college for child development.Also I needed to take this class if I was gonna take the regular astronomy.']",0,Reviewed; no issues found.,TRUE,0
4713,"i only took one physics course in middle school and i had to make a car that would move with a balloon, but i dont remember if it actually worked or not.",0,"['This class is a requirement for my Biology major, but I am actually very excited to learn about physics and how it applies to the real world and myself. I only took one physics course in middle school and I had to make a car that would move with a balloon, but I dont remember if it actually worked or not.']",0,Reviewed; no issues found.,TRUE,0
1707,"even if i'm taking this class just because of my major, i'd say i'm here because i am interested in physics and what i'll get out of it.",0,"[""I'm here because this class is necessary for my major."", ""I wasn't sure what I wanted to do as I was heading into college but my decision to major in computer science wasn't completely influenced by my family. I had taken classes here and there related to Java and Python and took a small interest in computer science.""]",0,Reviewed; no issues found.,TRUE,1
1361,they take care of premature and critically ill babies.,0,['In being in this lab it serves as the first step of many.'],0,Reviewed; no issues found.,TRUE,0
1685,"although i haven't experienced another ""season"" yet, i am already worried about missing out on my beautiful ohio autumn.",0,"['Why am I here? I am here in California because this is home for my partner, I am originally from Ohio. I met him while we were both enlisted in the US Air Force. Now that we have separated we are both attending school using our benefits that we earned through serving. So far I love the idea of California, the idea that people are open and accepting here. The idea that health is more important by living a more active lifestyle. I am here in this class because my major requires it, as well as PHYS 2, I hope to enjoy the things we will learn here. I am looking forward to staying here for the next couple years and building a new life, making California and SF State my home too.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
433,i want to become a game developer and the best way of doing in my opinion was to get into the stem field.,0,['I want to become a game developer and the best way of doing in my opinion was to get into the STEM field. I needed to get a degree within computer science to make myself more competitive for applying for any job in the industry.'],0,Reviewed; no issues found.,TRUE,0
4923,i believe that through this course i can learn a lot that can be applied to my major and help me succeed in that aspect.,0,['I have decided to take this course due to the fact that both my major and graduate programs that I want to get into require this course. I believe that through this course I can learn a lot that can be applied to my major and help me succeed in that aspect.'],0,Reviewed; no issues found.,TRUE,0
873,"i think physics is a really difficult subject in general, and being in the lab and using handson learning abilities helps us understand what is actually going on, rather than just giving students a problem and doing the math for it.",0,"['I am taking this physics lab because it is a mandatory requirement for my major. However, since I am required to take this class I might as well try to understand and learn how we could use physics in the real world.']",0,Reviewed; no issues found.,TRUE,0
2592,i want to be able to pass my calculus 2 class and continue on to calculus 3.,0,['I want to be able to pass my Calculus 2 class and continue on to Calculus 3. These are classes that I need for my major and I do not want to retake them again.'],0,Reviewed; no issues found.,TRUE,0
298,i decided to combat climate change by lowering my carbon footprint and finding alternative solutions that wont harm the plant like switching out single use plastics for lifelong alternatives that are recyclable or biodegradable.,0,['My junior year of high school I realized I am here to help others as I joined peer counseling and applied for a counseling internship through my school for the following school semester. Senior year my purpose was to help others solve their own problems and find ways to promote mental health. The question came up again in my head entering college.While I am helping the plant with my small contributions I am also studying to become a therapist with my psychology major.'],0,Reviewed; no issues found.,TRUE,0
2864,i need to pass physics and i feel the only way i could do that is by taking this sci course.,0,"['I need to pass physics and I feel the only way I could do that is by taking this SCI course. I tried to take PHYS111 last sem, but I couldnt keep up with Professor Xu and had to drop out. I feel more confident under Sturners teaching, and with added help from SCI i feel confident to at least pass with a high C this time.']",0,Reviewed; no issues found.,TRUE,0
1617,i think for the most part i always overcomplicate the problem when its actually fairly simple.,0,"['I am here because I need this class as a lower division requirement for Computer Science. Ive tried to take this class earlier during the last fall semester but unfortunately, I had to drop because the class was getting harder as well as my other classes at the time.']",0,Reviewed; no issues found.,TRUE,0
585,"i am also not the best in math, so after taking this class i want to accomplish my goals of doing good and be able to solve the problems without having any trouble and be confident in the work that i am doing.",0,"['I am here because I am a Biology major and this is one of the prerequisites for my major. I previously took a Physics class in high school, but looking back I didnt really learn much and did not understand the full concept of what Physics actually was and the point of it.I also hope this class best prepares me for the MCAT. This class will help me understand physics and will help me in my future classes.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
1902,everywhere we look in the world we are surrounded by physics so it is important to understand.,0,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree.'],0,Reviewed; no issues found.,TRUE,0
4220,"in the past sci classes that ive taken, helped me understand topics like chemistry that helped me pass the class with confidence.",0,"['The reason that I decided to join the sci supplement course was to try to get a better understanding of the organic course and make sure that I am able to leave with knowledge. In the past sci classes that Ive taken, helped me understand topics like Chemistry that helped me pass the class with confidence. So, knowing from past sci classes, I knew that I needed to add this class to make sure that I dont fall behind and end up getting a bad grade.']",0,Reviewed; no issues found.,TRUE,0
2120,"although i probably wont be needing actual physics for a future computer science job, these problem solving techniques will be very helpful in the future.",0,"['I am here because I am required to concurrently be enrolled in this lab class if I take physics 230. I am taking physics 230 because it is a prerequisite for my major.', 'I see this class as a stepping stone to build a bright future for me, my parents, and my future family.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
1798,its pretty interesting to understand the way things work.,0,['I am here in this class to fulfill my requirements for my bachelor degree in computer science.'],0,Reviewed; no issues found.,TRUE,0
2328,"i am here to not only pass this class, but to learn some concepts of physics and to use the knowledge that i gained from this class to explain things in real life.",0,"['I am here, taking PHYS 112 because it is a required class for my major, Biology. This class is also probably a prereq for another class that I will need to take.']",0,Reviewed; no issues found.,TRUE,0
1650,i am here because i am an astronomy major and physics is a pretty big part of that.,0,['I am here because I am an astronomy major and physics is a pretty big part of that. I also find physics to be a very fascinating subject. I took two years of physics in high school and kind of fell in love with the subject. I originally got into San Francisco State as a physics major but decided to change it because I plan on transferring to another school in the Netherlands and they only offer an astronomy major for English speakers. I might eventually change it back and decide on transferring to another school but that is an issue for the future.'],0,Reviewed; no issues found.,TRUE,0
1633,my major is mechanical engineer which requires me to have a lot of math classes along with physics.,0,"[""The reason why I'm taking physics because it's required for my major degree."", ""Overall, physics, math, and any other science are a big major and impact on the degree that I'm aiming for along with helping me learn all the materials needed for my future careers and what I want to be when I apply for jobs.""]",0,Reviewed; no issues found.,TRUE,1
503,"like many, i really hate school but i actually have a lot of trouble with physics.",0,['I am here for the simple reason that this is a prerequisite.'],0,Reviewed; no issues found.,TRUE,0
2211,"if i know the theory, the result and precision of the experiment would not matter to me, but these classes changed my mind a lot, it taught me that the influence of error and deviation can be big enough to let me get an experimental result contrary to the theoretical result.",0,"['First of all, Im in PHYS 232 class because this is the requirement of my PHYS 230 class.']",0,Reviewed; no issues found.,TRUE,0
2528,the other reason why i chose to enroll in this class is because i do have trouble in math sometimes.,0,"['The reason why I am literally in this college is because I want to earn my degree so I could get a better job. Most jobs require a specific college degree in order for them to hire you to work for them. I figured that if I were to graduate from college and get my degree, it will increase my chance for me qualifying for a high paying job. The reason why I choose to enroll in the SCI class was because you actually get a unit towards graduation. I needed that unit because I am currently behind due to me passing only 11 units last semester. The other reason why I chose to enroll in this class is because I do have trouble in math sometimes. I make small mistakes and I did not even know it until my work was graded.']",0,Reviewed; no issues found.,TRUE,0
2740,i enrolled and spent one year at a junior college and transferred to sfsu. i am now on track to earning a bachelors in civil engineering.,0,"['One day, a friend approached me about joining a construction trade. I took the job and as soon as I set foot on my first big construction site, I knew there was something there for me. The first three years I was an apprentice, and I learned a lot about my trade. With a lot of hard work and dedication, I was able to master my craft and was given more responsibilities by my superiors. I was made a foreman and had the responsibility of running a project, along with a crew of carpenters. I became fascinated with managing projects and wanted to learn more about it apart from the bluecollar aspect of the job. I quickly realized that if wanted to do this, I was going to have to return to college. I enrolled and spent one year at a junior college and transferred to SFSU. I am now on track to earning a bachelors in civil engineering.']",0,Reviewed; no issues found.,TRUE,0
1383,being in physics and excelling in this class will prepare me for human anatomy and human physiology which apply directly to my major.,0,['This class is prerequisites for those classes and I hope that physics helps me excel in those classes.'],0,Reviewed; no issues found.,TRUE,1
486,i am here because i need to take physics for the mcat and for part of my major.,1,"['I am here because I need to take physics for the MCAT and for part of my major.', 'I am here to learn physics to guide me to where I need to be to get me to point a and b']",1,Reviewed; no issues found.,TRUE,1
276,i'm here to solve practice problems as well as work in groups to help myself as well as the participants in my group.,0,"['My whole reason for being in college is to go to Med school, the classes I take are all classes that I need to complete in order to fulfill my dream of attending UCSF. I want to attend a great medical school so that I can move on to being a trauma surgeon in the future. So to fully answer the question, ""why am I here"", I would have to say I am ultimately here to learn all of the information I need to know to take do successful on the MCAT so that I can attend an amazing Medical school so that one day I am able to become an inspiring female trauma surgeon. :))']",0,Reviewed; no issues found.,TRUE,0
2263,i am going to answer why i am at sfsu because i feel like that is something i have figured out.,0,"[""I always feel like when Im asked why Im here I think there is a lot of pressure for me to answer that question a certain way. I feel like I have to have this big purpose in my life already figured out. I am going to answer why I am at SFSU because I feel like that is something I have figured out. I want to get a degree in Biology emphasizing in Marine Biology. I am here in this Physics lab so I can fulfill a requirement for my major in Biology and move one step closer to getting a degree in Biology. I am here in this class also to learn more about Physics because to be honest I feel like I know very little about Physics. I hopefully will figure out more of my purpose at SF State the longer I'm here.""]",0,Reviewed; no issues found.,TRUE,0
2532,"with the help of this class, people will not struggle as much as they do in their regular math class and it will definitely save some grief.",0,"['The reason why I am literally in this college is because I want to earn my degree so I could get a better job. Most jobs require a specific college degree in order for them to hire you to work for them. I figured that if I were to graduate from college and get my degree, it will increase my chance for me qualifying for a high paying job. The reason why I choose to enroll in the SCI class was because you actually get a unit towards graduation. I needed that unit because I am currently behind due to me passing only 11 units last semester. The other reason why I chose to enroll in this class is because I do have trouble in math sometimes. I make small mistakes and I did not even know it until my work was graded.']",0,Reviewed; no issues found.,TRUE,0
4289,this is my first time taking a tutoring class and i knew i made the right choice deciding to take this science class i will need the help with chemistry either i took this or not.,0,"['This is my first time taking a tutoring class and I knew I made the right choice deciding to take this science class I will need the help with chemistry either I took this or not. I knew that I was pretty bad with science as a subject since I was little. Whether it would be biology or chemistry, I knew that I would need extra support when it comes to science.']",0,Reviewed; no issues found.,TRUE,0
674,"i wish i could understand the material better, and quicker for that matter, but honestly i will take what i can get at this point.",0,"['I am enrolled in Physics Lab 112 to fulfill the academic curriculum expected by my major, kinesiology.']",0,Reviewed; no issues found.,TRUE,0
722,optometric has so many physics calculation to determine patient eye number so what i need is to improve my skill from physics base to achieve my goal.,0,"['The most reason why that I am taking this course is because of major obviously and also beside that I really enjoy the physics course and mostly the lab.', 'Also another reason that I am here in this course is my major used to be math and physic when I was in my country and I did really good at them but as I moved here I change my major to biology to become optometric.']",0,Better fits Aspirational or Attainment; lacks systemic navigation.,FALSE,0
3861,knowing myself i know i will need to pass those exams to get the grade i want in than class.,0,"['The reason I choose to add this class was that I felt the need for extra help in biology 240. Last semester I took biology 230 and although it was my first semester in college I struggled a little bit. So for this class, I decided to join is for that extra help to understand the material better. In the lecture, there is no homework or quizzes so that is a major part of the grade that is not going to be added because it is just based on the exams. Knowing myself I know I will need to pass those exams to get the grade I want in than class. The next reason I am here is due to the fact that this class is only one unit and I thought to my self why not to take it. With this one unit I now am taking fifteen units and that is perfect.']",0,Reviewed; no issues found.,TRUE,1
990,i have never taken physics so i am not exactly sure what to expect.,0,['Today I am in my physics class because it is part of a series of science classes I have to take for my major.'],0,Reviewed; no issues found.,TRUE,0
204,"in addition, in general theres something ive always respected about the stem fields, and thats the search for knowledge with pure motivations, for knowledges sake alone and not for other greedier motives.",0,"['Im in this field first of all because I fell in love with astronomy. I loved learning about the stars, planets, Earths atmosphere, dark matter, the search for intelligent life...all of the subjects in ASTR 115 I just completely fell in love with and I thought, I could study this for the rest of my life. So thats the first reason I decided to major in astrophysics.']",0,Reviewed; no issues found.,TRUE,0
3171,"so, like many other students, i decided to follow my parents lead.",0,"[""When I began college I was unsure about which major to pursue. So, like many other students, I decided to follow my parents lead. This isn't to sayI wasn't interested in engineering, but there was a lack of confidence in my academic abilities. As I have progressed and been exposed to general education classes it has confirmed my commitment to this career path. I have come to appreciate the thought process that goes into engineering. I enjoy the process of breaking down problems to a point that they can be solved. The factbased approach of something I see is applicable to many aspects of life.""]",0,Reviewed; no issues found.,TRUE,0
3135,ialso hope to pass the.,0,['Originally I didnot think that I would survive physics and I didnt for lecture but now here I am in Physics 2. Im taking this class currently to fulfill my prerequisites and my major requirements.'],0,Reviewed; no issues found.,TRUE,0
2872,i am taking this sci class because i need help to get through physics.,0,['I am taking this SCI class because I need help to get through Physics. While Physics is not my academic focus it is important for my Biology major. I chose to have Biology as my second major because I want to be able to work with wild animals and do conservation work. Doing Biology and Cinema will hopefully allow me to make wildlife documentaries and raise awareness to issues I care about.'],0,Reviewed; no issues found.,TRUE,0
3041,"after, you will eventually learn how to tackle and solve the problem that is in front of you.",0,['I am here because it is part of one of my major classes.'],0,Reviewed; no issues found.,TRUE,0
4558,the reason i am here in this specific class is because i previously taken biology 230 which is quite embarrassing to say.,0,['The reason I am here in this specific class is because I previously taken biology 230 which is quite embarrassing to say. I had previously taken bio my first semester here at state and I was going through the college transition which lead me to being homesick and I was very off the books. I wasnt paying or doing enough to pass to the class so I ended with a D. Im retaking it this semester and I am more confident in passing.Im hoping to continue learning all the great biology concepts and take them with me on my journey to my career.'],0,Reviewed; no issues found.,TRUE,0
559,part of me wishes this wasnt the case because my major is all about the study of animals and apart from the physics of their molecules in the bodies of the animals and apart from that physics has no correlation.,0,"['The first one is that it is required by my major, Zoology, to go through physics one and two.']",0,Reviewed; no issues found.,TRUE,0
4540,i found sci 230 to be super helpful in my studying and getting me to really grasp concepts.,0,"[""I chose Bio 230 (mainly because it's a requirement of my major) but also because it's and introductory biology course for my major. I learned a lot of the same material in my AP Biology course(mostly about cancer) and it feels like a good refresher before I go even further, considering my major is Biology. I want a good foundation in Biology so that when I get to more advanced topics, I will have a better understanding(unlike some of my other classes like math).""]",0,Reviewed; no issues found.,TRUE,0
2889,this class is a requirement to helping me move forward in my career path.,0,['This class is a requirement to helping me move forward in my career path. I need this class for support because lecture can get very confusing however if both SCI class and lecture are misleading then I might need to seek outside help.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,1
3088,"i am not too fond of physics, though it is quite an interesting subject to learn about.",0,"['If it is in the context of being in this physics lab, then I am here to complete a GE requirement', 'I thought while I am taking the main physics class, I should take the lab along with it. I did not take the lab that I could have while I was attending Biology class last semester. So, here I am now, taking this physics lab.']",0,Reviewed; no issues found.,TRUE,0
320,josceline perez 82420 astr 11602 reflective journaling essay 1: why am i here?,0,['I also took this class because it was a GE requirement but mostly because I find this topic really interesting to me that gives me an interest to go more in depth.'],0,Reviewed; no issues found.,TRUE,0
1695,i am also attending school because there is an expectation of me to go since i am a first generation.,0,['I am here in this class because it is a required for my degree. I am here because I failed two physics classes already at skyline. I am here because my financial help would cover the costs of this class and not a class in skyline. I am here because of covid19.'],0,Reviewed; no issues found.,TRUE,0
1773,i wanted to take physics 111 because i took physics in high school and i'm more familiar with these concepts then say chemistry or biology.,0,"[""If I'm being completely honest, I'm really only here in this class to fulfill SF State requirements. I wanted to take physics 111 because I took physics in high school and I'm more familiar with these concepts then say chemistry or biology. However, because PHYS 112 is mandatory with PHYS 111, here I am.""]",0,Reviewed; no issues found.,TRUE,0
3874,sfsu will instill the the skills to be accepted and carry out a project in graduate school.,0,"['As for this SCI course, it will help me learn tricks and skills to do well in my organic chemistry course, pass the exams, and overall exceed in the course. It will help me solidify the course material to do well in class, provide a support group, and allow for extra study time while still earning credit thus bringing my GPA up a little bit which can make a big difference. As a Genentech scholar, I am required to take SCI courses for all my science majors, so this course will help me retain my scholarship.']",0,Reviewed; no issues found.,TRUE,0
639,"particularly, i am in its class because it is a prerequisite for medical school.",0,"['I am currently attending San Fransico State University because it was the closest school that was near my family. Although I could have attended other schools, this school was more convenient. Particularly, I am in its class because it is a prerequisite for medical school. I feel that I am taking this class because of that but also because it is very valuable to learn to be prepared for the MCAT.']",0,Reviewed; no issues found.,TRUE,1
2488,"in order to get to my goal, there are classes i need to take which includes this one.",0,"['I dont know where Im going with this but anyways, for my future, I wish to enter a career where I can help people, Im interested in pediatrics, pathology, and forensic science. (I dont yet know which)I am also looking into PA, which I just became aware of through other classes Ive taken the summer. In order to get to my goal, there are classes I need to take which includes this one.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,1
687,i am here to further my learning.,0,"[""I don't have any particular passion for physics but it is useful for my every day life and I need it for my degree. Ultimately I am hoping to go to medical school and study to be a surgeon because I'd like to make a positive impact on the world. In the case that I cannot, for whatever reason, finish my intended career path and go through with medical school, I would hope that I'm still doing something meaningful, like working for the Center for Disease control or in a lab doing important research.""]",0,Reviewed; no issues found.,TRUE,0
1738,"depending on how things go, i will either finish my computer science degree and find a software engineering job, or pursue music.",0,"['The reason I am at college is to better my life and to build my career. Specifically for this class, this is a prerequisite for my major, and it is a mandatory class to take with PHYS 0220. However, for the following 3 semesters, I will be trying to pursue music while taking GE courses for my major. Depending on how things go, I will either finish my computer science degree and find a software engineering job, or pursue music.']",0,Reviewed; no issues found.,TRUE,0
3590,i needed to take a lab in order to complete a section (honestly i don't really know most of these ge's) and i didn't want to take the lab for biology so i'm here.,0,"[""I am here in this class because first, I had to take it. I needed to take a lab in order to complete a section (honestly I don't really know most of these GE's) and I didn't want to take the lab for Biology so I'm here.""]",0,Reviewed; no issues found.,TRUE,1
4310,"furthermore, the main reason why im taking this course is due to my major.",0,"['I decided to enroll in this 1 unit course as a sort of precautionary measure. I know how difficult Chemistry 115 can be so Im doing my best to stay on top of everything. Furthermore, the main reason why Im taking this course is due to my major. Im majoring in General Biology, which means I have a set number of mandated courses, which includes Chemistry 115 and Chemistry 215. Although I still have a ways to go, I plan to graduate with a bachelors degree in the next two years, apply to a Medical School (in or out of state) and slowly work my way to becoming an Anesthesiologist.']",0,Reviewed; no issues found.,TRUE,0
4211,i enjoy the chemistry sci classes because they provide extra help and help me make study groups.,0,['Im here because Im taking organic chemistry and Ive taken Sci classes for other chemistry class and theyre helped so much.'],0,Reviewed; no issues found.,TRUE,0
1956,"i always thought it was funny, because throughout school some of my friends and classmates would choose classes and professors based on either wordofmouth about which professor was easy and which was difficult, or through a service like ratemyprofessor.",0,"[""I'm here because, according to the Bachelors of Computer Science degree requirements, I need PHYS 232. At this point, I don't 'need' a B.S. in C.S., but A: it would be better to have one than to not and B: this has been something I've been working for for just over 5 consecutive years.""]",0,Reviewed; no issues found.,TRUE,0
2669,i became extremely fascinated in the sizes of these planets and what they were made of.,0,['Im here taking Astronomy because I have a love for space and I am able to take it while fulfilling my general education.'],0,Reviewed; no issues found.,TRUE,0
1053,im grateful to be going to such a good university with such caring professors.,0,"['I am here because this class is a necessary step in the degree and ultimately career path that I want. I am interested in physics, however I dont know if this is a class I would take if it is not a prerequisite.']",0,Reviewed; no issues found.,TRUE,0
4892,i believe everything i have been through and accomplished has led me to this exact place in my life.,0,"['It is my first semester in my major as a third year. I believe everything I have been through and accomplished has led me to this exact place in my life. Although I know I am barely scratching the surface of my full potential in life and wherever it is that I may end up is still unknown. What I do know is that this class, this job, this school, this major are all stepping stones to where I am supposed to end up and that is why I am here. I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0,Reviewed; no issues found.,TRUE,0
2386,i am a chemistry major and that requires this course to be completed.,0,"['The reason for why I am here is because I need to go get my degree. Having a degree will allow me to get a good paying job in the future.', 'The reason for why I am taking this class, Physics 232, is because it is required for my major. I am a chemistry major and that requires this course to be completed.', 'Even though I am not a huge fan of physics, I have to take it regardless.']",0,Reviewed; no issues found.,TRUE,1
3330,i am here taking this sci 215 class because i am trying to be able to understand the concepts that we are learning during lecture.,0,"['I am here taking this Sci 215 class because I am trying to be able to understand the concepts that we are learning during lecture. I have taken Sci 115 last semester and I felt that it has really helped me throughout the 115 class, so I am thinking that this Sci class I could help me with this class.']",0,Reviewed; no issues found.,TRUE,0
899,for the past 2 years i have been trying to get accepted in california maritime academy.,0,"['I am interested in the subject of Physics, it is a challenging course that looks good on my transcript, and it is part of my curricular for the school I am transferring to.', 'For the past 2 years I have been trying to get accepted in California Maritime Academy. I needed 60 units to apply there as an upper division transfer. They only have a few courses that transfer over that SF state has. This is one of them. Im using my time wisely and getting rid of the classes that I can take here that transfer over.']",0,Reviewed; no issues found.,TRUE,0
2714,also i really think physics is really awesome and i really like the labs we do.,0,['The reason Im in this class is to fill my requirement. As a engineer I need this class to get in to my classes.'],0,Reviewed; no issues found.,TRUE,0
