sentence,label,phrase,predicted_label
my mom has been the biggest influence in helping me make my decisions.,0,"[""Here today, I am taking this summer course which is only one step of the millions that I've took that is on my way to pursuing my career in the medical field. In order to pursue my career in the medical field, I have to first get my degree in biology, which is where I am at right now.""]",0
"though i can't really predict my future, i hope i'll be able to make people happy and find a career in the medical field since i'm still unsure now.",0,"[""I think I am here as of right now because I want to be able to do well in the present and in the future. I want to be able to help my family, be able to graduate, find a good job in the future, etc. Hopefully, with these mistakes that I made, I will be able to grow and improve. Though I can't really predict my future, I hope I'll be able to make people happy and find a career in the medical field since I'm still unsure now.""]",1
"physics are important for a lot of everyday live problems, from driving a car to skiing.",0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0
i'm here to feel better about myself.,0,"[""Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.I'm here to feel better about myself.""]",0
"im here to be more involved and focused on concepts that i am having a difficult time understanding, i am also here to work with students with different learning abilities and take them in as learning objectives for myself.",0,['pass my class with a B or higher'],0
i want to be a doctor and have a subspecialty as a neonatologist.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],1
but taking this level of physics isnt too bad.,0,"['Uhh, OH I would like to be able to apply the labs into real life especially because I think this lab would help me in my major which is Kinesiology.']",0
i am in this sci class in the hopes of getting a really good grade in general physics 1.,0,"['I am in this SCI class in the hopes of getting a really good grade in general physics 1. I am hoping for an A, and I honestly think it is doable because of all the extra time I am going to be putting in to make sure I understand all the concepts. It will also prepare me for general physics 2, which will hopefully help me down the road somehow when I am in pharmacy school.']",0
this includes biology 240.,0,"['With this in mind, I need a number of prerequisites and supplemental courses for my next career goal (obtaining an MDPhD). I want to get a dual degree because I am constantly inspired to add to the breadth of knowledge in science and also being able to use what is discovered to directly improve patient care. I am taking this supplementary portion to solidify my knowledge I learn in class and to foster my overall understanding.']",0
"my number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.i've also grown to see her, and my other immediate family simply ""exist"" to continue existing, and my dad has always instilled a ""follow your dreams""optimism.",0,"['a degree, towards eventually (hopefully, maybe) a doctorate.']",1
"all i know was, this country will give me a better life than my own country.",0,['I am also here to expand my understanding of how physics does really connect to the world and the challenges that await me for this course.'],0
i want to be as supportive as i can for her.,1,['I wanted to take this SI class so that I can be more confident in my physics skills so that I dont have to focus as much on my grades.'],1
"now, as to why i appreciate being here.",0,['I strive to be knowledgeable and wellrounded so any opportunity to expand that is greatly appreciated.'],0
also i just really want to invent something that will benefit society one day but in reality i just want to design and recreate something out of scratch and build it better.,0,['Also I just really want to invent something that will benefit society one day but in reality I just want to design and recreate something out of scratch and build it better. Maybe one day I can work for Elon Musk for SpaceX but if not NASA would be dope. But overall I have always been interested in the theory of quantum physics so hopefully one day I will be able to do field research to get a better grasp of how our universe works.'],0
i am here because i want to expand my understanding of the world so that i am capable of impacting it in some way.,1,"['I am here because I want to expand my understanding of the world so that I am capable of impacting it in some way.', 'In this sense, I am here to become a better, more empathetic, more knowledgeable person.']",1
i look forward to working with everyone in class and maybe make some friends along the way as well.,0,['The reason why I am in this class is because of how I know that this will assist me in reaching my goal.'],0
it was just ok.,0,['As for why Im in physics is because of my road map and Im just genuinely curious about how physics affect our everyday lives.'],0
"in the end, sfsu has actually grown on me and i do not regret it one bit.",1,['Today I am here to learn. I am also here to continue my education and get a degree eventually.'],1
im really excited to the rest of the labs.,0,"['I just hope ill get a good grade in this class, i know i will because Ill be working hard trying my best to pass this class.']",0
i often wonder what is my purpose for living.,0,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore.""]",0
i am here to learn.,0,"['In my major, computer science, I am hoping to gain an internship', 'and to also have at least a 3.5 GPA for this year.']",1
"in this class, i want to improve my teamwork skills and communication skill.",0,"['The reason why I am here (PHYS 122) is that I want to learn or understand the topics of physics.After attending the San Francisco State University, I will transfer to Medical School because I want to become a dermatologist. I want to transfer to UCSF or the University of Washington as my graduate school. I want to study hard, get a good grade, and get in the Medical School that I want to get in. However, most importantly, I want to understand the topics and use them in real life. In this class, I want to improve my teamwork skills and communication skill. I want to be a better person than yesterdays self and improve every day. I want to be a good person, a good student, a good daughter, and a good future doctor.']",1
also this semester is kind of different and its a bit challenging since you have to be on the computer and jump into different class and find links for zoom if you don't have the class added.,0,['I want to be able to relate the theories into real life. Another reason because I want to be different than my family they all follow different path where they went to business and I want to be the black goat and do something more challenging or interesting to me.'],0
i discussed the different pathways with my parents.,0,"[""I'm here because I want to be challenged academically and I want to build my own deep rooted foundation as an undergrad taking Physics 111112.""]",0
"so knowing that, i changed my career to nursing.",0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0
ive this same journal for every sci class i have ever taken.,0,"['I am in this class to help me understand more, and pass Cell bio, so that I may go on to take my upper division electives, and graduate from this school. I would also really like to make a difference in the world so that I can leave a mark (hopefully a good one) for once im gone.']",0
physics doesnt click to methe way it does to others.,0,"['The reason I am here today is to strengthen my education as a biology major.At the end of the day, I still hope to leave thisclass with some helpful information. Whether it39;s for my future biology classes or just in life. Ialso hope to pass the. Class with a b or higher but we will see about that. Im taking a sci classso I hope that class will give me a better foundation.']",0
i also enrolled in sci 111 to get further practice.,0,"['Since physics is all about problem solving, I hope to get problemsolving skills from this class.']",0
i want to join this field and create brand new works that others would enjoy and discuss about.,1,['I wanted to get into the STEM field because I wanted to work towards my dream job. I want to become a game developer and the best way of doing in my opinion was to get into the STEM field. I want to join this field and create brand new works that others would enjoy and discuss about. I wanted to be able to have a product that I put a lot of effort into and be proud of at the end of the day. I wanted to learn more about the things and enjoyed and how people were able to design the mechanics of a game.'],1
i have taken a sci class before and the first couple of ones didnt work out so well but the latest one i took was great so im here to try it again.,0,['Im here to get a better understanding on cell biology and to practice what i have learned in class into more depth.'],0
im here to practice my skills and learn how to share my ideas in a group setting.,0,"['Ideally, I am here to graduate and pursue a career in the science field. I feel like I want to grow as a college student add to my current understanding of chemistry. I am here to be a productive individual and add to my learning experience at San Francisco State University. Overall, Im here to focus on my future and have a positive influence on society.']",0
"taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual.",1,"['To grow, to feel, to care, be apart of something that is far bigger than myself.', 'I just hope I can pull it off.']",1
my interest is pretty okay with science of how things work around me to an intend.,0,['I am here because I wanted to expand my knowledge of physics after already taking a physics class in a pervious semester.'],0
i am here to get a bachelor's degree in computer science.,1,"[""I am here to get a bachelor's degree in Computer Science.""]",1
i learn in order to gain more knowledge because thats how you get far in life.,0,"['I want to learn so that I can have a career I enjoy and help others who need it. Im here to make mistakes and learn from them so that I can grow as a person and become better not only for myself but for others as well. Although mistakes can be seen as a bad thing, I hope I make many so that I can grow from my own mistakes and experiences and help others along the way who may make the same mistakes or need help. When i become a nurse, Id like to help thousands and thousands of people who need the aid.']",0
ive seen many former mill workers struggling to make it because they lack a degree.,0,"['Second, I see this as an opportunity to make myself marketable for my entire working career. Third, I want to be able to make a difference in the world.']",0
"but i am doing everything on time and getting there, so i trust myself more.",0,"['I am here as a biomajor because I believe that just like anyone of us in this classroom, we are all able to become scientists. I still get really hard on myself each time I slip up, but I hope I can be more of a best friend to myself in some way.']",0
"issues such as, getting my guitar pick stuck out of the body of my guitar using the law of conservation of momentum.",0,"['I am here to study physics to better understand the dynamic physical relationships and physicals laws that govern how we experience our world. I plan to use this knowledge so that I may excel in solving geologic problems in my career, and positively impact the world.']",0
i will try my hardest to be the best i can be while im here.,0,"['I am a student in university for a reason, that reason being to be able to succeed in my future career and lifestyle. I will definitely fulfill my schooling requirements so hopefully I can be the best I can be in my career. I want to be in the medical field for animal care, and that is also for a good reason.']",0
im here to get my degree in biochemistry but i also make sure i dont lose myself as an individual through the process.,0,['Im here to get my degree in biochemistry but I also make sure I dont lose myself as an individual through the process.'],1
i would be the first person to graduate from college so it will mean a lot to them when i do graduate.,1,['Another reason I am here is to one day hopefully graduate and make my parents proud.'],1
i value kindness and happiness.,0,['I am here to finish college and be the first person in my family to have a degree.'],0
"set at an unspecified date in earth's future, the novel presents imperiled humankind after two conflicts with theformics, aninsectoidalien speciesthey dub the ""buggers"".",0,"['Taking this class is not my choice, in fact, it is a barrier standing in my way of passing all of my classes with all As.']",0
"growing up, my parents always told me that college was not a choice but a requirement.",1,['Today I am here to learn. I am also here to continue my education and get a degree eventually.'],1
the second reason why i am here at sfsu is because of my parents.,0,"['For me personally, I am here to learn more about STEM so I can gain the tools to equip me for medical school']",0
i'm here in san fransisco stae university and going through the tedious hours in school in a chance to get a bachelor science degree in mechanical engineering.,1,"[""I'm here to learn more about general physics and get a better understanding of how the complex concepts discussed in the lectures in my other class, actually function in real life. I'm here in San Fransisco Stae university and going through the tedious hours in school in a chance to get a bachelor science degree in mechanical engineering. And use it to become a professional mechanical engineer.""]",1
"who knows.i have no idea what else to write, but i'm hoping csrelated jobs outside of major cities are abundant, because i'm trying to head out of cali.",0,"['I want to get an A in this class so I have a foundation while job searching, so that I hopefully can beat the crippling dread that job searching, and thinking of the future in general, can be (for me, at least).I hope the research goes well and that everything works out.']",0
i know that as a child i never thought of education and a career for someone who is undocumented.,0,"['I am here because I want to better myself my family, not only financially but in health.']",0
"i know i'll need side projects as a computer science major, but i feel like acing this class would just...",0,"['I want to get an A in this class so I have a foundation while job searching, so that I hopefully can beat the crippling dread that job searching, and thinking of the future in general, can be (for me, at least).I hope the research goes well and that everything works out.']",0
the premed route sounds really scary but i believe in myself and that i will get there to pursue my goals and fulfill my purpose.,0,['My goals in life are to become an obgyn and open my own clinic. I want to provide people with healthcare that will leave them feeling safe and informed. I want to be the solution. The premed route sounds really scary but I believe in myself and that I will get there to pursue my goals and fulfill my purpose.'],1
"at least not that i've seen.part of the answer has some basis in how i came to be on this earth, i think.",0,"['a degree, towards eventually (hopefully, maybe) a doctorate.']",0
taking this class because i need to meet sfsu kin major requirement and also my dpt program requirements.,0,"[""Today, I'm here as a fourth year senior trying to graduate on spring.""]",0
its important to me that the next generation realizes that careers have no gender and just because youre not a prodigy doesnt mean you cant pursue science!,1,"['I want to go into a STEM field, computer science specifically, because technology interests me.']",1
i took physics during the summer and i learned a lot in the little bit of time i had.,0,['I am here because I want to learn more about science and have it help me throughout the career choice that I have chosen. I want to become a doctor which requires a lot of science classes. I also want to graduate early and take as many classes as I can to be able to reach my goal. I am also here because I want to continue learning and gain more knowledge that not many people are able to gain.'],0
"i hope to become of some profession in the medical field, but im not entirely sure of what i want to be yet, i have most interest in being a dermatologist.",1,"[""I hope that in taking this class I will be able to understand the material I may be too timid to ask about in the classroom. I'm Somewhat confident in my skills in Mathematics currently, but I hope that by the end of the semester I will gain more confidence and not be afraid to ask questions and make errors. The reason why I am taking Math 227 in general is because of completing the requirements for my major and hopefully one day in the future, be accepted into a medical school. I hope to become of some profession in the medical field, but Im not entirely sure of what I want to be yet, I have most interest in being a dermatologist. This is the last math class I will have to take to fulfill my degree requirements, but I hope to gain a better understanding of the material as it may help me at some point later in life.""]",1
i want to succeed and do well in school so i could go far in life.,1,['I want to succeed and do well in school so I could go far in life'],1
i am here because i want to further my education.,1,['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset.'],1
"although this class is only 1 unit, it helps me reach to my requirement.",0,"['I am here to learn what physics is all about. I hope that by the end of this semester, I will be able to absorbs most of the knowledge from the labs and lectures and the apply those knowledge in real life scenarios.']",0
im also here to see if i enjoy being a stem major or if im just in my major because i think it will give me a lot of skills that i can use to go and get a well paying job.,0,['I hope to aquire some learning skills that i can use in my life and studies as i finish school at san francisco state university. Hopefully finishing the course will allow me to be more open in science courses and be excited to learn some new things.'],0
"as the oldest of 3 siblings, i want to be a role model and set a good example for my siblings.",1,"[""I want to help my community while I'm here and become a better version of me.""]",1
"planet?, i don't know but i feel like everyone serves a purpose for there existence and one day even i will know the purpose i am here and what is my purpose of existence.",0,"['For now i will say i am here to live a happy and fun life. A life full of mistakes and lessons to learn form the mistakes, fall a nd get back up, wake up with a smile and end the day satisfied with how i spent it, i want to be here and not be worried about unnecessary things like bad vibes. i just want be here and be joyful.']",0
all of the choices ive made is bringing me to a higher purpose that i know is waiting for me at the end.,0,['I believe I am here to make a difference in our world.'],0
"generally, i'm here in college because i would need to get a degree in order to be a chiropractor.",0,"[""Generally, I'm here in college because I would need to get a degree in order to be a chiropractor. Im currently a PreKinesiology major, and I hope to get into the Kinesiology program. Taking this Physics class would help me get one step closer to being a good candidate for the Kinesiology program.""]",1
"this is a super quick overview of why i want to get into the stem field, engineering in particular.",1,"['The first is that I want to develop a better understanding of the world and use that knowledge to create things. The second reason is that it is really interesting and useful to know a lot of the stuff that you would learn when getting a STEM degree. This is a super quick overview of why i want to get into the STEM field, engineering in particular.']",1
"however, the decision to go to college was completely up to us.",0,['I knew I wanted to go to college since I was in kindergartenwhen I realized that my dream career was to become a veterinarian.'],0
i aslo really enjoy biology and it is really fascinating to me.,0,"['I really hope that this Sci class can help me do well in chemistry this semester and the others to follow.', 'So as a result I think its really important for me to understand and do well in chemistry, not just for my major and to get a degree, but to apply it to my future careerhopefully in the medical field.']",0
"specifically, i try to help those who cannot help themselves.",0,['I plan to enter a field of environmental sciences and zoology once I graduate.'],0
i'm not particularly good at math or science and with are my two biggest weaknesses.,0,"[""I'm just trying to finish this degrees and this is the last science related course I'll ever have to take before I'm free.""]",0
i know my father didnt get the opportunity to do so and now i want to be the one to help as much people as i can.,0,"['I am here because I want to further my education. I want to be able to continue my passion for learning because I think that it is amazing to have a growth mindset. . I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",1
"once i graduate i can go to grad school and start ""it all over again."" after i finish my grad school i can finally actually start my life.",0,['I am here to get a passing grade in order to complete my required units for the mathematical field of my degree. Something ive been wanting to do for a long time and that is go to work and helping animals out as a Veterinarian.'],1
"in a lot of ways, i guess, my intentions for wanting to become a surgeon are a little selfish.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",1
i am here because my dream is to be a doctor i know that to be one required many years of school.,0,['I came to school to learn different idea and skill that could help me with the next step of my life.'],1
"however, if you were to ask me why i am in this particular physics course, the honest is reason is that because it is required for me to take if i want to earn my degree in biology.",0,"['I am currently at San Francisco State University to further my education and pursue what I want to do in my adult career which is Biology. However, If you were to ask me why I am in this particular physics course, the honest is reason is that because it is required for me to take if I want to earn my degree in Biology.']",1
i feel like i have to have this big purpose in my life already figured out.,0,"[""I want to get a degree in Biology emphasizing in Marine Biology. I am here in this class also to learn more about Physics because to be honest I feel like I know very little about Physics. I hopefully will figure out more of my purpose at SF State the longer I'm here.""]",0
i am hoping to become confident in my ability to learn and relate physics to the real world and to things i encounter in my working life.,0,['If being an engineer is my goal then learning the skills an engineer needs is what I must do. I am hoping to become confident in my ability to learn and relate physics to the real world and to things I encounter in my working life.'],1
"it seems very relevant to many real life problems and basically explains why everything moves or how it works, which i didn't realize before.",0,"[""I am also enrolled in this course to expand my knowledge in physics since I've never taken it before(not in high school).""]",0
"i am student name, and i am an international student from india.",0,"['In this class I wish to experiment on cool stuff which can make me better understand the classroom physics. I wish to get good grades out of this class and maintain my GPA.', 'I hope this semester will be exciting as previous semesters here at SFSU.']",0
i want to transfer to ucsf or the university of washington as my graduate school.,1,"['The reason why I am here (PHYS 122) is that I want to learn or understand the topics of physics.After attending the San Francisco State University, I will transfer to Medical School because I want to become a dermatologist. I want to transfer to UCSF or the University of Washington as my graduate school. I want to study hard, get a good grade, and get in the Medical School that I want to get in. However, most importantly, I want to understand the topics and use them in real life. In this class, I want to improve my teamwork skills and communication skill. I want to be a better person than yesterdays self and improve every day. I want to be a good person, a good student, a good daughter, and a good future doctor.']",1
i am here to learn more about physics and more about the way it plays a role in our daily lives.,0,"['I am required to take this class for my major but also to reach my goals such as attending med school. I am here to learn more about physics and more about the way it plays a role in our daily lives. I am here to learn how things in this world work and how everything functions, who figured certain aspects in forces, mechanics, etc out. I am here to learn how gravity plays a role in our lives, our bodies, and in space. I am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor. I want to help others get better, have hope that they can overcome a disease such as cancer, and try to give children their lives. A big goal but it is also what motivates me to continue my daily routine.']",1
for instance; invention of generator due to electromagnetic induction; development of chips that are used in computer has drastically changed the world.,0,['I am here to know about scientific experiments and technical methods to know about electricity and magnetism.'],0
i mean i dont really know why i am here.,0,"['I would like to think that I am here, because I have some purpose in life. From a young age, I have believed my life purpose is to help save and rescue animals in need. I still believe this could be my purpose in life, as I am a Zoology major and making steps to progress this path. Lastly, I think I am here to influence others. So I am here for my own individual pursuits, and to shape the lives and pursuits of those around me.']",0
i am glad i am taking this course because i think it will help me with my future career in environmental science.,0,['I am glad I am taking this course because I think it will help me with my future career in environmental science.'],1
the way i interpret the question is either as a philosophical question or asking why i am actually in the class.,0,"['This means that I cannot waste my life and have to live my life to the fullest, whether that be doing something that I love for the rest of my life or just experiencing new things and having fun in general.']",0
"well to start, i am majoring in computer engineering so this is one of many classes that are on my roadmap so i can keep advancing into other computer engineering classes.",0,['The reason why I want to become a computer engineer is so I can program games to make kids happy and to make my parents and myself financially stable.'],1
"i am here at sf state because it is on the path to a future career, in order to become an anesthesiologist i must first get my degree and then go to medical school in order to be able to help people in their time of need.",1,"['Because I want to be successful, I want to make my parents proud and most importantly I want to reach my full potential and make myself proud. I am here at SF State because it is on the path to a future career, in order to become an anesthesiologist I must first get my degree and then go to medical school in order to be able to help people in their time of need. I have always been a helper and this will be my way of helping others, giving back to my community, all while helping myself and doing something that I love that is why I am here.']",1
"now that i am in this course, i am happy to attend a class that helps me understand the concepts of psychics.",0,['attend medical college after attaining my bachelors degree and they have made Physics a requirement.'],0
i love lab work and am very intrigued by the work of a pathologist.,0,"['I am here because I want to further my education. I hope to get my Bachelors Degree in biochemistry and hopefully get into medical school. In medical school, I would study pathology to eventually become a pathologist. Working amongst scientists to find the causes and cures of diseases is my main career goal and I would love to have a job in which I would look forward to going to everyday.']",0
"after attending both of the physics classes, i started to think it might not be as boring as i thought itd be.",0,"['Now Im thinking that I am here because I just want to learn more about the subject and how I can apply this to real life, as well as my major.']",0
i am here because i want to get a degree.,1,['I am here because I want to get a degree.'],1
"although i am not the best physicist, i know these topics of motion can really help me in the future graduate courses as well as in the profession.",1,"['I am here in Physics 112 in order to get the prerequisites for my goal of becoming a physical therapist. Although I had graduated from SFSU in Spring 2019, I came back in order to get these prerequisites for grad school to become a physical therapist. I am also here because learning is a hobby and being able to move myself forward in life while learning new skills and information makes school very enjoyable for myself.']",1
"i want to be able to make my parents, family, and friends happy because of what i can do and show them that i can do it.",0,"[""I think I am here as of right now because I want to be able to do well in the present and in the future. I want to be able to help my family, be able to graduate, find a good job in the future, etc. Hopefully, with these mistakes that I made, I will be able to grow and improve. Though I can't really predict my future, I hope I'll be able to make people happy and find a career in the medical field since I'm still unsure now.""]",0
"kelsey hauf reflective journaling 1""why am i here?"" i am here in this class because it is a requirement in order for me to get into the next physics class and any other class where this is a prerequisite.",0,"[""I'm here at this school so I may graduate with a degree that will help me receive a job in the future. I'm here hoping that i will be able to learn something new.""]",0
my goal is just to pass this course.,0,['My goal is just to pass this course. I do not necessarily care about the grade I get as long as I pass.'],0
"even though physics is only a prerequisite to my computer science classes, i do feel like physics is an important concept to learn in order to know how our world works, and because of this it is important for me to take this class, as well as my others, seriously.",0,"['I am here because I wish to pursue my education and learn more about computer technology and engineering.', 'My goal in SFSU is to study hard in all of my classes, expand my knowledge as much as possible, and get a better understanding of the concepts of math and physics.']",0
"i'm not super soaked about my current science classes, so i'm going to change my major to something i enjoy while getting my prerequisites met.",0,"['get my bachelors in Biochemistry', 'pursue medicine']",0
"because these are all lower division classes, i am holding myself to a higher standard and i want to increase my knowledge.",1,"['Frankly, I am here because I need help in this class and I want to be successful in my classes. Because these are all lower division classes, I am holding myself to a higher standard and I want to increase my knowledge. Im in SCI because I need the tools to help me graduate and do my very best. I am here because I want to do well and move on into my career path with confidence.']",1
"one day when i am not on this earth anymore, i want people to remember me for something i did in my life that inspired them.",0,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful obgyn one day.'],0
"taking physics at sfsu is a requirement, but more importantly i am here to help better apply the concepts i learn in this class to my higher education and use this as a stepping stone to other areas of study i will come across.",1,"['Taking physics at SFSU is a requirement, but more importantly I am here to help better apply the concepts I learn in this class to my higher education and use this as a stepping stone to other areas of study I will come across. I am also here to help open doors for myself in the future and reach greater opportunities. I want to make new connections in my brain while also building a foundation of necessary education for myself.']",1
"for this reason, i plan to take all the prerequisites for med school.",0,['Im here at SFSU because I want to get my bachelors in Child and Adolescent Development. I plan to pursue higher education and get into the medical field.'],1
"it applies to just about everything in my daily life, especially subjects like math and science.",0,"['I have hopes of getting into a career in healthcare. Secondary, I am here to learn.']",0
i want to go to med school and become a doctor.,1,"['I want to be a part of the discovery of new things, especially in the med field. I want to learn everything about it and how it functions, so I can spread my knowledge to others.']",1
most jobs require a specific college degree in order for them to hire you to work for them.,0,['The reason why I am literally in this college is because I want to earn my degree so I could get a better job.'],0
this meant i have to pass calculus 2.,0,"['The reason that I am here is to further my understanding of the concepts in Calculus 2. Fast forward 6 years later, having obtained many certificates and my commercial pilots license, I decided to finish my mechanical engineering degree.']",0
"i am in physics 101102 to learn about physics, and how the natural world around me works.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0
i am passionate about this because i want to become a pediatric surgeon or doctor.,1,"['I am her so that i can gradute with a bachelors in Biology and hopefully get into medical school. I am passionate about this because i want to become a pediatric surgeon or doctor. The reason for my interest in the medical field is as a pediatric doctor or surgeon, is because i love working with children and i would love to give them a second chance at life and just put a smile on their faces by making them feel better. This is the reason why i am here so that i can acheive my goals and what i am passionate about.']",1
i am here to create.,1,"['I am here to create. With an education in computer science and a long cultivated skill in narrative capability, I am in a better position to create than ever before. Its another tool in my belt, and a pillar of stability. I want to create phenomena of all sorts that provoke thought and challenge the very way people perceive the world around them.', 'I would love to be among those who challenge people to think truly on their own.']",1
"i am majoring in environmental science, i choose this major because of my love for nature and this planet that we live on.",0,"['I want to learn more about this beautiful planet and how it works. We as humans have been treating it bad in the past years and I would want to have a career in something to which I am able to give back to earth and help heal it. Although I know just me as 1 person I cannot do much, but I hope to achieve something in which generations after me could continue doing and we hopefully help heal earth one step at a time. I would also love working as a park ranger and protect our national parks which sometimes get disturbed by us humans by leaving trash, not being cautious with fires and more. I would love to retire when I am older as a park ranger and live in a national forest.']",0
"when i graduated with my high school and college diploma, it has really gave me a boost in my education because this helps me get a step closer to my goal which is becoming a pediatrician.",0,"['When I graduated with my high school and college diploma, it has really gave me a boost in my education because this helps me get a step closer to my goal which is becoming a pediatrician. My purpose is to better my education and get the knowledge that I need to help me get through life. I am also here to learn about physics. I am here because I have always wanted to see what physics was about.']",1
"this is all for them, and i hope to continue making them proud and give them everything and more.",0,"['I am here for myself, as I knew I wanted to be that example I never had.']",0
"but who knows, i cant see the future, and simply rambling to take up pace in this text box.",0,"['So long story short, I join this class in order to one day help design and build the first affortable submarine car.']",0
and it was the same reason i am now taking an astronomy lab class.,0,"['I hope to get more out of this class, not for my career but for myself to know more of, for fun.']",0
i believe i am here in order to figure out what i want to do with my life.,1,"[""As of right now I am following the majority of people in my major in becoming a physical therapist. I don't know if I want to be a physical therapist or not, its just one of the most successful careers to pursue in my major. To a certain extent, I believe that, however; the experience of getting an education and seeing how far you can progress in life is the reason why I am here. Looking to better myself in every way I can, this is the reason why I am here.""]",1
"we find the laws from the chaos of nature, use the laws, and then explain all phenomena of nature.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0
i once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so i believe that after this course i will be well equipped for the rest of my major classes.,0,['I was not planning on being a Biology major from the start so I never thought I would be taking physics again but I am excited to tackle this course and learn more about physics. I am planning on going into the medical field so I know physics will benefit me in the future.'],0
"secondly, i am here at sfsu because i wanted to get away from home to learn how to be on my own.",0,['I am a PreBiochemistry major and hope I can refresh my math for my Calculus class because I have not been in a Math class since Fall 2018. I want to be an OBGYN.'],0
"putting this all together, i am here because i thought sci would be a great way to help me fully understand physics.",0,"['I wanted to fully understand the material as opposed to just completing the material', 'to help me fully understand Physics.']",0
"to answer this question, why am i here? i chose to be in this class because it is a requirement to fulfill in order for me to obtain my cell and molecular biology bachelors degree.",1,['I chose to be in this class because it is a requirement to fulfill in order for me to obtain my Cell and Molecular Biology bachelors degree.'],0
"i decided to attend san francisco state university for this major because the major was not impacted, it is an easy commute from home, i like the city of san francisco in general with its historical places and famous pier 39, and sfsu is where my brother attended and he graduated from this institution quite quickly.",1,['I decided to major in Biology because I really want to be a medical doctor one day.'],0
"honestly, im not too sure.",0,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree.']",0
i know that i still have years until i finish my life academically but i know that i want to do everything to help my community.,0,['The only way that Im able to create a better future for my community is by getting a PhD and create data dedicated in my community and create policy targeted towards my community. I want to create change and its all about finding ways to make those changes.'],0
i guess i cannot answer this question because i have been very doubtful lately and do not know where i am headed in the future.,0,['I am in college because I want to gain more education and provide for my family in the future.'],0
i really do hope to get a lot out of this class despite the circumstances.,0,"[""Apart from this being a required course for my biology major, I guess I would have to say I'm here so that I can continue to pursue my goal of being in the medical field in the near future. I'm currently on track to pursue a veterinarian career with a concentration in zoology within my biology major, however, I'm keeping my options open. I really do hope to get a lot out of this class despite the circumstances.""]",0
i wish to help those with disabilities feel that they too have a purpose and their disability is nothing to be ashamed of.,0,['While I am helping the plant with my small contributions I am also studying to become a therapist with my psychology major. I wish to help those with disabilities feel that they too have a purpose and their disability is nothing to be ashamed of.'],0
gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future.,0,"['I am here because I wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people I meet along the way.']",0
"i'm here in sci 121 because i need help with physics 121 and its lab class phys 122, which focus on electricity like electric fields, electric potential, voltage, current, batteries and magnetism.",0,"[""Meanwhile, I'm here in SFSU because I want to graduate with a Biology degree with an interest in Physiology (I'm a senior but I may need one extra year), and Phys 121 and 121 are my last lowerdivision prerequisites I need to fulfill so I can unlock more higherdivision classes.""]",0
it is not my time to die yet.,0,['I do not want to fail.'],0
the reason i desire to go to medical school is because i feel that it is what i meant to do.,1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",1
"she got her degree from university of california, berkeley.",0,"['I am pursuing my Civil Engineering and starting out after college will be at least 60,000 which is really high compared to what I am used to now.']",0
it's like this fear i have about failing classes after i failed like two classes.,0,"[""I'm here because I'm afraid of failing physics and I'm hoping this class will help me succeed in passing it.""]",0
