sentence,label,phrase,updated_label,reasoning
why am i here on this earth?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here at san fransisco state?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here taking a physics class?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"honestly, im not really sure what a definitive answer would be to most of those questions.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
im still iffy on what i want to be when i grow up. ive always been interested in helping people but just not sure how to do it.,1,['Ive always been interested in helping people but just not sure how to do it.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
"when i was first deciding on which university to transfer to, i chose sf state because they gave me the option to graduate early as a sociology major.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
but what was i really going to do with all that saved time?,0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"honestly, the only question i do know the answer to is why im taking a physics class it's a prerequisite for medical school, pa school, dental school, you name it.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i know i want to do something in healthcare, i'm just unsure which path i want to go down but it's always safe to cover all my bases.",0,['Ive always been interested in helping people but just not sure how to do it.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"""why am i here?"" i saw this question as why am i in school.",0,"[""I'm passionate about the field and I want to use the opportunity to help those that are less fortunate and at the same time, help support my family.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i'm here because i want to go to graduate school.,0,"[""I'm passionate about the field and I want to use the opportunity to help those that are less fortunate and at the same time, help support my family.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"in order to become a physical therapist, i need to take specific perquisites before i can apply and this class is one of those prerequisites.",0,"[""I'm passionate about the field and I want to use the opportunity to help those that are less fortunate and at the same time, help support my family.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i'm passionate about the field and i want to use the opportunity to help those that are less fortunate and at the same time, help support my family.",1,"[""I'm passionate about the field and I want to use the opportunity to help those that are less fortunate and at the same time, help support my family.""]",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i am here at sfsu because i am going to school to earn a degree so that i can be successful in my future.,0,['I am here so that I can help make a difference and help others in any and every way that I can.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here because my parents wanted me to stay close since i grew up in sf and so they didn't want me going across the country to go to school.,0,['I am here so that I can help make a difference and help others in any and every way that I can.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am also here because my older brother goes here so i felt like my parents wanted me to follow in his footsteps, so i just chose the closest school around me.",0,['I am here so that I can help make a difference and help others in any and every way that I can.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here so that i can help make a difference and help others in any and every way that i can.,1,['I am here so that I can help make a difference and help others in any and every way that I can.'],1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
"by being given this opportunity to go to school, my goal is to be the best person i can be.",0,['I am here so that I can help make a difference and help others in any and every way that I can.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i mean like ?????,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
how does anyone ever know for sure?,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"isn't the purpose of life, just to live it?",0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i feel like purpose could change during different stages of live.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"right now, i am here to grow.",0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here to learn not just academically but in all aspects of my life.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am learning about myself and my values, priorities, dreams, strengths, and weaknesses and taking all that info and experience to grow from it and do better.",0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them.",1,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
there have been people who did not have the best intentions that still have influenced my life enough to make me want to progress or make me realize that there is cause for change.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i hope my existence affects others in a good way.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i strive for that.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here to get where ever i feel like going.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"right now, i feel that place is a spacious apartment where i have a dog and a career somewhere with four seasons and lots of greenery and i am happy and stable and healthy.",0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here to see things through i guess.,0,"['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here because i want to be.,0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"its specially difficult to affirm oneself during this period we are experiencing because of the whole virus situation, but the one thing that i have learned from learning in this new format is how important resilience is.",0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"learning in this new format is difficult as to me personally, and i think a lot of people agree with this, which is that having that in person experience and hands on experience with learning is needed to further improve your own learning.",0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"resilience has stuck out to me especially with the way people are approaching this new learning format, especially the professors.",0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i dont know if its only here in the bay area that we just have really good experiences when it comes to learning with the american education system, but i know i am grateful with the opportunities the professors are able to offer during this hard period.",0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"seeing the resilience of others motivates me to keep doing what i am doing, and in doing so i learned how important it is to approach any situation with some type of optimism.",1,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
"to sum this up, i want to reaffirm myself and say i am here because i want to be.",0,"['Seeing the resilience of others motivates me to keep doing what I am doing, and in doing so I learned how important it is to approach any situation with some type of optimism.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"why am i here? there are multiple reasons as to why i am here, and i cant just say one while disregarding the others.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"of course, an important reason as to why i am here is because of everything my parents have done for me from all the guidance, sacrifices, affection, time, and so on that theyve given me till now.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"the same could be said for everyone else who has contributed to me, whether it was for my emotional health well being, physical health, a good laugh, time that was specifically for me, food, etc.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"but i think the main important reason as to why i am here is to not only make the troubles and contributions that were done for my sake to not be wasted, but to really find out if the path that im set on now is my purpose.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"also, my purpose is not consisting of one single thing goal, but its more of a set of things.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
one of these goals is being in a career i enjoy.,0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"anyways, the path im referring to is basically the roadmap of the career im currently interested in, which is being a physician in emergency medicine; in other words, im unsure if i should pursue this career due to financial reasons and time.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i know that i want a career in which ill help people, but im still not completely sure if this is how i want to go about it.",1,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
"in any case, i intend to keep moving forward in this path and to make any necessary changes as the situation seems fit.",0,"['I know that I want a career in which Ill help people, but Im still not completely sure if this is how I want to go about it.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i feel that i am here to really learn.,0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i dont mean just know how to use a concept or memorize it, but i actually mean fully understanding the material being taught to me.",0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"with learning new things, and putting them into practice during assignments, i feel that i will be able to use what i have learned to give back to my community.",1,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i would like to dedicate my time and effort to the best of my ability to broaden my knowledge of physics.,0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i want to dig deeper to gain a better understanding of how physics appears in almost all activities of our daily lives.,0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"to me, physics is also fascinating because it not only explains the structure of how objects function, but it really also explains things like how the double helix is a double helix and why another structure doesnt exist for dna, how light is reflected and what kinds of visible light are truly seen by the human eye, and so much more.",0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"overall, why im here is not only to fulfill a requirement but truly to broaden my knowledge of physics and how it connects with the world in so many different aspects.",0,"['With learning new things, and putting them into practice during assignments, I feel that I will be able to use what I have learned to give back to my community.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"jackie hernandezseptember 2 2020 why am i here in life, i believe that each of us has a meaningful purpose.",0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
everyones purpose is different.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
no one has the same purpose in life.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"we are here to have an amazing, meaningful life that can be contributed to society.",0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
we are here to love one another and to make discoveries regarding the world.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here to discover the joy of life.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
to create a life for myself in a way that helps contribute a major discovery to the world of science.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"as a biology major, we are here to find new ways to cure diseases and find ways to make the earth more livable in.",0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
there are two major reasons why we are here on this earth.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
first to create a meaningful and wonderful personal life that can be shared with another human.,0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"second, is to create and find discoveries that future populations can use to make more discoveries in this world.",0,"['In life, I believe that each of us has a meaningful purpose. I am here to discover the joy of life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here?,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"this question can have an honest and straightforward answer, which is because this class is a requirement for my degree. therefore, i must complete and pass this class because i need it to receive my diploma.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i also need a certificate to get into dentistry school.,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why do i need a dentistry school?,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"because i always dreamt of becoming a dentist; therefore, this class and all my other classes have a significant impact on my life.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"this phrase reminds me of such purpose, i have learned before in my life that having a goal means everything.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i genuinely believe that without a plan, humans would go mad.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
maybe that is why many people in jail end up committing suicide?,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"because their purpose is no longer there, they have been there for a long time, and they no longer have a purpose.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
does purpose define life?,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"if we pay attention to life, you can see how every person serves a purpose.",0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
that one worker at starbucks who made your coffee this morning might have a sense for obtaining that job.,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
their goal might be to save up money and buy a car or to buy clothes to go out.,0,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"the truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.",1,"['The truth is, if we lose sight of our purpose, we might lose the opportunity to achieve whatever it is that we want to accomplish in life.']",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
i am here for a purpose.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i strongly believe that we are all here for a reason and finding your purpose is what life is.,1,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
many are lost within themselves because they have not found their purpose.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"your purpose doesn't have to be changing the world, it could be something as simple as bringing joy to someone by providing your delicious donuts, simply because you owe or work at a donut shop.",0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
finding meaning to what you do bring enjoyment and clarity to your life because you aren't constantly asking why am i doing this or why am i here.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i got into the mindset of i am here for a purpose and try to find the importance from everything i do in life.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"also i got into the mindset that i am choosing to be there and that is why i am here, in middle school we felt forced to go to school.",0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
college is completely up to you so i don't go into my classes with the mindset of why are we even learning this.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i know i am there because i am choosing to learn and pursue the career i want.,0,['I strongly believe that we are all here for a reason and finding your purpose is what life is.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here because physics is a pre requisite for applying to physical therapy school.,0,['Hopefully through my time here at SFSU I can meet new people and have an overall good experience.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"though i need this class for a prereq, i have enjoyed taking physics in the past and i hope to share this positive experience with this class as well.",0,['Hopefully through my time here at SFSU I can meet new people and have an overall good experience.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i'm also here at sfsu to pursue a career that i really enjoy, i have worked in a physical therapy clinic for the past year and it's something that i really want to do.",0,['Hopefully through my time here at SFSU I can meet new people and have an overall good experience.'],0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
hopefully through my time here at sfsu i can meet new people and have an overall good experience.,1,['Hopefully through my time here at SFSU I can meet new people and have an overall good experience.'],0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
tiffany chang phys 11202 912020 why am i here?,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here because i want to be able to gain a solid education which will eventually get me into the kinesiology program here at san francisco state university.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the knowledge gained from going to sfsu is being able to pursue a career as either a physical therapist or occupational therapists.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i also want to be able to gain the experience as a college student and by doing so, i would need to expand my horizons by connecting with others from different backgrounds and ages.",1,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Disagreement with human label (1).
my goal for myself is being able to gain either a bachelors or masters degree in kinesiology.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"although that is not until 45 years, i want to be able to meet new close friends here at sfsu. i am here taking this class not only because i need it for my prereqs, but i genuinely need and want to learn about physics, although it is quite difficult.",0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i have absolutely no knowledge of physics coming to college since i never took it back in high school but i did take conceptual physics last fall.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"although it wasnt too difficult, i had to put a lot of effort into that course.",0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
this will be the time for me to learn more about what causes some objects to move and solving math problems using physics.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here at sfsu to be able to grow and mature and step out of my comfort zone.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
this will be the time for me to learn many life lessons either the hard way or the easy way.,0,"['I also want to be able to gain the experience as a college student and by doing so, I would need to expand my horizons by connecting with others from different backgrounds and ages.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
the reason why i am here is because it is a class that i must take since i am a science major.,0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i have never taken physics before so i have no background knowledge.,0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i have heard that physics is a hard subject and takes a lot of concentration and time to fully comprehend the world of physics.,0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am very nervous to take this course because i have no knowledge and can get confused easily.,0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
another reason why i am here is because the laboratory section of physics will help me understand a bit more visually about physics.,0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Disagreement with human label (0)."
"i am here because i want to learn physics and be able to say i understand physics. i know that physics is a hard subject and can be very difficult but i need to make sure i ask questions, identify my confusion, and learn from the mistakes.",0,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"also, i am here to hopefully make study groups with students so we can help each other out.",1,"['Also, I am here to hopefully make study groups with students so we can help each other out.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
why am i here?i am here because i want to make a better life for myself.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i am here because for the past 17 years of my career, i've dedicated my literal blood, sweat and tears as a cook and now as a chefowner of a restaurant.",0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i grew tired of working long hours, hurting my body and serving people.",0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
all while not having enough at the end of the day to provide the life i want to my family and myself.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"i started this new journey 1 year ago, and the pandemic as accentuated my satisfaction with the decision i made.",0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i want to be of service but in a different way.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
"the goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.",1,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",1,"The sentence emphasizes social connection, community engagement, or inspiring others, aligning with the Social Plus theme. Agreement with human label (1)."
i am here to provide more time to my family.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i am here because time is the most scarce resource and the most precious thing to give.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i want to create more time and value while i am on this earth.,0,"['The goal is to become a vet and serve my community through animals, whether it be farm or small animal practice.']",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
why am i here?i am here because of my passion for the medical field and my wanting of continuing education.,0,"[""I really want to be able to make a change in people's lives.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
i used to be an emt. i loved that job so much.,0,"[""I really want to be able to make a change in people's lives.""]",0,The sentence lacks strong elements of social connection or community engagement. Agreement with human label (0).
