sentence,label,phrase,updated_label,reason
ever since i was little if have always been fascinated with aircraft and me at first wanted to be a pilot.,0.0,['Unfortunatly my parents steered me away from planes and I steered toward my interests and so this is a middle ground that both I and my family are happy with.'],0.0,
ive been thinking about that a lot these past couple years.,0.0,"['There is a certain pressure put upon many first generation children to thrive for the sake of the family. Ive been thinking about that a lot these past couple years. I wonder how this pressure has affected my development, and in what ways (if any) do I plan to fulfill these generational wishes.']",0.0,
he used to take me to construction sites and that really grabed my attention since i was young.,0.0,['I also like engineering because my father is civil enginner back home. he used to take me to construction sites and that really grabed my attention since i was young.'],0.0,
i went to a private elementary school and high school due to my mom being a civil engineer and being able to provide for my brothers and i. i went to community college after high school because i wanted to help save my mom some money in the long run.,0.0,['The reason why I am here now is because of my mother. She was able to give me everything I needed to in order to continue on my journey. I went to a private Elementary School and High School due to my mom being a Civil Engineer and being able to provide for my brothers and I.'],1.0,Added familial label because family is mentioned in the sentence.
my brother didnt go to college and my parents didnt either as they are immigrants from nicaragua.,0.0,"['', ""My brother didnt go to college and my parents didnt either as they are immigrants from Nicaragua. They were so excited during my orientation, more excited than me. My dad wouldn't let go of the cheap backpacks they gave us with the school logo on it."", '']",1.0,Added familial label because family is mentioned in the sentence.
they give me the love and support to keep going in life.,0.0,['I am here to finish college and be the first person in my family to have a degree.'],0.0,
i am here to give my parents in return everything they ever did for me.,1.0,['I am here to give my parents in return everything they ever did for me.'],1.0,
i heard that the average years it takes to graduate undergrad is 5 years now and i should really stop comparing myself to other people.,0.0,"['', ""I'm here cause my parents brought me here. Which I want to eventually repay them for everything they've done for me. They want me to have a better life than they did in which I appreciate them so much. This is why I want to be able to get a good stable job to be able to support my family since they're getting old."", '']",0.0,
"it was always in my head after k12, boom you go to college and become an ""adult"".",0.0,"['My family is very bug on education, so everyone generally aspires to go to college. I never thought I had an option not too.', ""But why I ended up here at SFSU is because my parents didn't want me moving up to SoCal, and my only choices were school's up here.""]",0.0,
"i also want to have a family in the future and be able to take care and provide for them, so i want to have a good job that will help me become financially stable in the near future.",0.0,"['I believe that I am here to also make my parents proud and most importantly, to make myself proud. I also want to have a family in the future and be able to take care and provide for them, so I want to have a good job that will help me become financially stable in the near future.']",1.0,Added familial label because family is mentioned in the sentence.
"it is not an easy roadmap, with many different chemistry and biology course that i have yet to enroll in.",0.0,"['', 'I am also here for my parents who never got to finish college themselves. I am here to make them proud. To one day use my education to make a bunch of money and repay them everything they have done for me because they deserve it.', '']",0.0,
one of these goals is being in a career i enjoy.,0.0,"['Of course, an important reason as to why I am here is because of everything my parents have done for me from all the guidance, sacrifices, affection, time, and so on that theyve given me till now.']",0.0,
"i am also here because the formula to being successful is getting knowledge to do better, be better and to reinvent.",0.0,"[""I'm here because my parents came here during the vietnam war for a better life. She made a lot of sacrifices for me to be here. I guess you can say the same for my fathers sacrifices I am to be here as well."", 'I am here because I saw my mother struggle to feed my 7 siblings I.']",0.0,
without their help i would not be at san francisco state university or in my physics 112 class.,0.0,"['', 'I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I want to be able to show them that I can make it and maybe help them out in the future because theyve helped me so much.', 'Being here in college and in physics is extremely important to me because without being here I wouldnt be able to purse and execute my goals or make my family proud, being here makes me who I am.']",0.0,
i am here because i am working hard to make something of myself.,0.0,"['I wouldnt be here if it wasnt for my parents constant support financially, physically, and mentally. I am grateful for everything they have done and will do to get me where I need to be.']",0.0,
"i often ask myself this question, ""why am i here?"" and i start to think about all i have done to be here, how far i have come.",0.0,"['I want to make myself proud and my family. My parents are my motivators, they work so hard to give me everything they can and I want all their efforts to be worth it.']",0.0,
i would like to go on my major till i get a computer science degree.,0.0,"['First at all, I want to be photographer, but my parent did agree when I was discussing with them.']",0.0,
i knew i wanted to become a veterinarian thus beginning my upper level education is a huge achievement to me and im happy it makes my parents proud as well.,0.0,['My parents immigrated to U.S. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.'],1.0,Added familial label because family is mentioned in the sentence.
i want to be able to follow in her steps and to make my family and her proud.,0.0,['My aunt is someone I look up to since she is a radiologist at the Stanford Medical Center in Palo Alto. I want to be able to follow in her steps and to make my family and her proud. Shes someone who highly supports me getting a college education and she is one of the reasons I continue to push myself even when things get difficult.'],1.0,Added familial label because family is mentioned in the sentence.
learn something too.,0.0,"[""I am also here so that my family sacrifices to put me through school aren't in vain.""]",0.0,
becoming a doctor is something ive always dreamt of and this and being here right now is a path for me to get there one day and be successful.,0.0,['Im here because my parents didnt bring me here for for me not to take advantages of all the opportunities that I have here'],0.0,
i am here because my parents want me to finish college.,1.0,['I am here because my parents want me to finish college.'],1.0,
i am also here in this class because i need to fulfill my ge requirement.,0.0,"['Also, I chose to go to SF State because I have family that lives in the nearby area of Daly City. So, I always feel the presence of being at home and someone to be there for me while I am away at school.']",0.0,
"also, i chose to go to sf state because i have family that lives in the nearby area of daly city.",0.0,"['Also, I chose to go to SF State because I have family that lives in the nearby area of Daly City. So, I always feel the presence of being at home and someone to be there for me while I am away at school.']",1.0,Added familial label because family is mentioned in the sentence.
i am here because i care about my education and supporting my family back home.,1.0,"['I am here because I care about my education and supporting my family back home. I hope that being here, studying hard, going to school, will allow my to someday provide better care for my mother and father as well as others who struggle with mental illness.']",1.0,
"they want a gift or a blessing or just help and i think for my family and specifically, my mom that is me.",0.0,"[""If I had to guess why I'm here it would be because my mom needed me to be here. I don't think she might have known it at the time when she had me, but I've been the most consistently there for her as long as I could be, I think that's why I'm here to make sure that she has everything that she needs and so she always has someone on her side. And now, as my mom gets older I look after my sister who really needs me maybe I'm just here to look out for her the whole time.""]",1.0,Added familial label because family is mentioned in the sentence.
im here at sfsu as a transfer student to get my b.s. in biology with a concentration in physiology so that i can apply for medical school or dental school after.,0.0,"[""My parents own a small business and they always help people out when they cant afford it. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0.0,
i started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college.,0.0,"['I am also here for my family; more specifically my parents, but my entire family has been such a solid support system for me that I need to do this for them too. My parents have never forced me to do anything I didnt want to do, but always supported the career choices or academic choices I decided on.']",0.0,
the main reason i want to go into the stem field is because it is really interesting and very useful in our day to day life.,0.0,"['My mother always made myself very interested in this major because she is a Civil Engineer as well. She got her degree from University of California, Berkeley. She also showed me around her job site a bit which was very cool to see at a young age.']",0.0,
i love to learn about science and why things in the world around us behave the way they do.,0.0,['I am also here because I want to be the first in my family to attend and graduate from college.'],0.0,
the reason i came to sf state is because i wante to be in a new environment away from where i'm from (la).,0.0,['I knew this step was going to be an important step in my life because I was the first in my family to go to college and especially away'],0.0,
i came here to pursue my goals of becoming a doctor of some sort.,0.0,['I chose to go to college to not only fulfill my dreams but my parents dream as well. All they did was sacrifice everything to have better opportunities for their children. I could not let that sacrifice be for nothing.'],0.0,
"and even though it hasn't been easy, it definitely has been worth it.",0.0,"['I want to make myself proud and my family. My parents are my motivators, they work so hard to give me everything they can and I want all their efforts to be worth it.']",0.0,
my sleep is pretty wack.,0.0,"[""I have a expectation to do better than my sister since my parents consider her not the best per say. But I dont know if I'll live up to it.""]",0.0,
"my first step to getting there is obtaining my undergraduate degree, which requires for me to past this physics 122 course.",0.0,['It was hard but my parents always prioritized school first for my sister and me.'],0.0,
"i'm the first one in my family to go to college and even though it's taken me longer than i had hoped, i'm almost there.",1.0,"[""I'm the first one in my family to go to college""]",1.0,
when asked the question of why i am here i think about my parents and their experience and message to me.,0.0,['I see why they want me to go to school and I want to make them proud'],1.0,Added familial label because family is mentioned in the sentence.
i wanted to study science and physics was part of my requirements so that specifically why i am in this class.,0.0,"['A lot of what my family taught us throughout the years has always been through education and knowing that, thats what our biggest goal was.']",0.0,
"i can honestly say this is one of the hardest classes ive taken so far, since i had trouble understanding since day one lecture.",0.0,"['In conclusion, that is why Im here, to work with sonography and to make my family and even myself proud.']",0.0,
"i am here because i want to pursue a career that i enjoy doing, i may not know at the moment but that's what college is for, to figure myself out a bit more.",0.0,"[""I am also here for my parents who had made a lot of sacrifices to get my siblings and I where we are at right now. I want to be the first to graduate from college to make those sacrifices worth it but also to provide a good example to my siblings since I'm the oldest. I want to do what makes me happy while making my parents proud and I would like to give them back for all those years that weren't easy and to show them how much I appreciate them for everything.""]",1.0,Added familial label because family is mentioned in the sentence.
i am here to set a good example for my siblings because i love them and i want the best for them.,1.0,"[""I want to my parents to be proud of me and know that their sacrifices didn't go to waste. I am here to set a good example for my siblings because I love them and I want the best for them. I want a better future for myself.""]",1.0,
"when i was young, i was really into the car because my parents worked for ford automotive, and my father especially loves cars.",1.0,"['When I was young, I was really into the car because my parents worked for Ford Automotive, and my father especially loves cars. I was inspired from him']",1.0,
my parents always enforced me to go to school to have a better future because they always remind me that they are immigrants and they did not have the same opportunities that i do in this country so i have to take advantage of that.,1.0,"[""I'm here for myself and most importantly my parents. My parents always enforced me to go to school to have a better future because they always remind me that they are immigrants and they did not have the same opportunities that I do in this country so I have to take advantage of that.""]",1.0,
i want to contribute my knowledge that i've gain since i've been at sf state to those around me and become a role model for my younger cousins back where i'm from.i am also here because i want to gain new perspective from my peers because,1.0,"[""become a role model for my younger cousins back where I'm from.""]",0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
the list keeps going!,0.0,"['not only accomplish something for myself but to see my family happy', 'I also like being an example for my brother because he thinks dropping out is an option. I like to think that he knows as long as we are in this together, we will make it to the finish line.']",0.0,
currently i am an automotive technician and ive always been into cars because of my father.,1.0,['Currently I am an automotive technician and Ive always been into cars because of my father.'],0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
"she would sleep in all day, sometimes forget english and only german.",0.0,"['I am here because I care about my education and supporting my family back home. I hope that being here, studying hard, going to school, will allow my to someday provide better care for my mother and father as well as others who struggle with mental illness.']",0.0,
i also know that san francisco is a great equal place with great opportunities and i feel like its a place to make yourself.,0.0,['I decided to come to SF State because my sister went here about 8 years ago and she told me what a great school it is.'],0.0,
united states has been my dream to go because of the land of opportunity.,0.0,['Having a degree will have more opportunity such as better job offers in order to support the family needs'],0.0,
my major is prebiology at the moment and my plans for that is to become a doctor.,0.0,"['I am here in order to build a better future for myself, and as well as for my family.']",1.0,Added familial label because family is mentioned in the sentence.
i am here firstly because this class is a prerequisite for my degree in zoology.,0.0,"[""I'm a firstgeneration university student so I'm mostly just grateful for the opportunity to study and see the world through so many different lenses.""]",0.0,
i also want to make a lot of money.,0.0,['I am here because my parents want me to finish college.'],0.0,
zhuowa wuphys 112.0101 september 2020reflective journal 1why am i here?,0.0,"['On a more personal level, I believe I am here to make my parents and family proud, along with being a good example towards my younger siblings. As the oldest in my family and also the first to go to college, I am here to show my parents that their sacrifices are not going to waste.']",0.0,
having a degree will have more opportunity such as better job offers in order to support the family needs.,0.0,['I am here in United States because my father migrated us from Philippines to have a better opportunity and to be able to have a degree that I can have and use my degree where ever I go.'],1.0,Added familial label because family is mentioned in the sentence.
i am here because i want to be successful.,0.0,"['I am here because I want to make my parents proud, and because they want me to be successful.']",0.0,
"all of this has lead me to pursue a degree in mechanical engineering, ultimately leading me to taking this course.",0.0,['In todays society most individuals want to support themselves and their family as well as live as comfortably as they can. For me I want to as well which has lead me to be here as well as pursue education past high school education.'],0.0,
"i was avoiding to take this class because even the name of ""physics"" is scary for me.",0.0,['The reason I want to be a dentist is because my family is oral surgeon and when I graduate everything is going to be ready for me.'],0.0,
without the add code i would have been forced to drop both this lab and lecture because these to classes have to be coenrolled from what i have read.,0.0,"['', 'I am also here for my parents who never got to finish college themselves. I am here to make them proud. To one day use my education to make a bunch of money and repay them everything they have done for me because they deserve it.', '']",0.0,
i study physics is not because how much i like physics and how much i love to study.,0.0,['I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major.'],0.0,
i will be rst generation university graduate.,0.0,"['In general, Im in school because I want to make my parents proud and break the generational cycle. I will be rst generation university graduate. I am also a mother of 2 who I want to set a good example for and that hard work does and will pay o.']",0.0,
all they did was sacrifice everything to have better opportunities for their children.,0.0,['I chose to go to college to not only fulfill my dreams but my parents dream as well. All they did was sacrifice everything to have better opportunities for their children. I could not let that sacrifice be for nothing.'],0.0,
"i am a first generation college student, thus the whole college application process and requirements were new to me.",1.0,['My parents immigrated to U.S. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.'],0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
"i cannot afford to fall behind, especially in my biology classes so i have to take all the precautions necessary to keep that from ever happening.",0.0,"['I am here in order to build a better future for myself, and as well as for my family.']",0.0,
"as a student, i hit rock bottom between 2018 and 2019, but in that time, reassurance from others in the same situations as i was helped me to begin a new resolve and i am slowly beginning to believe that i am capable of learning difficult topics.",0.0,"[""When I was younger, the desire to go into the STEM field was largely influenced by my parents and their dreams after immigrating here from Bangladesh. All throughout K12th grade I knew in my mind that I wanted to do STEM as a way to try to accomplish one of my loving parents' dreams that they sacrificed so much for.I was later diagnosed with ADD, and to me it didn't feel any different knowing what I had or not, I still wanted to accomplish my parents dream no matter what it took.I genuinely want to become a great mechanical engineer for myself, not for my parents, and I want to become a person who can solve problems no matter how challenging, but I have to first overcome the challenge of graduating.""]",0.0,
the breaking point for my mother was the death of my grandmother.,0.0,"['I am here because I care about my education and supporting my family back home. I hope that being here, studying hard, going to school, will allow my to someday provide better care for my mother and father as well as others who struggle with mental illness.']",0.0,
"i believe that i am here to also make my parents proud and most importantly, to make myself proud.",0.0,"['I believe that I am here to also make my parents proud and most importantly, to make myself proud. I also want to have a family in the future and be able to take care and provide for them, so I want to have a good job that will help me become financially stable in the near future.']",1.0,Added familial label because family is mentioned in the sentence.
i am here not to become a failure nor end up like many that called inquits after their freshmen year.,0.0,"['Every day, I am encouraged by my family and friends to continue on and remind myself of that I am very close to the finishing line']",0.0,
however as i got older i began to realize that education is very important.,0.0,['I am currently here at SFSU majoring in mechanical engineering because my parents have been providing for me my whole life and I just want to be able to grow up and find a good paying job so I can finally repay my debt to my parents. Basically the only reason I am still pursuing a higher education is because my parents.'],0.0,
i am here because i want to further advance my education and be the first in my family to graduate college.,1.0,['I am here because I want to further advance my education and be the first in my family to graduate college. My family continually inspires me to be a better person and to give back to the community that raised me'],1.0,
another reason why i am here is that i would be the first in my family to be able to go to college and pursue a degree in biology.,1.0,['first in my family to be able to go to college'],1.0,
"i quickly realized that if wanted to do this, i was going to have to return to college.",0.0,['My father taught me many things about construction while I was growing up.'],0.0,
i am here because this room is my sanctuary.,0.0,['I am also attending school because there is an expectation of me to go since I am a first generation. I am here to help make a better life for my parents.'],0.0,
"i want to be that person for them, that doctor i wished i had.",0.0,"[""I am also here to advance my education and make my family proud. I'll be the first in my family to graduate from college and to attend college in general but I want to make them proud.""]",0.0,
i am here because i want to experience adulthood and life on my own.,0.0,"['Most importantly, I am here because I want to understand more about physics because my grandfather was a physics professor and also taught at UC Berkeley']",0.0,
it was really hard to find medical care for him and he often needed it.,0.0,"['', 'The reason I am here is because of my brother marky. He has inspired me to leave and go to college and major in bio so I can fully understand his condition. I do everything for him and I cannot wait to finish and show him I did it.', '']",0.0,
i am here to excel in school and make my parents and myself proud by demonstrating that i am able to obtain a higher education and work at my dream job as a clinical lab scientist.,0.0,['I am here to excel in school and make my parents and myself proud by demonstrating that I am able to obtain a higher education and work at my dream job as a clinical lab scientist. Another reason why I am here is to set an example for my younger brother and teach him how to be a responsible and hard working person.'],1.0,Added familial label because family is mentioned in the sentence.
being able to get a good job in programming and making good money to repay my parents for all the help they have given me growing up is my reason for going into the stem field.,1.0,['Being able to get a good job in programming and making good money to repay my parents for all the help they have given me growing up is my reason for going into the STEM field.'],1.0,
i am here to be able to learn and capture as much knowledge as i can in my path to achieving one of the many goals i have set myself to accomplish.,0.0,"['I have fought and worked so hard for everything that I have obtained in life, and that is the reason why I am here, I am here to make myself proud my parents and show everyone that when you put your mind to something, anything is possible when the sky is your limit.']",0.0,
"learning to self sufficient, and doing things on my own has helped me get to where i am today.",0.0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",0.0,
"surrounding my major, i decided to go to sf state and stay home because it would help me save money and allow for me to think bigger for med school and be able to go away.",0.0,"['A lot of what my family taught us throughout the years has always been through education and knowing that, thats what our biggest goal was.']",0.0,
"personally, i want to be here to see my loved ones succeed in life and make something of themselves.",0.0,"['I would want to grow in my own career and never get lost in it and forget my roots nor family.', ""I want to have children relatively young not older than 25 because my mom was a young mom. I know she'll get to meet my children and maybe even her great grandchildren. I would want that for myself as well."", 'I just want to be here for my loved ones and be able to do what I love and to not have any stress or worry in the world.']",0.0,
i have a drive to do better in a world that constantly belittles my community.,0.0,['That everything I do with my life will not only help my family but everyone in my community.'],0.0,
"most importantly, i am here because of my fiancee, jordan.",0.0,"['I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down.']",0.0,
i am here to set an example for my sisters and other young women in my life.,1.0,['I was born in Mexico and my mom brought me here for a better future so she is who I do it all for.'],0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
i want to help people also live their best lives.,0.0,['I want to be a good role model for my little brother and care for parents in the future.'],0.0,
my parents immigrated to u.s. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.,0.0,['I am a first generation college student'],1.0,Added familial label because family is mentioned in the sentence.
"as a freshman, i contemplated whether or not i should choose a concentration.",0.0,"['I discussed the different pathways with my parents. My sisters, friends, etc.']",0.0,
"i wonder how this pressure has affected my development, and in what ways (if any) do i plan to fulfill these generational wishes.",0.0,"['Looking back, I would say this pressure to succeed for the family is a big part of why I studied STEM in college instead of the regular hobbies I had growing up: literature and music']",0.0,
"when i entered this class i wasnt quite sure what to expect, but ive always had an interest toward astronomy and figured i would enjoy it.",0.0,"['I almost attended a city college after graduating high school but my mom preferred me to attend school elsewhere. Im honestly glad she did, I feel as though Ive gained more confidence and Ive found that I like being independent']",0.0,
"instead, she pushed me to join the robotics team.",0.0,"['I am taking classes at San Francisco State University because my parents both decided to immigrate from their home countries, and happened to meet and fall in love in this city.']",0.0,
"it isn't just due to the fact that they're helping me financially, which of course i am exponentially grateful for, but its more than that.",0.0,"['', 'I am here however not solely by my own merit but my family\'s as well. I am only able to be ""here"" because of them. It sounds clich but it really is the truth. It isn\'t just due to the fact that they\'re helping me financially, which of course I am exponentially grateful for, but its more than that. They taught me the value of hard work and perseverance, that not everything comes easily that failing is inevitable but you can always try again. That is the reason as to ""why I am here""... because honestly, I wouldn\'t be here if it wasn\'t for them.', '']",0.0,
one of the main reasons why i am here is because i want to help my family.,0.0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],1.0,Added familial label because family is mentioned in the sentence.
i discussed the different pathways with my parents.,0.0,"['I discussed the different pathways with my parents. My sisters, friends, etc.']",1.0,Added familial label because family is mentioned in the sentence.
they continued to support my dreams and passions no matter the circumstance.,0.0,"['When the news of this came to light to my family, I thought that I had disgraced them but in actuality they empathized with the hardships that I faced during school and were at least glad to have me back home. They continued to support my dreams and passions no matter the circumstance.']",0.0,
"the way that i was brought up, my parents have always told me if not school then what is the key to success?",1.0,"['The way that I was brought up, my parents have always told me if not school then what is the key to success?']",1.0,
"the reason for why my sister took responsibility for the care taking of my mother, instead of my father, was because my father was diagnosed with ptsd and was mentally abusive.",0.0,"['I am here because I care about my education and supporting my family back home. I hope that being here, studying hard, going to school, will allow my to someday provide better care for my mother and father as well as others who struggle with mental illness.']",0.0,
i am very lucky to be in such an amazing school and that my parents are able to help me and support me every step of the way.,1.0,['i am a first generation student'],1.0,
ive seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care.,0.0,['It was hard but my parents always prioritized school first for my sister and me.'],0.0,
i don't mind being here because i am very interested to see where physics will take me.,0.0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",0.0,
"this makes me really proud of myself, especially because i will be the first in my family to graduate college.",1.0,"['This makes me really proud of myself, especially because I will be the first in my family to graduate college.']",1.0,
once i graduate my undergraduate program i plan on working towards getting hands on medical work which i can then use when applying to medical field jobs.,0.0,"['The way that I was brought up, my parents have always told me if not school then what is the key to success?']",0.0,
going to college was an easy choice for me because ive seen what could happen if you dont work hard and chase your dreams.,0.0,"['I want to make my parents proud. I wouldnt be here if it wasnt for my parents constant support financially, physically, and mentally. I am grateful for everything they have done and will do to get me where I need to be.']",0.0,
"all in all, these reasons are my main motivating factors for pursuing a stem related major or career.",0.0,"['I come from an Indian immigrant family, and all of my family members have worked hard to earn their places in the world. Most of my family members are successful, and a majority of them are working in STEM related careers. Due to this, there has always been an expectation for me to go into a STEM related field.']",0.0,
i want to show the world that anything is possible if you are persistent and give your best in everything you do.,0.0,"['I am here because I would be the first in my family to have attended and hope to graduate from college.', 'Overall, I want to make an impact in my community and be seen as a role model and I am here for a better future for my family and I.']",0.0,
i want to save lifes.,0.0,"[""I'm the first one in my family to go to college""]",0.0,
my dad wouldn't let go of the cheap backpacks they gave us with the school logo on it.,0.0,"['', ""My brother didnt go to college and my parents didnt either as they are immigrants from Nicaragua. They were so excited during my orientation, more excited than me. My dad wouldn't let go of the cheap backpacks they gave us with the school logo on it."", '']",1.0,Added familial label because family is mentioned in the sentence.
my ultimate goal is to become a marine biologist and eventually get a doctorates degree.,0.0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",0.0,
i chose to go to college to not only fulfill my dreams but my parents dream as well.,0.0,['I chose to go to college to not only fulfill my dreams but my parents dream as well. All they did was sacrifice everything to have better opportunities for their children. I could not let that sacrifice be for nothing.'],1.0,Added familial label because family is mentioned in the sentence.
i find it therapeutic to deliberately and thoroughly research a single topic in the lab.,0.0,['There is a certain pressure put upon many first generation children to thrive for the sake of the family.'],0.0,
i want to graduate to make her proud and because along the way i found a genuine love for engineering.,0.0,['I am here because I want to make my mom proud.'],0.0,
i made a choice to go to college because i see how difficult my parents and grandparents work without a college education.,1.0,['I made a choice to go to college because I see how difficult my parents and grandparents work without a college education.'],1.0,
i am lucky i have the freedom and priveledge to be here.,0.0,"['I have enough family support, geographical base, and school to be able to go to a four year University doing what I want to be doing.']",0.0,
"from my parent's personal experience, i've seen how stepping into the stem field has greatly effected their finances for the better and i would also want that same experience, but ten fold.",1.0,"[""From my parent's personal experience, I've seen how stepping into the STEM field has greatly effected their finances for the better and I would also want that same experience, but ten fold.""]",0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
"dreams require steps and hurdles like taking physics classes towards a degree, towards eventually (hopefully, maybe) a doctorate.",0.0,['My number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.'],0.0,
not only am i here to learn about physics but i am also here to meet new people.,0.0,"[""I would say that I am here in school because it's something that is very looked upon in my family since I am a first generation of going to a university.""]",0.0,
i would also like to see a botany advisor for some guidance and help on if that is a good option for me.,0.0,"['I have two sisters and I love my family; my parents are the main reason Im in college because I want to support them in the future and provide for them like they did with me. One of my motivations for doing well is probably my parents and wanting to make them proud. For the RPT, I think it might be fun to do your job depending on your passion as well, but also there are a few wellpaying jobs and I want to be able to provide for my family, I found this out from one of my professors I had for RPT.']",0.0,
i feel that they deserve this as much as me or even more.,0.0,"['', 'Another reason why I am here is for my family. My family has always stood behind me after so many hings have happened.', '']",0.0,
"for change, i am here to change my life others.",0.0,"['For my loved ones These include my family, friends, my lover They all push me to achieve greatness, with their unwavering support, they give me power to stay grounded']",0.0,
"i honestly didnt know anything about physics before taking the class, since i never took a class in high school.",0.0,"['In conclusion, that is why Im here, to work with sonography and to make my family and even myself proud.']",0.0,
i am here at sfsu because i always had family here so i have always had a connection to the city.,1.0,['I am here at SFSU because I always had family here so I have always had a connection to the city.'],1.0,
"hearing my moms history, and seeing that she didnt have the opportunity to go to college is what motivates me to be here where i am now.",0.0,"['I am a first generation student, and the oldest of my siblings. I want to be a role model for my siblings, so they can have someone to rely upon. Hearing my moms history, and seeing that she didnt have the opportunity to go to college is what motivates me to be here where I am now. Lastly, I am here to be able to help my family out, and support them economically.']",1.0,Added familial label because family is mentioned in the sentence.
"i am taking physics as a freshman because coming from out of state, college is quite expensive, so i want to get my ge classes out of the way as quickly as possible so i can eventually graduate as quickly as possible.",0.0,['I am a first generation college student'],0.0,
especially my parents who sacrificed a lot for my siblings and i to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done.,1.0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],1.0,
i was very interested in computerrelated stuff.,0.0,"['When I was still in high school, the question that what major should I study was always brought up by my parents, teachers, and even my schoolmates.']",0.0,
i am preparing myself in the best way possible by performing to the best of my abilities in all my courses.,0.0,"['I grew up with family who died due to heart conditions, therefore I want to be able to understand and form conclusions on my own that way I can comprehend the cause of their deaths.']",0.0,
"the reason that i am here is because everything happens for a reason, and i believe that being here it has helped me grow as a person, and opened my mind towards more perspectives of life.",0.0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",0.0,
"why am i here, was a huge question that i asked myself when i was a first year at state but the question backtracks itself to a series of answers.",0.0,"['Because I want to be successful, I want to make my parents proud and most importantly I want to reach my full potential and make myself proud.']",0.0,
my parents have supported me a lot so they also factor into why i am here.,1.0,['My parents have supported me a lot so they also factor into why I am here.'],1.0,
like college in general since its taking a bit longer than id like.,0.0,['Well one thing my mom has taught me is to not start something you cant finish or to finish what Ive started.'],0.0,
i am here to make someones day.,0.0,['I am here to finish college and be the first person in my family to have a degree.'],0.0,
i want to be known as that person who is something and did something about it.,0.0,['My support system is my parents. Yes they did encourage and force me to choose my major but I do find interest in it.'],0.0,
im in college to get my degree that can allow me to go to my doctorate program and obtain that doctorate which will open so many doors for me in a career choiceopportunities .,0.0,"['A good career means money, a good house, support for my future family. Im here for that.']",0.0,
i think about what i can do to be better and about the priveledge i have.,0.0,"['I have enough family support, geographical base, and school to be able to go to a four year University doing what I want to be doing.']",0.0,
my initial thought when hearing this question is why was i born and what is my purpose?,0.0,"['Id answer by saying I am a first generation college student who has alway loved school and who has dreamt of going to college since I was a little girl. I am going to college so that I can get a higher better paying job, and escape having to live paycheck to paycheck, and many other hardships that my parents had to face while I was growing up.']",0.0,
my life goal is to go to medical school and become a doctor and eventually do medical research.,0.0,['I am also here to make my parents proud'],0.0,
"moreover, i am a college student because i am the first in my family to go, and i want to have a better life than the one my parents are currently living.",1.0,"['I am in San Francisco because I have always been close with my parents and I wouldnt know what to do if I were to go somewhere far away from home. Although it does build independence, my parents are the main reason I am the way I am, and for that i am thankful. Moreover, I am a college student because I am the first in my family to go, and I want to have a better life than the one my parents are currently living.']",1.0,
i didnt want another lecture like class and some of those lecture classes conflicted with my schedule.,0.0,"['Money is hard to come by for me, I dont have a job and Im chewing away from my familys money, I feel guilty every time I ask from them.']",0.0,
shes someone who highly supports me getting a college education and she is one of the reasons i continue to push myself even when things get difficult.,0.0,['My aunt is someone I look up to since she is a radiologist at the Stanford Medical Center in Palo Alto. I want to be able to follow in her steps and to make my family and her proud. Shes someone who highly supports me getting a college education and she is one of the reasons I continue to push myself even when things get difficult.'],0.0,
