,sentence,phrase,label,comments,review,predicted_label
6642,"i hope to get into medical school after sfsu, hoping to become a doctor later on in my life.","['Why am I here? First of all, I am in this class to get as much help as I can with chemistry. Chemistry is not easy for me at all, I like it, but it has been one of the hardest subjects for me since High School. I am currently a Biol Physio major, which means I have to take chemistry whether I like it or not. I hope to get into Medical School after SFSU, hoping to become a doctor later on in my life. I first chose San Francisco State because I was a fashion design major until I changed it to Bio last semester, but it was a really good school and city for all fashion related things.']",0,Reviewed; no issues found.,True,0
704,"that's also the reason why i took this class specifically because it will help me get into a dpt school, it's one of the required prerequisites before applying.","[""For me it's a step towards a bigger goal in my life which is to graduate and get into a DPT program. That's also the reason why I took this class specifically because it will help me get into a DPT school, it's one of the required prerequisites before applying.""]",0,Reviewed; no issues found.,True,1
3559,then i began to focus on math and science from a young age.,"['When I was young I always wanted to grow up and become an engineer. Then I began to focus on math and science from a young age. During high school, I took many advanced classes focused on science and math facing majors. In deciding to enroll for those classes and committing for a while it was clear to me that an education in the STEM field would suit me perfectly since I rater enjoyed covering math and science subjects in school. Yet I also really enjoyed drawing; so I decided to choose civil engineering since it offered a heavy focus on math and since while also incorporating drawings of drafts etc.']",0,Reviewed; no issues found.,True,0
1152,i am here because i want to be.,"['In terms of taking a physics lab, it is because it counts towards my major which is biology in concentration with physiology.', 'I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor.']",0,Reviewed; no issues found.,True,0
2939,"in this sense, i am here to become a better, more empathetic, more knowledgeable person.","['By taking classes and ultimately earning a degree, I am empowering myself to be able to think critically about the issues we face and find ways to change that reality. Hopefully, this will lead me to a career in international politics that is as fulfilling as it is impactful.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,0
6519,"so, with the help of my sci professors and classmates i hope i am able to pass this class.","['I am here because I want to succeed in Chem 215. I have taken Sci classes before for Bio 230 and 240 and they really helped me, especially when preparing for exams. I try to take a sci class every semester because I have trouble focusing and understanding the professor since it is more fast paced and the class is big so its hard to have that one on one.']",0,Reviewed; no issues found.,True,0
4399,"however, if i have learned anything from my other classes, even if you are not trying to have a career in this field it can still help you.",['First and foremost I am taking this class because I need it to graduate.'],1,Reviewed; no issues found.,True,0
7473,i hope this alma journal doesn't sound very repetitive.,"['I am in this class to help me understand more, and pass Cell bio, so that I may go on to take my upper division electives, and graduate from this school.']",0,Reviewed; no issues found.,True,0
5675,"i am majoring in biochemistry, because i feel like it will be helpful for me before i get into medical school.","[""I am here to learn more about science, because I have enjoyed science since elementary school, but I can only continue to learn more of it if I go to college. When I first got started in science I was in elementary, my dad and I entered in the school science contest for fun and we ended up winning. After I kept taking science classes and it never stressed me out. I found it interesting and fun even when it's challenging so science has always been my favorite subject. So I am in your course to learn more about physics and I need this course for my major biochemistry. I am majoring in biochemistry, because I feel like it will be helpful for me before I get into medical school. I want to get into medical school not to make anyone proud even though it is a plus, but I want to do it for myself, because I have seen many MD in different positions in the medical field doing their job and they even show me things that sparks my curiosity and interest even more in science so it just make sense for me want to go to medical school, because that is where there are hands on learning of different positions of the medical field.""]",0,Reviewed; no issues found.,True,0
5080,everything obeys the laws of physics.,"['I am here in this lab because I want to be an occupational therapist. In order to be an occupational therapist, I need to learn physics because kinesiology is basically just the physics of the body.']",0,Reviewed; no issues found.,True,0
7650,i want to make sure i am able to actually understand what i am learning well getting a good grade.,"[""I am here in this class because I need extra help in the bio class. I want to make sure I am able to actually understand what I am learning well getting a good grade. I feel this class can give me more one on one time with the teachers in the class so they can help me better understand what I don't understand or what I am struggling with.""]",0,Reviewed; no issues found.,True,0
5748,i am here at sf state because i want to work towards earning my degree in astrophysics and pursue a career in the stem field.,['I am in this course to earn a decent grade in Calc II. I need the extra support because I hardly remember anything from Calculus I since I took it during the summer. Last semester I took a SCI course (SCI PHYS 220) and being in the SCI class really did help me with my grade in the actual lecture. I hope I am able to earn a higher grade in the MATH 227 course with the help of this supplemental instruction course. I am here at SF State because I want to work towards earning my degree in Astrophysics and pursue a career in the STEM field.'],0,Reviewed; no issues found.,True,0
2430,my bootcamp peers who were getting the job offers already had years of experience hobby programming (with projects to show for it) or had a college degree in something.,['To be honest I am pursuing a Computer Science degree and Physics 2 and the lab is one of the requirements for it. I went to bootcamp and then the next year started back at college in a CS program. My bootcamp peers who were getting the job offers already had years of experience hobby programming (with projects to show for it) or had a college degree in something. The bootcamp was the final layer they needed.I had enough employers tell me to go back to school that I decided that was a good plan.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
7923,i realized my passion throughout my whole life has stemmed from my love for animals.,['I spent my first two years of college getting prepped to go to nursing school and I had a realization I did not want to do that. It was such a struggle for me to realize who I was and where I wanted to be. I decided I needed to change my major and changed it to general biology. I realized my passion throughout my whole life has stemmed from my love for animals. If there is something that I love more than anything besides my friends and family it is animals. I am finally following a path that I believe I am meant to be on and the journey has been rough but I know in the end it will all be worth it to work in a field I am passionate about.'],0,Reviewed; no issues found.,True,0
8173,also i knew a couple people who were attending this school already and that swayed me to come here.,['Im taking this class because it is one of my prerequisites. I also chose this physics class over the other ones because I heard this would look better when I apply for graduate school.Also I need these units so that Im on pace to graduate in four years. Im at San Francisco State because it is close to home and I heard they work closely with UCSF for graduate school and I thought that would be good if I wanted to get into UCSF after graduating.'],0,Reviewed; no issues found.,True,0
3198,"for me personally, i am taking physics 101 and 102, because as a kinesiology major it is something that we need to know in our field of study.","['For me personally, I am taking physics 101 and 102, because as a kinesiology major it is something that we need to know in our field of study. Sports have always been a big part of my life ever since I was in elementary school and I have played in a couple basketball leagues growing up. This fascination with sports turned into an interest in health and fitness as well, which led me down the path of kinesiology. Particularly, it was all the injuries that I have been through over the years that really made me want to become a physical therapist and help others who may be going through any injuries they may experience in their lifetime.']",0,Reviewed; no issues found.,True,0
6410,"school is hard enough as it is, but having sci is something that we cannot take for granted as we only have so many classes they are available for.","['Frankly, I am here because I need help in this class and I want to be successful in my classes. This semester is much more stressful than last semester, so I need these SCI classes in order to help me understand the material and be able to utilize what I learn. Because these are all lower division classes, I am holding myself to a higher standard and I want to increase my knowledge. Im in SCI because I need the tools to help me graduate and do my very best.']",0,Reviewed; no issues found.,True,0
2235,i am actually a chinese and i went to the u.s. when i was 15 years old.,"['I am actually a Chinese and I went to the U.S. when I was 15 years old. I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major. That is the reason why I am at this school, then I am going to talk about why I am in this class. I am here because I have to take this class. Actually, this class comes with the PHY230 but whatever.']",0,Reviewed; no issues found.,True,0
2083,"physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but i am nonetheless interested in the content and try to keep an open mind as i study it.as for college in general, i am here because i wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people i meet along the way.","[""I am here taking Physics 230 because my experiences in Physics 220 last semester were satisfactory and I find some interest in the subject, even if said interest isn't too much."", 'As for college in general, I am here because I wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people I meet along the way. Gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
2516,i am going to sf state because i enjoy the people and love the city.,"['As a business major, I needed to complete a lab for my major.']",0,Reviewed; no issues found.,True,0
3727,i am here to be a physical therapist.,['After shadowing in a PT clinic and seeing the work they did I was inspired to follow that path. I am here to be a physical therapist.'],0,Reviewed; no issues found.,True,0
5616,"however, i did not get into any of them.","['Im here because its a required class for my major, to be honest!As to why Im here as an SFSU student, Im actually a transfer student from a local community college. When I was in high school, everyone really trashtalked community college and how it is only for dumb people who just wanted to experience more high school classes without a social life. It was a very prestigious and competitive environment that was super toxic for me. It took a long time for me to accept that, and come to terms with my decision to go to community college. The first year was pretty hard, and I was always thinking I was so inferior. But Im glad Im finally here, although school is online. I also originally wanted to transfer to a nursing program, so I applied to many schools in California. However, I did not get into any of them. It was also a really hard time for me to get through, because I was really struggling with deciding if healthcare was really the right path for me, and I felt like I was back to my old self that was feeling so inferior and not good enough from a few years ago. But Ive jumped back, and Im feeling motivated to make the most out of these classes! I look forward to this semester.']",0,Reviewed; no issues found.,True,0
3842,"i am majoring in biochemistry, so i have a couple of lowerdivision science classes that i need to take.","['I am here in this physics class to finish my undergrad major requirements. I am majoring in Biochemistry, so I have a couple of lowerdivision science classes that I need to take. This will be my last physics class for my requirement. I took general physics 1 last summer semester as a head start, so now Im taking general physics two now. I choose San Francisco State University because of the biochemistry department. I was told that San Francisco State has an amazing biochemistry program. Another reason, I choose to be here in this school because luckily my financial aid (FAFSA) package was able to fully pay my tuition. The last reason I chose to go to San Francisco State University is that it was close to home. I wanted to choose a school that was close to home.']",0,Reviewed; no issues found.,True,0
5233,i struggle in day to day life and classes because of the grief.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0,Reviewed; no issues found.,True,0
4164,"i like doing lab work so i was really excited to be in a physics lab but unfortunately, we cannot because of our states current battle with covid and the fires as well.","['I am in this class because I need it as a prereq for my major. I am fascinated by how physics works in the world, so I am also taking this course for my major and my own interest.']",0,Reviewed; no issues found.,True,0
5848,"i actually hated science in high school, but later became intrigued as i got into college.","['I believe I am here to learn about the world around me. I feel that the world of science called to me a couple of years back. I actually hated science in high school, but later became intrigued as I got into college. I guess you could call that ""kinetic energy"" haha. I am happy about what I am doing, and the path that I am currently on. Although it is challenging, I know that it will help shape my mindset and help shape my individualism. I also believe that I am here to create new relationships with those who also have the same interests as me.']",0,Reviewed; no issues found.,True,0
3046,i will not do well in my future classes,"['Since I am a biochemistry major, I know I will probably see those topics later in future classes so if I dont understand the basics now. I will not do well in my future classes']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
3494,i decided to combat climate change by lowering my carbon footprint and finding alternative solutions that wont harm the plant like switching out single use plastics for lifelong alternatives that are recyclable or biodegradable.,['My junior year of high school I realized I am here to help others as I joined peer counseling and applied for a counseling internship through my school for the following school semester. Senior year my purpose was to help others solve their own problems and find ways to promote mental health. The question came up again in my head entering college.While I am helping the plant with my small contributions I am also studying to become a therapist with my psychology major.'],0,Reviewed; no issues found.,True,0
4517,i went into sf state as a general business major because i wanted to open my own bakery.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0,Reviewed; no issues found.,True,0
7851,i am here at sf state to succeed and have a better future.,"['In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0,Better fits Aspirational or Attainment; lacks systemic navigation.,False,1
4278,i have several cousins that have a ba but that is all.,['I am here because my long term educational goal is to get a PhD in Food Chemistry. I am excited for my future goals and excited about learning Physics as a whole. The reason I am pursuing a PhD is because I do not know anyone that as one in my circle. I have several cousins that have a BA but that is all.'],0,Reviewed; no issues found.,True,0
113,i signed up for this si class because this is the first physics class ive ever taken.,"['I signed up for this SI class because this is the first physics class Ive ever taken. I figured that it would help me really understand the base concepts of physics. This gives me the understanding that Ill need should I decide to pursue further physics knowledge and give me the concepts that Ill need to know for my major.', 'So far, Ive been learning better and have gotten a better grasp on how to solve problems and Ive learned through explanation and by teaching other people myself.']",0,Reviewed; no issues found.,True,0
4782,"i'm sitting here thinking that when we will go back to normal and able to go to class at campus, and hang out with friends without bring worried about the virus that is going around.",['Taking this class because I need to meet SFSU Kin major requirement and also my DPT program requirements. Trying to be successful during this class so that I could take physics 2 and finish my requirements.'],0,Reviewed; no issues found.,True,0
7080,those kids that i taught (ranged from the ages three through twelve) would hike three hours in the jungle every single week to stay in the dorms to get an education.,['I am in this sci class because it will help support my knowledge for my organic chemistry II class.'],0,Reviewed; no issues found.,True,0
3316,i have heard that physics is not as hard as some of the previous science classes i have had to take for my major.,['I am here because this is a required class for my major. I am a kinesiology major and physics is one of the required classes to take.'],0,Reviewed; no issues found.,True,0
6524,"it's great that i'm not the only person in that class that needs help, i do have my friends in that class.","[""The reason why I'm here is because I want to get a good grade on this class. I truly want an A and the only way I can do that is being on top of work and getting help from people or anyway possible.""]",0,Reviewed; no issues found.,True,0
5760,the reason why im taking this tutoring course for calculus 2 is because i felt as though my foundation for calculus 1 may not be as strong as i need it do be.,['The reason why Im taking this tutoring course for Calculus 2 is because I felt as though my foundation for Calculus 1 may not be as strong as I need it do be. The last time I took a SCI course was about a year ago and it was for CSC220. I was able to pass the class with a high B. I believe that because I took a SCI course before and received a good grade it will happen again this year'],0,Reviewed; no issues found.,True,0
7072,"it will help me solidify the course material to do well in class, provide a support group, and allow for extra study time while still earning credit thus bringing my gpa up a little bit which can make a big difference.","['As for this SCI course, it will help me learn tricks and skills to do well in my organic chemistry course, pass the exams, and overall exceed in the course. It will help me solidify the course material to do well in class, provide a support group, and allow for extra study time while still earning credit thus bringing my GPA up a little bit which can make a big difference. As a Genentech scholar, I am required to take SCI courses for all my science majors, so this course will help me retain my scholarship.']",0,Reviewed; no issues found.,True,0
586,i wished that i was more interested in the math and maybe i would not dislike the subject overall because when i saw that physics was one of the classes i had to take i was not jumping of happiness but instead i crunch and put it off for the longest time.,['I am taking this class because it is part of my major requirement'],0,Reviewed; no issues found.,True,0
2172,a vast majority of what we plan to study in this class has nothing to do with my reason for being here in general.,['I am here because it is required of me in order to get a degree as an engineer.'],0,Reviewed; no issues found.,True,0
4140,this is why i am here.,"['Why am I here? Well, I would say its mainly because this is a prerequisite for my classes. This is one of the many lower division courses I need to take before I can start to take the upper division courses for my marine biology major. On the way towards getting a major, I get to take this physics class which will help me to understand the laws that govern the universe. My only experience of physics is from high school, so Im ready to learn more on the concepts of physics. Speaking of school, I feel that Im here to learn as much as I can so I can get a major and hopefully find a job. With a marine biology major, I want to be able to study marine life.']",0,Reviewed; no issues found.,True,0
2947,i am specifically in this astronomy lab class because my schedule wouldnt allow for a different class that would not be on friday.,['I am also here because of my Lab GE requirement course. A greater essence of why Im here would be because I would like to receive my degree in accounting. I would also like to use the experience Ive gained with that degree to take the CPA a exam and become a CPA Auditor.'],0,Reviewed; no issues found.,True,0
2290,"now that i have explained the maco and micro reasons why i am here, i find myself attempting to finish two hundred words.",['I am here studying Mechanical Engineering to obtain the skills and knowledge required to pursue a career in Aeronautical engineering. I plan to transfer to san Jose state to pursue my childhood dream of working with airplanes.'],0,Reviewed; no issues found.,True,0
4348,"personally, i think that the labs in physics are very fun and educational.","['I am taking this class not only becuase it is required for my desired major, but also becuase I find it interesting. I took a physics class durign high shcool and I found the labs to be very helpful. My prior experience during my high school was never boring. I am excited to see what this virtual lab will bring, even though I know it will be a little more challenging to get the same experience as face to face classes.']",0,Reviewed; no issues found.,True,0
2816,although i want to travel all over the world.,['I would like to get my masters in psychology and start my own practice.'],0,Reviewed; no issues found.,True,0
7506,"furthermore, the main reason why im taking this course is due to my major.","['I decided to enroll in this 1 unit course as a sort of precautionary measure. I know how difficult Chemistry 115 can be so Im doing my best to stay on top of everything. Furthermore, the main reason why Im taking this course is due to my major. Im majoring in General Biology, which means I have a set number of mandated courses, which includes Chemistry 115 and Chemistry 215. Although I still have a ways to go, I plan to graduate with a bachelors degree in the next two years, apply to a Medical School (in or out of state) and slowly work my way to becoming an Anesthesiologist.']",0,Reviewed; no issues found.,True,0
895,it took working at a research and development style private sector startup to realize i particularly enjoy studying virology.,"['After graduating from Oceana High School, I decided to work parttime and go to school parttime at City College of San Francisco. I tried my best to take the most general of general education classes while I was still deciding my major.', 'It took working at a research and development style private sector startup to realize I particularly enjoy studying virology. This company had a program of regularly taking in interns, and I was lucky to be one of those people. I eventually decided to quit this job to fulltime pursue my undergraduate degree in microbiology.']",0,Reviewed; no issues found.,True,0
6717,staying in the dorms is a special kind of hell.,['I am here because Astronomy is lab science that fills out my GE requirements.'],0,Reviewed; no issues found.,True,0
4497,i think that doctors should all be well adverse in areas so that they can guide their patients and also to provide the best health care.,"['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0,Reviewed; no issues found.,True,0
105,im here because i want to be.,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,True,0
2390,"however, that does not mean that i do not want an a. last semester, i recall doing an essay like this.","['The reason for why I am here is because I need to go get my degree. Having a degree will allow me to get a good paying job in the future.', 'The reason for why I am taking this class, Physics 232, is because it is required for my major. I am a chemistry major and that requires this course to be completed.', 'Even though I am not a huge fan of physics, I have to take it regardless.']",0,Reviewed; no issues found.,True,0
5991,i heard from my cousin who attended college in china said that they started taking physics class in middle school and the physics class they took at college was at a more advanced level than the one i am taking now.,['I needed to take this course since my major requires it. It has some fundamental concepts that will further help me understand my other major course.'],0,Reviewed; no issues found.,True,0
1503,physics happens to be a branch of education of my cs degree so that's a majority of the reason i'm taking the class.,"[""My journey into physics started with my interest in computers. After working in IT for a few years it was inevitable that I return to school and finish my degree if I wanted to proceed further into the field. Physics happens to be a branch of education of my CS degree so that's a majority of the reason I'm taking the class.""]",0,Reviewed; no issues found.,True,0
6680,"and also, im good at astronomy when im in high school.","['Im in this astronomy lab because I want to learn more about astronomy. And also, Im good at astronomy when Im in high school. If its possible, I might choose astronomy as my minor major in SFSU. Im here to learn more things that I havent know about astronomy, so I can decide should I choose astronomy as my minor major.']",0,Reviewed; no issues found.,True,0
4876,"i am here in california because this is home for my partner, i am originally from ohio.","['Why am I here? I am here in California because this is home for my partner, I am originally from Ohio. I met him while we were both enlisted in the US Air Force. Now that we have separated we are both attending school using our benefits that we earned through serving. So far I love the idea of California, the idea that people are open and accepting here. The idea that health is more important by living a more active lifestyle. I am here in this class because my major requires it, as well as PHYS 2, I hope to enjoy the things we will learn here. I am looking forward to staying here for the next couple years and building a new life, making California and SF State my home too.']",0,Reviewed; no issues found.,True,0
5141,medical school has always been a dream of mine since i was a little kid.,['One of them is the most basic reason which is to complete my major requirement. I am a biology major with an emphasis in physiology. This physics course is a requirement for me in order to achieve my degree. The second reason would be my goal to achieve my degree in biology. I hope that after the completion of my degree I will be able to move on to medical school.'],0,Reviewed; no issues found.,True,0
8114,"i do not feel smart enough for this class especially when my teachers expect me to know this information automatically, which discourages me even more.",['I am in this class only because I am required to take physics.'],0,Reviewed; no issues found.,True,0
3739,it affects everything in the world around us and is important to everyday life and how all objects move!,"['Well, I have to take this class for my major, that is why I am in this class initially.']",0,Reviewed; no issues found.,True,0
3977,"i do enjoy this class because of the professor, lab instructor, and the overall setting and vibes of the class but im not the biggest fan of physics.","['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True,0
1197,im attending sfsu because i am trying to get a major in physiology.,"[""I'm here because I need this class is a prerequisite for my major.""]",0,Reviewed; no issues found.,True,0
6622,"firstly, i have a pretty big gap between my biology and ochem lectures so taking this course would minimize it.","['Firstly, I have a pretty big gap between my biology and ochem lectures so taking this course would minimize it. Also, Ive heard that chem 215 is more challenging so I thought that taking this sci course would be helpful. Also, the Genentech scholars program that Im currently in recommended us to take SCI courses, so here I am. In a broader, more general sense, I am here at SF State because I want to get a degree and get a good job.']",0,Reviewed; no issues found.,True,0
3767,why am i here?,"['I have to take physics for medical school prerequisites, but I am so excited by understanding how the world works.']",0,Reviewed; no issues found.,True,0
489,since i want to be in the medical field it is important to learn about all the science behind it or what is the point.,"['I am here because I need to take physics for the MCAT and for part of my major.', 'I am here to learn physics to guide me to where I need to be to get me to point a and b']",0,Reviewed; no issues found.,True,0
380,"further, with a solid foundation in physics, i can get a higher score on the mcat exam.","['I am here to obtain a better understanding of basic physics concepts from the Physics 111. In doing so, I can get a better grade in my current physics 111 class and boost my GPA, making myself a more competitive medical school applicant.']",0,Reviewed; no issues found.,True,0
3674,markthe reason for me was pretty simple my dad was a welder and i wanted to do something in that realm but i didn't like the labor i was kinda smart so i knew if i put my mind to something i would be able to get any kind of degree i wanted so then i chose the thing i considered above a laborer witch is the person who designed the thing and then i chose mechanical just because it interested me more then any other major so now i'm heremark,"[""markthe reason for me was pretty simple my dad was a welder and I wanted to do something in that realm but i didn't like the labor I was kinda smart so I knew if I put my mind to something I would be able to get any kind of degree I wanted so then i chose the thing i considered above a laborer witch is the person who designed the thing and then i chose mechanical just because it interested me more then any other major so now I'm heremark""]",1,Reviewed; no issues found.,True,1
1689,i am here in physics 222 because its part of the class physics 220 and i am going to be a civil engineer.,"['I am here in physics 222 because its part of the class physics 220 and I am going to be a Civil Engineer. Also, This is my first physics class I have ever taken didnt take any in high school because it never crossed my mind but I took math classes up to Calculus 3']",0,Reviewed; no issues found.,True,0
484,i am currently a prechemistry major but i am trying to change my major to biochemistry and the physics 111 class is a requirement for biochemistry so i really cannot fail the class that way i can make sure that i am able to change my major.,"['I took physics in high school and I can definitely say that it was my least favorite subject so I wanted to take this class in case I am having trouble. I took SCI 115 last semester for my Chem 115 and it helped me a lot when it came to making sure that I knew the material that we were learning in the class.', 'I am currently a PreChemistry major but I am trying to change my major to Biochemistry and the physics 111 class is a requirement for Biochemistry so I really cannot fail the class that way I can make sure that I am able to change my major.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5308,he is a huge reason as to why i am here today taking this class.,"['I am here to learn physics. More than that though because I am trying to become a mechanical Engineer. I need to pass this course in order for me to reach the next class. If I do not, I will not be able to become an Engineer.']",0,Reviewed; no issues found.,True,0
3933,i am a hands on learner so i truly feel like these labs are going to be a bit hard for me because there is no actual one on one face to face with the professor.,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],0,Reviewed; no issues found.,True,0
557,i am in this physics class for two main reason.,"['The first one is that it is required by my major, Zoology, to go through physics one and two.']",0,Reviewed; no issues found.,True,0
5469,i love everything about this school and just wish it didnt have to be online.,"[""I am here because I am a new transfer student to SFSU. I am a kin major and physics is one of my requirements. :) I am from LA, and was looking forward to moving up North for school. Giving the circumstances, I don't think I will be able to move up any time soon. Sometimes I wonder if I should have just stayed at my community college at home, because it its way cheaper and also online.""]",0,Reviewed; no issues found.,True,0
921,i loved how lovely the city is and how convenient transportation is.,"['I loved how lovely the city is and how convenient transportation is. I dont need a car to get around the city because of the bus, and Bart, and, there are so many fun areas.', 'I am also in San Francisco State because I really felt like it was the right school for me. The school is a good size, and has a lot of amazing buildings.', 'I feel like I am able to succeed as a Biology major in this school.', 'I am also in San Francisco state because the tuition is not too expensive.']",0,Reviewed; no issues found.,True,0
3140,when industrial design students design some products.,"['why I am hereFor graduated, we need one science lab class. I took the physics and the bio lecture.', 'I chose taking physics lab is because my major is industrial design. I think to take the physics lab will learn more knowledge to apply to my design. Therefore, I took this class not only for graduate, but I also hope that I can learn something from this class that I can apply to my senior project.']",0,Reviewed; no issues found.,True,0
989,today i am in my physics class because it is part of a series of science classes i have to take for my major.,['Today I am in my physics class because it is part of a series of science classes I have to take for my major.'],1,Reviewed; no issues found.,True,1
3689,or maybe other ecological processes?,['I am here because physics 2 is part of my prerequisite for my major.'],0,Reviewed; no issues found.,True,0
790,i've never taken a physics class before so most of this information is new to me but i find it very interesting.,"[""I am in physics because it is required by my major. I'm an environmental science major and physics isn't directly related to what I want to be studying, I can understand why it's required.""]",0,Reviewed; no issues found.,True,0
3849,the last reason i chose to go to san francisco state university is that it was close to home.,"['I am here in this physics class to finish my undergrad major requirements. I am majoring in Biochemistry, so I have a couple of lowerdivision science classes that I need to take. This will be my last physics class for my requirement. I took general physics 1 last summer semester as a head start, so now Im taking general physics two now. I choose San Francisco State University because of the biochemistry department. I was told that San Francisco State has an amazing biochemistry program. Another reason, I choose to be here in this school because luckily my financial aid (FAFSA) package was able to fully pay my tuition. The last reason I chose to go to San Francisco State University is that it was close to home. I wanted to choose a school that was close to home.']",0,Reviewed; no issues found.,True,0
3669,the main reason i want to continue going into the stem field is because i think the future of our world depends on it.,"['My major is computer science and once graduating, I want hope to find a job with a big tech company. Afterwards, I want to branch out on my own or with others to create a new mobile app.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
4960,i plan on going to uc davis vet school after graduating from sf state.,"[""I'm here because I plan on becoming a veterinarian in the future, in order to do that, I have to take physics in addition to a few other classes. I plan on going to UC Davis Vet school after graduating from Sf State. I have also never taken a physics course before and i'm very curious and interested in learning about what physics is. I love science, so I'm excited for this class. I also plan on taking other physics courses in the future, so it is important for me to understand this course well.""]",0,Reviewed; no issues found.,True,0
1864,even though i have to take this class i really enjoy learning how it is that the world works.,['I am in this class because it is required for my major of mechanical engineering.'],0,Reviewed; no issues found.,True,0
673,i get a sort of epiphany.,"['I am enrolled in Physics Lab 112 to fulfill the academic curriculum expected by my major, kinesiology.']",0,Reviewed; no issues found.,True,0
2196,"coincidentally, i was thinking of one of my favorite web shows while reading this question: red vs blue.",['To take a mandatory course the university told me to in order to obtain a degree for my major.'],0,Reviewed; no issues found.,True,0
4711,one common example of how physics is relevant to us is how cars move.,"['I am in this class because it is one of the requirements for my major. I did not take physics until early on in college, and a lot of what I learned helped make sense of what I learned over the past few years in biology and chemistry.']",0,Reviewed; no issues found.,True,0
3510,"my grandpa and grandma live together for a long time, and my mom was the one who is taking care of them.","['I remembered when I was a kid I was interested in business management, During high school, I had to do a lot of research about different colleges. I originally have chosen another college in a different city. During my high school senior year, my grandpa has passed away suddenly. My grandma had Alzheimers disease and has gotten worse after grandpa passed away. I was afraid that she will forget me one day and I told my mom about San Francisco State University is also a college for business. Then I had a conversation with my mom about this college and, is closer to grandmas house which I can help take care of my grandma after school. That is how I have entered San Francisco State University,']",0,Reviewed; no issues found.,True,0
49,i'm here because i want to improve my understanding in physics.,"[""I haven't taken a physics course since high school therefore I'm a little rusty. I believe attending this SI course will develop and improve my overall understanding with material I may be struggling in. In the end, the goal is to achieve an A for my physics course.""]",0,Reviewed; no issues found.,True,0
7371,i guess the reason i choose to be in sci305 was to review concepts of engr 305 and create a stronger foundation of knowledge that i'm expected to know.,['The other reason is to just review concepts and to accumulate any credits towards my degree that I can.'],0,Reviewed; no issues found.,True,0
4976,with that being said even if i did not need it for prerequirement for medical school i would have still taken at least a semester of this class during my four years at college.,"['The reason that I am taking general physics is that I need the class as a prerequirement for medical school. At pretty much all the medical schools I am looking into I need one year of general physics, general chemistry, and general biology. But I am really excited and nervous to take the class because it is my first physics class ever and I wish it was in person instead of online. With that being said even if I did not need it for prerequirement for medical school I would have still taken at least a semester of this class during my four years at college.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
3132,"in addition, i am here in this specific class because it fits in best with my schedule and i am required to take it.","['To begin with, I am in this class because I need it as a requirement.']",0,Reviewed; no issues found.,True,1
7238,i believe that physics is a requirement partially due to the nature of this major.,['I am taking this physics lab technically to meet the requirements for my major.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
