essay,label,phrase
"I am here in an effort to complete the necessary requirements I need to transfer to Santa Clara University as a mechanical engineering major. Regardless if I get accepted or not the overall goal is to become one step closer in finishing the required courses to graduate with a degree, and hopefully get a good job. However, in a short term sense I am here in this lab to further learn about physics in a hands on way and get a good grade that should help boost my GPA, and prepare me for future classes including the next higher level Physics Courses. Lastly, as an engineering major I hope to get valuable information that can provide me with a better understanding of engineering in general in the work life and possibly even in the future if I choose to pursue a Masters degree. Ultimately, I am here in regards to pursuing a better future for myself.",0,['0']
"Parts of why I am here has a lot to do with the Universe and life trials that lead me astray just to bring me back to pursue my education but as a Computer Science major this time. Although Physics is a requirement for my major, I love science and always have as a child growing up. I am more present than before now that I have an internship at UCSF to do medical research, which is amazing because now I can actually apply what I am learning to something meaningful to help others by giving a voice to under represented minorities in and through research. It is really important to have meaningful projects to apply what we are learning because we can help our society in some way. I always think if every class on campus took real life issue and had their classes look for solutions to solve them and actually apply them in our city what beautiful change we could see. I am not just here but I am present, to learn what I can to help the world in my own way through science, through justice, and from the heart.",0,['0']
The reason why I am here is because it is a prerequisite course for my major which is computer science. I also want to learn more about physics because the subject really interest me. I enjoy trying new things and Ive never taken a physics course before. Also It will help me get a better understanding of the law of physics. I like doing labs because I get to collaborate with others and work on lab assignments. Working on lab assignments helps me understand physics better because I have group members that can help me out or Vice versa. This will strengthen my knowledge of physics so I can use it for the lecture portion and it helps me better understand calculus. This will help me meet other people that are in the same major or similar. We can form study groups and prepare for the next advance physics class.,0,['0']
"I am a second year student at SF State, major in Computer Science. I think the reason that I am at this Physics lab are more than one. At first, it is a requirement of GE class and my major requirement. However, I didn't think it is the most important reason. During this physics lab, I got the chance to know more scientific skills. It is a good chance for us become more confident in future class. I think it is a challenging yet interesting class, since we discover the law in different things. Our life include something contain Physics but I didnt realized before. The Phys 220 introduce me the principles and practice with class, and Phys 222 let it become the data we can see and calculate. During the process of discuss, analyze and conclude, I have more sense of how other classmate think, and what I need to improve.",0,['0']
"I am here to further my education, to help myself get a degree and to provide myself with a better opportunity to have a well paying job once I graduate. I am here in this class because it is a requirement for my degree and it it also going to help me during my physics class during the year.",0,['0']
"I am a transfer student and this is my first semeter at SFSU. Of course, I'm here because this is a class on the request list of my degree. However, that is not the only reason because on the other hand, physics is my favorite subject.Therefore, even in my first semester at SFSU, I chose physics. I think you will be most likely to complete this class the best I can and from there I will be motivated for other subjects in the following semesters. When I was in high school, I was a good student of physics and was praised by many teachers. However, at that time, I rarely performed physics experiments. Therefore, I really hope that I can do this at university and I wasn't a bit bitter to register for physics class this term. I am looking forward to experiencing the interesting things in this class in the near future.",0,['0']
"The reason I am here is because I am an engineering major. To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future. I hope to pass this lab along with the physics 220 to be one step closer on graduating and working in the career I envision myself doing. With the right push from friends, family and others, I have successfully made it this far into my studies in order to pursue my dream and make something of myself within my community. I am here on behalf of those cheering me on to accomplish the completion of higher education; an opportunity some are not given. I love the creativity and mathematics filled environment where I have a blast playing around with graphs, equations etc. I am here to graduate and become a civil engineer.",0,['0']
The reason I am here is because of my major. I am a computer engineer and I need this class as a requirement but I also hope to get more out of this class than just pass it. I understand that physics is In our everyday lives. I hope that this class will give me a greater understanding of how things work. I also feel that the lab will allow me to get a real life example of what is going on with the world by conducting experiments myself.,0,['0']
"I am here to do some basic experiments on the topics we read in the Physics lecture class. The lecture is very interesting. We read about many basic physics stuffs which can be used in our daily lives. This is PHYS 222 so the labs are not that much complicated as higher level courses. In this lab we will do the experiments related to sound, speed, lengths, forces etc. This lab will help us get to know physics little better as we will not only read about it but will do experiments first hand. Also, I have always been interested in the physics because most of the things in this universe follow the laws of physics. It is very fascinating to see for example, a light feather and a coin fall at the same speed in vacuum which seems very strange. So, I am here to know physics a little better.",0,['0']
I am in this class because it is required for my major of mechanical engineering. Even though I have to take this class I really enjoy learning how it is that the world works. It really fascinates me how you can actually use math to figure out how objects behave and why they behave like that. As an intro course I hope to learn the basics of learning how to calculate motion in objects and be able to do it confidently. Ever since I took physics in high school I became very intrigued by the concepts that exist all around us on earth. I really hope that this course will help me expand my understanding of physics by introducing new techniques like using calculus to solve problems. This being the biggest difference between this course and my high school class. I look forward to having a good and productive learning experience in lab to help me really grasp the concepts taught in lecture.,0,['0']
I am here because I have this feeling I would like to be an architect and draw up residential buildings. When drawing up floorplans and starting construction it is important to understand the physics aspects of the building properties. In order to create a design I will need to understand the correct combination of materials in a formation which will give me enough strength to support the top load. I would prefer not to go to school and learn on the job but despite my preference I have to go to school in order to live a life of drawing layouts and floorplans.,0,['0']
"I am here to further my education and expand my boarders of knowledge. Not only that, but also because this is a required course for my major, but I do enjoy physics. Through this class and every class I expect them to only add to my experience needed for my educational pathway. I believe that there is always something meaningful that is brought into every class. Which means I am gaining knowledge that is not only taught by the professor, but also from my fellow peers. Other than the fact that most people are expected to go to college in their families I think that there could be other reasons as to why people go to college and that is because college is a brainstorming environment.",0,['0']
"I am here because I'm a computer science major. I've always wanted to be a detective and work with computers so i decided to take this path. This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters. I'm also here because I want to learn and meet new people, build bonds so i can have connections in the future. I'm am here in school because i want to learn and gain knowledge so it would be easier for me. I'm also in this class because I enjoy physics and believe this class will help me with my major. Im here because its important to me to become who i want to become in the future and not be dependent on anyone but myself.",0,['0']
"The reason why I am here is to learn the fundamentals and ethnics of physics and apply what I learned in the future for any possible reason that requires the knowledge of physics. Though taking honors physics in high school I believe that learning physics in an higher level education environment will boost my knowledge about physics as a whole. Physics is one of the most intriguing subjects in my opinion and it is seen everywhere you go throught you're entire life. It is applied in almost every single situation, which is amazing. Any bit of motion from a praising walking to a rocket flying in southeast speeds and accelerations displays that physics can happen anywhere. It would be especially easier to learn about physics now and apply to my future coursesI am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU.",0,['0']
"The reason why I am in the Physics lab is because the lecture itself cannot be done without a lab, and vice versa. This is also a requirement for my major in order for me to graduate on time. I am a computer science major which involves a lot of math, and Phys 220 is the first science class that is required to be taken and it comes with a lab as well. Not only that I am taking this class to fulfill my requirement, I am also here to learn so I can adapt this skill in case I will use it again in the future. I know in the real world, math is used again time after time after you graduate. If I am not mistaken, all science class have a lab that comes with the lecture which is why I am taking this course, and it will be like this in the future for more science classes I will be taking. Science classes could be really fun sometimes, especially the lab experiments, but mostly, lab experiments can be scary since you might be working with very harmful chemicals. This sums up the the purpose of me being here.",0,['0']
"I believe I am here to better my life. I wanted to make changes to ultimately lead to a better career and a better future for me and my family. I want to be able to say I went back and finished school, but not only finished, but completed a major that most never thought I would be able to do. Computer Science has brought me to this course, while I am generally pretty unfamiliar with how Physics works in our daily lives, I am at least curious to see it calculated and derived throughout actions I do daily.I hope to be able to take away material from this course as I would any other CS course, regardless of my selected major. Although I am not a morning person, I am excited to get started and start chipping away at the lab manual!",0,['0']
"I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree. Also the course itself is something that I am interested in because I enjoy understanding the way things move and how to calculate them. Also learning Physics is important to me because it is a course that has a lot to do with my planned career. Labs like this I enjoy the most because I have the opportunity to be hands on with the concepts we learn about in lecture. Everywhere we look in the world we are surrounded by physics so it is important to understand. Performing experiments and collecting data is something that I enjoy doing in any subject. Overtime, I have come to enjoy the labs and look forward to them in my courses. I hope to do well in this class and I plan on putting a lot of effort in achieving a good grade.",0,['0']
"This question can mean a lot but the way i see this is as is, ""why am i here in college?"". When i think about it it ultimately comes down to because i want to get a degree in what i am studying, it also comes down to because i want to live the college life and explore n my own and learn from the mistakes i will be making while i am here. I am here studying computer science. Thiis is something that is shitty because i do not want to study CS. it is something my parents want me to study and i and doing so because they are paying for my classes. I want to do business management but sadly i cant. Hopefully in the future i will be able to get into a masters program and be able to do what i want.",0,['0']
I am here at SF State taking Physics 222 because I want to pursue a career in engineering. I want to graduate with a Bachelor of Science degree in Civil Engineering. I want to make my parents proud and improve their lifestyle. I want to bring more wealth and knowledge into my family household and be a role model for my younger siblings. I am the first person in my family to go to college and I will be the first one to graduate as well. I want to have a career that I enjoy and can provide me with wealth to be able to support my family. I am taking physics because I will need it in order to pursue my major and I want to expand my knowledge in the field of math and sciences. I want to be able to work together with my peers during lab so that I can learn from them and develop my skills as an engineer.,0,['0']
"Not everyone can attend college to make a good life out of them,fortunately I am attending college and am really thankful for this opportunity. I am here in college today because I want to eat a comfortable life for my future self. Now a days there arent many good paying jobs that hire a Person with just a high school diploma unless you get lucky. Going to college and doing well will give me more opportunities, jobs obviously but also more experience in so many ways and last but not the least enough money to start my own family someday. I am learning to become more independent, since I live on campus. I have started to do everything on my own, pay some of my own bills, cooking, etc,. So this is why I am here at SFSU majoring in Civil Engineer. And when I graduate from college I want my background to make a good impression to impress my employer.",0,['0']
"I am here because I need to take this class for my major, mechanical engineering. I'm also taking physics because it directly relates to what I want to learn. Physics has a great deal to do with energy and after I graduate I would like to work with that as an emphasis. This class just happens to be one of the classes I need to take to learn those things, as well as move on to more complicated material in the future. I'm also at school today because I have calculus 3 in the morning that I need to be at so It's convenient to come to this one on Tuesdays. I'm at sfsu on the other hand because it suits me the most considering my financial, social, and academic standing and preferences.",0,['0']
"Ever since I was young I did not really like the idea of school and maybe it was because I was just a lazy kid. However as I got older I began to realize that education is very important. I am currently here at SFSU majoring in mechanical engineering because my parents have been providing for me my whole life and I just want to be able to grow up and find a good paying job so I can finally repay my debt to my parents. Basically the only reason I am still pursuing a higher education is because my parents. I am also pursuing a higher education so I can become smarter because I feel like not going to college is a waste of time since its harder to find a job without a degree. Also another reason why I am here is because I want to meet new people and eventually become good friends with people who were once strangers. In conclusion, I am here because I am doing it for not only my parents but also for me.",0,['0']
"I am here because of social norms, because of the need to, because of family. Education is something valued and normalized in today's society. Before, education was only for the elite, for the people who could afford it. Even now, there are many people who can't afford to attend school and want to while others who can attend school but throw away their chances by not trying hard. I'm never the studious type nor am I the type to believe education holds that much power over someone's life. The question of ""why am I here"" can be answered in so many ways but I think that it doesn't really matter WHY we are here but instead that we are already here.",0,['0']
"Why am I here?I am here because I wanted a significant change in my life. I wanted to move out of the small town that I was living in and discard old habits and beliefs I possessed. I came to San Francisco to change the person that I am. To get a better and broader perspective of life. I have changed so much since I moved here. My friends, which some are from SoCal and others are from here, have made a significant impact in my life. These changes that have impacted my life has got me wanting to share it with the people back at home.",0,['0']
"Why am I here? That's a good question. I often wonder what is my purpose for living. I have to blame my mom. One moment I'm resting peacefully in a warm bath. The next moment I'm being crushed by my mothers uterus. I tried to put up a fight, but I lost. The next thing I know I'm out in the real world. I can barely remember anything about my life. I only have bits of memories from growing up. They feel like small little flashbacks when I try to think back. Here i am now, trying to remember why am I here. I really don't know why I'm here. Im usually lost in my head, and that leads me to feel lost in life. To be honest, I'm here pursuing a degree that I don't even care about anymore. I'm just going through the requirements to get a piece of paper so I wont have my parents breathing down my back. After I graduate I don't know what I really want to do.",0,['0']
"When I read why am I here, the first thing that came mind was that I am here because this lab is required to be taken while I take physic 230. Then I wondered why I was taking physic 230 and remembered it was a prerequisite for my major. Then I wondered why I chose this major over others, and realized because I love machinery. Then I wondered why I love machinery, and realized it was because I loved cars. Then I wondered why I like cars so much and realized that three of my uncles and my grandpa were engineers. It made me remember when I would help my uncle work on his car, or see my grandpa work on fixing things or creating things like his solar cooker. Nows after reflecting my choices to answer the question of why I am here, I guess the answer is because I want to be here.",0,['0']
"To be honest, Im here only because my major requires me to pass this class. Although Im not taking this class voluntarily, I understand the importance of this lab. My major is computer science. We cant deny that the computer has a huge relationship with physics. We have to understand some physics knowledge to know better about computers. I grew up in China, the high school there requires students to learn physics as well. The difference is: Chinese high school emphasize physical theory much more than physical lab. We put so many efforts on solving equations, but only went to lab once or twice per semester. Thus, physics is merely an alternate version of math to us. However, physics is never meant to be like math. Math has its own charm, so does physics. By doing physics lab, we can relate equations to our lab observations. And if the result is matching the equation, I not only would feel happy, but also rewarding. All in all, I am here because physics is a requirement for me, but it doesnt change the fact that this is fun class to take.",0,['0']
"I am here to learn about physics that are related to my major, which would be able to help me after my educations. I personally like physics myself so attending this lab is fun to me. This lab is also an opportunity for me to make friends and improve my ability to communicate. Physics is also a part of everyday life so learning it can improve the normal life itself.",0,['0']
"""Why am I here"" is quite the openended question, and so for my answer I will choose to answer specifically. I'm here because, according to the Bachelors of Computer Science degree requirements, I need PHYS 232. At this point, I don't 'need' a B.S. in C.S., but A: it would be better to have one than to not and B: this has been something I've been working for for just over 5 consecutive years. To not get a degree now would be a monumental waste of both effort and funds. As to why I'm in this specific section, it is simply because it fits the best with my schedule. I always thought it was funny, because throughout school some of my friends and classmates would choose classes and professors based on either wordofmouth about which professor was easy and which was difficult, or through a service like ratemyprofessor. Having been working my entire college career, I never really got an option about which teacher to takemore times than not, it came down to when I was free, and when my schedule could be shifted to make it work.",0,['0']
"I am here because I chose to be here. I believe that by attending San Francisco State University I have decided to attend here. It was my choice. Why it was my choice is because I dont know. This is a streamofconsciousness, that means I will not be graded on the choice of my words. The speed at which Im typing is probably at around 50 words per minute. Thats not a abritaray number. Iroronically, it is a arbritary number. I believe that physics will enrich my life in so many ways. I believe calculus will enrich my life in so many ways. Walking down the streets of Oakland to catch the bart from fruitvale bart station can be very exciting since I know all this physics things. I can calculate the distance it takes from the house to the bart station. This is reflective journaing on why I am here the great philisopical question.",0,['0']
I am here because I like to know how the world works. Learning about the world in a lecture can be really boring at times even if you are interested in the subject. In lab you are able to work with electricity and magnetism physically and manipulate things to see how they go. With experimentation we are able to get a more solid feel for how things work than just going off of theory. I am also here because as a part of my major I need to take these courses as they are required. I hope that these classes help me understand more of what I need to know in order to graduate. With my degree I plan to get a good career and pay off my loans. Afterwards Ill use my skills and knowledge to find a career that works more for me or that I enjoy more that still can support my financial needs.,0,['0']
I am here because I have goals and ambitions that I want to achieve to make my support system happy. My support system is my parents. Yes they did encourage and force me to choose my major but I do find interest in it. I want to live to my full potential not anyone who has talent and knowledge and not apply it to their life. I want to do that by implementing these qualities to my daily life to become who I want to be. I want to be an Engineering for the future. But currently right now i found another purpose of my years here. I want to be part of a community and make an impact in it. Peoples lives matter to me and i want to make a change. I dont want to be known as that person who is something in particular. I want to be known as that person who is something and did something about it. I want a title but the authority to be that person.,0,['0']
"If I am going to be completely honest Im here to fulfill my requirements in order to graduate. Although I find physics interesting I wouldnt choose to take it on my own if it were not required of me. As a computer science major I understand the importance of understanding physics but do not see myself utilizing all of the formulas and information I learn here in the future. Although I would not choose to take this class on my own, I would not say that I hate the class completely. Being able to work through tough problems with fellow classmates teaches me how to work hard and do it alongside my peers. These are valuable skills that will definitely help me later on in life and going through a rigorous class will only help foster these skills even more. If I ask myself why am I here? the answer is not only that I have to, but also because I want to.",0,['0']
"I am here because I wish to pursue my education and learn more about computer technology and engineering. With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science). My goal in SFSU is to study hard in all of my classes, expand my knowledge as much as possible, and get a better understanding of the concepts of math and physics. I have always been fond of math and physics since high school, and I continue to look forward to learning more in this class as well as my lecture. Even though physics is only a prerequisite to my computer science classes, I do feel like physics is an important concept to learn in order to know how our world works, and because of this it is important for me to take this class, as well as my others, seriously.",0,['0']
"I am taking this class not only because it is a requirement for my lecture physics class, but I feel like I can take something out of this class as well. Examples could be the lab experiments we will be undergoing throughout the semester to help further my understanding in my lecture class and my own knowledge. So far in the first lab we underwent electromagnetism and charges. To understand having two of the same charges repel each other while two different charges attract. This is because protons and electrons want to connect with each other, forming bonds. I can remember from last semester when I took your class that I learned how to calculate error analysis and standard deviation. The reason why we learned from before this is because our measurements do have some sort of human factor that relates towards our errors in the experiments we do. In another lab I learned under your teaching was about how to calculate area, volume, and density using the formulas given. Overall I am looking forward to see what the next lab experiments will be like for this level of physics.",0,['0']
"I am here in physics 232 lab because I want to learn more about physics and how it works. I am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements. Physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material. I am also here in this lab to get a better understanding of the material and to ace this class. I am going to work very hard in this class to achieve this. I will also make sure I understand all the material because physics is a tough subject. Physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind.",0,['0']
"As a kid growing up in the East Bay Area, I always aimed for a prestigious career path because I was unsatisfied with my upbringing. I was the product of a divorced family, my mother was a bartender, my dad wasnt around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me. I spent much of my time outside of the house trying to stay busy. I never viewed my situation as traumatic or permanent but merely a starting point for something valuable. I knew that I wouldnt allow myself to end up impoverished, victimized, or addicted. Towards the end of high school I found out that through hard work in my studies, I would be able to reach my goals and even provide the next generation of my family the opportunity to enhance their living standards as well. In the future I hope to be able to provide my children, nieces, and nephews the ability to get an education in a competitive field so that they can have success as well.",0,['0']
"When asked why I am here I automatically think about all the reasons that I am attending college. College is not only a way for me to advance my knowledge in many different areas but also to help me enter a field of work to hopefully find a long career in. Going to college isnt only for ones self either, as having a college education will help anyone provide for their potential families they may have some day. Also on top of learning college is a place that you can network and make connections to people from different places to broaden your point of view socially and in some ways politically. So when thinking of why I am truly here I guess it is to help give myself opportunities for my future and the future of a family I will have someday. College so far has truly been a very life changing experience for me.",0,['0']
"Why am I here, I am going to answer this in an existential crisis type of way. Theres no real reason that I can think of as to why Im here at this specific point in time and place. The closest thing that I can think of is that we are all really here by chance and it is up to us to determine our purpose. We are destined for great things if we truly believe that we are and are able to determine our own purpose. I dont think that there is some larger divine plan because that would be too perfect, and the world as we know just isnt perfect. So to conclude, I think I am here for a reason that I have to come up with at some point in my life. Most likely, I will draw from my life experienced to find the true reason that I find myself here.",0,['0']
I am in this lab section to complete the lab requirement of Phys 230 to proceed with the rest of my academic learning. I am also here to see and experience the application of the concepts that I learned in the lecture to better understand the science. The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm. I am mainly interested in working on cybersecurity and artificial intelligence. And to accomplish my goals I am taking the required courses for my major and any other course that I will need to advance my knowledge in cybersecurity and artificial intelligence. I have always been fascinated to work in cybersecurity and work with AI. Those are the main reason why I am here in this physics lab section so that can obtain my degree.,0,['0']
"I am here because this lab is a requirement for my major in Computer Science here at San Francisco State University. I intend to become a software engineer so I honestly have no idea how electric fields and charges have anything in common with it. I want to help create and code video games and for me personally, it doesnt feel like Physics 230 and 232 will give me the knowledge for that. The Physics classes here feel more like they take time away from learning how to code and focusing on things that stray away from my future career. I hope this subject will teach me at least something valuable I can use in becoming a software engineer.",0,['0']
"I feel like the reason I am on this planet is to try to impact the others around me in a positive way and to leave this world in a better condition that it already is. Finding my purpose to live is an ongoing thought that I dont think about everyday but is a thought in the back of my head when I wake up every morning. Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arent technologically advanced. Id want to teach kids how to program, code, and how to think because technology is going to be everywhere. The only tech course I had growing up was in middle school and I only learned how to type and navigate through a computer. So Id want to fund a course that would teach more computer science to kids either in a curriculum or at an after school program. In the end I would want to leave a legacy so my kids know that I did my work on this planet and to influence them to want to leave their mark.",0,['0']
"I am here to learn. I am here to make meaningful connections with people. I am here because I want to be able to be successful in the future. And I am here to ensure that my future involves me being happy and also being comfortable. In my major, computer science, I am hoping to gain an internship to make my chances better at achieving that goal of success and fulfillment, but at the moment, my goal is to meet new people within my organization, the Asian Student Union, and to also have at least a 3.5 GPA for this year. I want to be able to leave San Francisco State University with connections to people in my major and people not in my major to build a network that I can connect to anytime. I also wish to give back to my parents who worked and even passed up buying a house so that my brother and I can go to college without much debt. I am here to succeed.",0,['0']
"""Why am I here?"" The obvious reason why am I here is because this class is required to take for my physics class 230. However, this lab class provides me more opportunity to understand and explores the daily life of physics. We are living in a world that involved physics and we dont even know about it. I am in this class to learn more different kinds of methods and to use appropriate method to solve complicated physics problem. I also wish to learn more about physics and to work with teammates to finish the lab experiments. With taking this class, it also helps me to understand the formula or theory that I used in my physics class. Each experiment in this class helps me to improve my knowledge in physics and physics is important because it helps us to understand our world better and even improve life by giving us technologies. This class also helps me to develop critical thinking and math skills. It brings me clarity in the mind of the basic concept of physics and helps me to understand and memorize.",0,['0']
"Why am I here? I am in Physics 232: General Physics with Calculus II Laboratory for many valid reasons. First of all, I need this class to fulfil my units because in order to be qualified for Financial Aid, I must need at least 12 units and above. Although this class is only 1 unit, it helps me reach to my requirement. Second, I also need this class as a prerequisite for my Engr 205: Electric Circuits which Im planning to take in Spring Semester. In addition, this class is also a prerequisite for my major in computer engineering. Last and most importantly, I am here to learn what physics is all about. I also want to have a chance to work closer with my classmates as a team, to make friends and to learn from each other. I hope that by the end of this semester, I will be able to absorbs most of the knowledge from the labs and lectures and the apply those knowledge in real life scenarios.",0,['0']
"The question Why am I here? is a very broad question. The way I interpret the question is either as a philosophical question or asking why I am actually in the class. To answer why I am in a physics course, it is simply because it is a prerequisite for my engineering courses. I am in Physics 230232 because I have to take this class in order to take other classes for the future. However, to answer it philosophically, I dont know why I am here. Although, I do believe that everyone has their own purpose and that life has a way of leading you to where you need to be. Maybe I am here because there is something important that I need to do with my life. This means that I cannot waste my life and have to live my life to the fullest, whether that be doing something that I love for the rest of my life or just experiencing new things and having fun in general.",0,['0']
"Why am I here Im here to learn more about physics by visually and experimenting in real life. In physics class, it could get hard to understand the concept just by lecture. This lab could provide me with visual which makes it easier to understand. Im hoping I will also be applying the concepts I learned to in real life examples. In lab, we do many experiments which involves real life examples and scenarios which can explain how things works around us. Additionally, this lab is a stressfree class since we dont have midterm and final, which inspires me to come to class and learn every day. This lab involves group work, which is very helpful skills to have. Im hoping to work and interact with my group and develop my skill more.",0,['0']
"Im in this class mostly is because I need to take it as a sideclass for my physics calculus II 230, and I believe most people in the class are whether majoring in computer science or mechanical engineering. I would say these majors are considering ones of the hardest majors in universities. After I have taken the pervious physics classes, I feel now the labs are not that awful as I would expect. Theoretically, it is considered to be the supporting role for me to digest the physics concepts which I learned from 230. I also notice that not every lab is as interesting as checking instagram, but I do want to get out something which can be used whether in the long term future or the upcoming exams for physics. And these could probably tell why Im (enroll) in this class, its to prepare my future self.",0,['0']
"Why am I Here? I am here because I want to get a degree in computer science and this class is a requirement. I am in San Francisco in classes in order to achieve higher education and to succeed later in life. I want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve. Being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful. If you dont have the persistence to keep going, someone else is going to take your spot, and get a leg up on you. Coming to this physics lab keeps me on my toes, and I never know what to expect when I show up, but its usually a virtual lab.",0,['0']
"Why am I here? I am here in this electricity and magnetism class and lab because it is part of my graduation requirements. Although that is why I am taking the class, I have great interest in learning physics, and would take modern physics if I had the opportunity. I think learning and understanding how the world works is important; we all have some innate desire to know the origins of our existence, and physics is a means to that end. There may be times when a theory doesnt work out but thats okay because science is a lot of failure and few successes. I think electricity and magnetism is often overlooked even in todays technological age because its on such a small scale, and I think its amazing how we are able to utilize something we cannot directly touch and see.",0,['0']
"Physics Why Am I Here? I am here to learn about physics in depth and observe the principles we learn in everyday classes and practice the logic behind the essential physics concepts. I feel like the physics is at the center of life whatever we do, whether if its driving, walking or even when I am writing this essay. I am here to understand the use of the physics and get better the apply these concepts in computer engineering, like electricity, magnetivity and other principles to make computers work and efficiently learn these topics. Despite, all these concepts that is definitely interesting, I feel physics can be sometimes hard to be understood with all the details and mind boggling questions it includes. Yet, these concepts will be an important part of my work I will be doing in the future. Thus, I am here to learn physics and more to get better. Why Am I Here?",0,['0']
"Honestly, Im really confused about this question because Im not sure if its asking with a philosophical tone or asking why am I here in the class, but I will assume the first. No one really knows why were here or why were living on this planet or in this universe; to me, the fact that there are no correct answers or no true meaning, we as a species give meaning so that theres a purpose to the things we do. We have values in things like accomplishments and materials. And I dont know why I am here, being born into this life,in this state, country etc. Was it just by chance that I was born with more privileges than others? Is my fate designated to this life? I could be born in a different country and ask the same thing. And in all honesty, Im just seeing where everything takes me, because I dont know why Im here, so I might as well go where the wind takes me and to my best in how I want to live my life.",0,['0']
"Why am I here? Im here right now because I need to be here. People around the clock trying to decide what aspects of their lives involve only needs or wants. In my case, being part of a university has never been a want but a need since I started studying. Is not that I hate studying, but the fact that I dont love it makes it even harder to comprehend why am I here. The reason I study lies in the constant fear of failure I acknowledge in myself. Must people study to get money, fame, or a stable life, and to be real with you, studying is nothing more to me that a goal I need to achieve to make a person happy, myself. I need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side. A degree will make me advance towards what I need to be, and studying is just a medium. That is why Im here.",0,['0']
"I am here because it is a class that is required for my major. I don't resent physics per say, I was just never very good at it when I take a look at my past experiences in academia. It is not like I don't have any interest at all either, I know how physics is quintessential to basically how our entire world works and understanding physics gives us a key to a better understanding of the world. I do have a bit of interest into how planets behave and general astronomy interests that sort of fall into the category of physics. There are a lot of concepts in physics that interest me a lot like how atoms behave and how charges work. I think I will enjoy this semester a lot more due to the fact that theres more of an appeal to me. The fact that we cant see these forces at work adds a bit to the mystery and excitement of this material. While it is required of me to take this class, I very much do look forward to learning about the type of physics we cant see much of and learning how this is applicable to everyday life.",0,['0']
"I am here taking Physics 230 because my experiences in Physics 220 last semester were satisfactory and I find some interest in the subject, even if said interest isn't too much. There are many parallels that can be drawn between Physics and my choice of major (math with a concentration in teaching), specifically the numerics involved, but in my time taking Physics I've discovered that the math involved in Physics takes a different, more complex form than in Calculus despite using Calculus concepts. This has raised some interest within me as to how the math is applied differently, not to mention the topics covered in the class in general. Physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but I am nonetheless interested in the content and try to keep an open mind as I study it.As for college in general, I am here because I wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people I meet along the way. Gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future.",0,['0']
