sentence,phrases,label
although this course is simply a requirement i hope to learn something beneficial and change the way i think about things,['I am here at San Francisco State to recieve a formal education and strive for my ba in computer science'],0
with a small background that only includes a highschool physics course i feel ill prepared,['I am here at San Francisco State to recieve a formal education and strive for my ba in computer science'],0
"i am here because i want to learn, ive taken ap physics before in high school but struggle","['In addition, I want to become an engineer someday ']",0
physics has always interested me because i am someone who is looking at how things work,"['In addition, I want to become an engineer someday ']",0
i feel like physics is a good combination of math and science versus other science classes iíve taken before,"['In addition, I want to become an engineer someday ']",0
it also makes more sense because a lot of concepts we can visualize and experience in our day to day life,"['In addition, I want to become an engineer someday ']",0
"in addition, i want to become an engineer someday and that starts with me learning basics physics concepts that are going to be applied to my career","['In addition, I want to become an engineer someday ']",1
"while im here i can obtain a lot of useful ideas, some i can apply to my day to day life","['In addition, I want to become an engineer someday ']",0
such as forces acting on an object,"['In addition, I want to become an engineer someday ']",0
which has helped me in riding a motorcycle knowing what some outcomes might be in certain situation (braking in a corner),"['In addition, I want to become an engineer someday ']",0
overall i enjoy science ever i was in middle school where i built a structure that could survive a san francisco earthquake,"['In addition, I want to become an engineer someday ']",0
that has been a memorable experience that i want to expand on,"['In addition, I want to become an engineer someday ']",0
i am here in this class to fulfill my requirements for my bachelor degree in computer science,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],1
but i also find math facilitating how you can just understand people by simple integers,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
so i think that physics with math really get the whole perception of what we are ,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
explains how things work and pretty much in my eyes how why it works through math,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
itís pretty interesting to understand the way things work,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
iím hoping to understand and capture the understanding of everything,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
but i really want to learn somethings that i can take outside of this class and say woah thatís co and want to teach someone else,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
i just wish the class was longer bc if you sit in the back you are screwed,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
also every time iíve went to get the lab manual it was difficult they are always closed,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
apparently my schedule that i have does not meet the hours they are open so itís difficult to get materials ,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
it would be nice if the teacher sold the class set the second day of class to ensure everyone has the materials needed,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
but thatís asking a lot homestly but most of us as college students work and itís difficult to go around it sometimes,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
but i love this class so fr and the teacher seems really nice and fun,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
very enthusiastic about teaching which i live because some teachers are like ìthis is just my paycheckî and do not care,['I am here in this class to fulfill my requirements for my bachelor degree in computer science'],0
"firstly, i am here in the class to meet the requirements to obtain my bachelorís degree from san francisco state university","['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",1
"my thoughts on ìwhy iím hereî as in my physical existence, is a question i have always had (as iím sure lots of others have asked themselves at one point in their lives), but i never went further than asking myself that question and wondering why","['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
"íwhy i'm hereí then begs the question, who am i","['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
what is my identity,"['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
how did i get here,"['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
"i†think this class will be very informative as it will help me understand the world better, and that will in turn help me better understand who i am","['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
"by applying the scientific reasoning behind how things work, i can use that knowledge in real world situations, like finding proper measurements of an object to find further information on that object, which then can be used for other purposes","['Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University']",0
parts of why i am here has a lot to do with the universe and life trials that lead me astray just to bring me back to pursue my education but as a computer science major this time,['to pursue my education but as a Computer Science major this time'],1
"although physics is a requirement for my major, i love science and always have as a child growing up",['to pursue my education but as a Computer Science major this time'],0
"i am more present than before now that i have an internship at ucsf to do medical research, which is amazing because now i can actually apply what i am learning to something meaningful to help others by giving a voice to under represented minorities in and through research",['to pursue my education but as a Computer Science major this time'],0
† it is really important to have meaningful projects to apply what we are learning because we can help our society in some way,['to pursue my education but as a Computer Science major this time'],0
i always think if every class on campus took real life issue and had their classes look for solutions to solve them and actually apply them in our city what beautiful change we could see,['to pursue my education but as a Computer Science major this time'],0
"i am not just here but i am present, to learn what i can to help the world in my own way through science, through justice, and from the heart",['to pursue my education but as a Computer Science major this time'],0
"i am here to further my education, to help myself get a degree and to provide myself with a better opportunity to have a well paying job once i graduate","['I am here to further my education, to help myself get a degree and to provide myself with a better opportunity to have a well paying job once I graduate', '']",1
i am here in this class because it is a requirement for my degree and it it also going to help me during my physics class during the year,"['I am here to further my education, to help myself get a degree and to provide myself with a better opportunity to have a well paying job once I graduate', '']",0
the reason i am here is because i am an engineering major,"['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",0
to be more specific i am studying civil engineering in hopes of working in the structural engineering field in the near future,"['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",1
i hope to pass this lab along with the physics 220 to be one step closer on graduating and working in the career i envision myself doing,"['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",0
"with the right push from friends, family and others, i have successfully made it this far into my studies in order to pursue my dream and make something of myself within my community","['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",0
† i am here on behalf of those cheering me on to accomplish the† completion of higher education; an opportunity some are not given,"['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",0
"i love the creativity and mathematics filled environment where i have a blast playing around with graphs, equations etc","['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",0
i am here to graduate and become a civil engineer,"['To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future', '', 'I am here to graduate and become a civil engineer', '†']",1
i am here because i have this feeling i would like to be an architect and draw up residential buildings,['I am here because I have this feeling I would like to be an architect and draw up residential buildings'],1
when† drawing up floorplans and starting construction it is important to understand the physics aspects of the building properties,['I am here because I have this feeling I would like to be an architect and draw up residential buildings'],0
in order to create a design i will need to understand the correct combination of materials in a formation which will give me enough strength to support the top load,['I am here because I have this feeling I would like to be an architect and draw up residential buildings'],0
i would prefer not to go to school and learn on the job but despite my preference i have to go to school in order to live a life of drawing layouts and floorplans,['I am here because I have this feeling I would like to be an architect and draw up residential buildings'],0
i am here because i'm a computer science major,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",0
i've always wanted to be a detective and work with computers so i decided to take this path,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",0
this class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",1
"i'm also here because i want to learn and meet new people, build bonds so i can have connections in the future","[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",0
i'm am here in school because i want to learn and gain knowledge so it would be easier for me,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",0
i'm also in this class because i enjoy physics and believe this class will help me with my major,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",0
im here because its important to me to become who i want to become in the future and not be dependent on anyone but myself,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters"", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",1
the reason why i am here is to learn the fundamentals and ethnics of physics and apply what i learned in the future for any possible reason that requires the knowledge of physics,['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],0
though taking honors physics in high school i believe that learning physics in an higher level education environment will boost my knowledge about physics as a whole,['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],0
physics is one of the most intriguing subjects in my opinion and it is seen everywhere you go throught you're entire life,['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],0
"it is applied in almost every single situation, which is amazing",['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],0
any bit of motion from a praising walking to a rocket flying in southeast speeds and accelerations displays that physics can happen anywhere,['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],0
it would be especially easier to learn about physics now and apply to my future courses†i am also here because it is one of the required courses that i must take in my academic pathway to graduate with my engineering degree here in sfsu,['I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU'],1
i am here to complete my courses in order to move on in achieving my goal of obtaining my engineering degree,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],1
also the course itself is something that i am interested in because i enjoy understanding the way things move and how to calculate them,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
also learning physics is important to me because it is a course that has a lot to do with my planned career,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
labs like this i enjoy the most because i have the opportunity to be hands on with the concepts we learn about in lecture,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
everywhere we look in the world we are surrounded by physics so it is important to understand,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
performing experiments and collecting data is something that i enjoy doing in any subject,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
"overtime, i have come to enjoy the labs and look forward to them in my courses",['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
i hope to do well in this class and i plan on putting a lot of effort in achieving a good grade,['I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree'],0
"this question can mean a lot but the way i see this is as is, ""why am i here in college",['i want to get a degree in what i am studying'],0
"when i think about it it ultimately comes down to because i want to get a degree in what i am studying, it also comes down to because i want to live the college life and explore n my own and learn from the mistakes i will be making while i am here",['i want to get a degree in what i am studying'],1
i am here studying computer science,['i want to get a degree in what i am studying'],0
thiis is something that is shitty because i do not want to study cs,['i want to get a degree in what i am studying'],0
it is something my parents want me to study and i and doing so because they are paying for my classes,['i want to get a degree in what i am studying'],0
i want to do business management but sadly i cant,['i want to get a degree in what i am studying'],0
hopefully in the future i will be able to get into a masters program and be able to do what i want,['i want to get a degree in what i am studying'],0
i am here at sf state taking physics 222 because i want to pursue a career in engineering,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",1
i want to graduate with a bachelor of science degree in civil engineering,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",1
i want to make my parents proud and improve their lifestyle,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
i want to bring more wealth and knowledge into my family household and be a role model for my younger siblings,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
i am the first person in my family to go to college and i will be the first one to graduate as well,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
i want to have a career that i enjoy and can provide me with wealth to be able to support my family,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
i am taking physics because i will need it in order to pursue my major and i want to expand my knowledge in the field of math and sciences,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
i want to be able to work together with my peers during lab so that i can learn from them and develop my skills as an engineer,"['I am here at SF State taking Physics 222 because I want to pursue a career in engineering', 'I want to graduate with a Bachelor of Science degree in Civil Engineering']",0
why am i here,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
that's a good question,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i often wonder what is my purpose for living,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i have to blame my mom,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
one moment i'm resting peacefully in a warm bath,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
the next moment i'm being crushed by my mothers uterus,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
"i tried to put up a fight, but i lost","[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
the next thing i know i'm out in the real world,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i can barely remember anything about my life,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i only have bits of memories from growing up,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
they feel like small little flashbacks when i try to think back,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
"here i am now, trying to remember why am i here","[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i really don't know why i'm here,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
"im usually lost in my head, and that leads me to feel lost in life","[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
"to be honest, i'm here pursuing a degree that i don't even care about anymore","[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",1
i'm just going through the requirements to get a piece of paper so i wont have my parents breathing down my back,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
after i graduate i don't know what i really want to do,"[""To be honest, I'm here pursuing a degree that I don't even care about anymore""]",0
i am here because i have goals and ambitions that i want to achieve to make my support system  happy,['I want to be an Engineering for the future'],0
my support system is my parents,['I want to be an Engineering for the future'],0
yes they did encourage and force me to choose my  major but i do find interest in it,['I want to be an Engineering for the future'],0
i want to live to my full potential not anyone who has talent and  knowledge and not apply it to their life,['I want to be an Engineering for the future'],0
i want to do that by implementing these qualities to my  daily life to become who i want to be,['I want to be an Engineering for the future'],0
i want to be an engineering for the future,['I want to be an Engineering for the future'],1
but currently  right now i found another purpose of my years here,['I want to be an Engineering for the future'],0
i want to be part of a community and make  an impact in it,['I want to be an Engineering for the future'],0
peoples lives matter to me and i want to make a change,['I want to be an Engineering for the future'],0
i dont want to be known  as that person who is something in particular,['I want to be an Engineering for the future'],0
i want to be known as that person who is  something and did something about it,['I want to be an Engineering for the future'],0
i want a title but the authority to be that person,['I want to be an Engineering for the future'],0
i am here because i wish to pursue my education and learn more about computer technology and engineering,"['With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science)', '']",0
with this in mind i plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science),"['With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science)', '']",1
"my goal in sfsu is to study hard in all of my classes, expand my knowledge as much as possible, and get a better understanding of the concepts of math and physics","['With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science)', '']",0
"i have always been fond of math and physics since high school, and i continue to look forward to learning more in this class as well as my lecture","['With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science)', '']",0
"even though physics is only a prerequisite to my computer science classes, i do feel like physics is an important concept to learn in order to know how our world works, and because of this it is important for me to take this class, as well as my others, seriously","['With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science)', '']",0
i am here in physics 232 lab because i want to learn more about physics and how it works,['I am a computer engineering major that wants to get my degree'],0
i am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements,['I am a computer engineering major that wants to get my degree'],1
physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material,['I am a computer engineering major that wants to get my degree'],0
i am also here in this lab to get a better understanding of the material and to ace this class,['I am a computer engineering major that wants to get my degree'],0
i am going to work very hard in this class to achieve this,['I am a computer engineering major that wants to get my degree'],0
i will also make sure i understand all the material because physics is a tough subject,['I am a computer engineering major that wants to get my degree'],0
"physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind",['I am a computer engineering major that wants to get my degree'],0
i am in this lab section to complete the lab requirement of phys 230 to proceed with the rest of my academic learning,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
i am also here to see and experience the application of the concepts that i learned in the lecture to better understand the science,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
the reason why i am here is to continue with acquiring my degree so that i can eventually apply for a programming job at a software firm,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",1
i am mainly interested in working on cybersecurity and artificial intelligence,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
and to accomplish my goals i am taking the required courses for my major and any other course that i will need to advance my knowledge in cybersecurity and artificial intelligence,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
i have always been fascinated to work in cybersecurity and work with ai,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
those are the main reason why i am here in this physics lab section so that can obtain my degree,"['The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm', '']",0
i am here because this lab is a requirement for my major in computer science  here at san francisco state university,['I intend to become a software engineer '],0
i intend to become a software engineer so i  honestly have no idea how electric fields and charges have anything in common with it,['I intend to become a software engineer '],1
"i want to help create and code video games and for me personally, it doesnít feel like  physics 230 and 232 will give me the knowledge for that",['I intend to become a software engineer '],0
the physics classes here feel  more like they take time away from learning how to code and focusing on things that  stray away from my future career,['I intend to become a software engineer '],0
i hope this subject will teach me at least something  valuable i can use in becoming a software engineer,['I intend to become a software engineer '],1
i feel like the reason i am on this planet is to try to impact the others around me in a positive way and to leave this world in a better condition that it already is,"['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
finding my purpose to live is an ongoing thought that i donít think about everyday but is a thought in the back of my head when i wake up every morning,"['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
"since i am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as zynga, activision, or blizzard, but my side goal was to give back to low income communities that arenít technologically advanced","['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",1
"iíd want to teach kids how to program, code, and how to think because technology is going to be everywhere","['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
the only tech course i had growing up was in middle school and i only learned how to type and navigate through a computer,"['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
so iíd want to fund a course that would teach more computer science to kids either in a curriculum or at an after school program,"['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
in the end i would want to leave a legacy so my kids know that i did my work on this planet and to influence them to want to leave their mark,"['Since I am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as Zynga, Activision, or Blizzard, but my side goal was to give back to low income communities that arenít technologically advanced']",0
i am here to learn,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
i am here to make meaningful connections with people,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
i am here   because i want to be able to be successful in the future,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
and i am here to ensure that my future   involves me being happy and also being comfortable,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
"in my major, computer science, i am   hoping to gain an internship to make my chances better at achieving that goal of success and   fulfillment, but at the moment, my goal is to meet new people within my organization, the asian   student union, and to also have at least a 3","['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",1
5 gpa for this year,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",1
i want to be able to leave san   francisco state university with connections to people in my major and people not in my major   to build a network that i can connect to anytime,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
i also wish to give back to my parents who   worked and even passed up buying a house so that my brother and i can go to college without   much debt,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
i am here to succeed,"['In my major, computer science, I am   hoping to gain an internship ', 'and to also have at least a 3', '5 GPA for this year']",0
why am i here,['I am here because I want to get a degree in computer science and this class is a requirement'],0
i am here because i want to get a degree in computer science and this class is a requirement,['I am here because I want to get a degree in computer science and this class is a requirement'],1
i am in san francisco in classes in order to achieve higher education and to succeed later in life,['I am here because I want to get a degree in computer science and this class is a requirement'],0
"i want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve",['I am here because I want to get a degree in computer science and this class is a requirement'],0
"being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful",['I am here because I want to get a degree in computer science and this class is a requirement'],0
"if you donít have the persistence to keep going, someone else is going to take your spot, and get a leg up on you",['I am here because I want to get a degree in computer science and this class is a requirement'],0
"coming to this physics lab keeps me on my toes, and i never know what to expect when i show up, but its usually a virtual lab",['I am here because I want to get a degree in computer science and this class is a requirement'],0
"i am here taking physics 230 because my experiences in physics 220 last semester were satisfactory and i find some interest in the subject, even if said interest isn't too much",['I am here because I wish to gather the knowledge and experience to become a math teacher'],0
"there are many parallels that can be drawn between physics and my choice of major (math with a concentration in teaching), specifically the numerics involved, but in my time taking physics i've discovered that the math involved in physics takes a different, more complex form than in calculus despite using calculus concepts",['I am here because I wish to gather the knowledge and experience to become a math teacher'],0
"this has raised some interest within me as to how the math is applied differently, not to mention the topics covered in the class in general",['I am here because I wish to gather the knowledge and experience to become a math teacher'],0
"physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but i am nonetheless interested in the content and try to keep an open mind as i study it",['I am here because I wish to gather the knowledge and experience to become a math teacher'],0
"†as for college in general, i am here because i wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people i meet along the way",['I am here because I wish to gather the knowledge and experience to become a math teacher'],1
gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future,['I am here because I wish to gather the knowledge and experience to become a math teacher'],0
"honestly, iím not too sure","['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
physics is an interesting topic and i do enjoy it but iím primary here given itís a required for my major of comp sci,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
which im majoring in just because itís a job i know i can do well in and tolerate as a career,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
"†if i had the choice, i wouldnít be taking it given physics 2 is likely to be a net loss for my gpa given anything less than a straight a would be","['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
and thereís about zero chance iím getting that this semester,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
"†††††††††††††† overall, i will say iím looking forward to the class and learning the material, especially the lab portion given it should be significantly smoother then my physics 1 lab went due to different grading policies","['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
and it certainly beats taking any kinda of lower or upper division ge in terms of interesting material,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",0
"†††††††††††††† so i guess im taking the class because its interesting, gets me closer to my end goal of getting a cs degree","['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree']",1
"although i do enjoy physics and find it interesting to a certain extent, i am here mainly because i want to fulfill one of my requirements for my degree, as well as one of the pre requisites for my major","['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",1
"my major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes i have to get through; it may not be that directly related to my major, but it is a requirement that i have to fulfill","['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",1
i want to at least put in enough effort to pass the class,"['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",0
"physics applies to many aspects of life, however, so that helps somewhat in terms of having motivation to put in effort","['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",0
it also helps with problem solving skills and critical thinkingótwo very important skills to have as a software engineer,"['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",0
"while physics may not be that related to computer science/software engineering, it does help me improve with my math skills, problem solving skills, and critical thinking skills","['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",0
"i am not the biggest fan of labs, because i am not very good with my hands at all, but i am required to take a lab along with physics 230","['My major is computer science, and my goal is to become a software engineer at an established company in the bay area, and physics is one of the classes I have to get through']",0
the reason iím here taking physics 232 is because itís a prerequisite for to get my degree in civil engineering,"['The reason Iím here taking Physics 232 is because itís a prerequisite for to get my degree in Civil Engineering', '']",1
"i wouldnít say iím the most inclined towards physics, but i understand itís usefulness in learning the concepts it encompasses","['The reason Iím here taking Physics 232 is because itís a prerequisite for to get my degree in Civil Engineering', '']",0
i hope to enjoy this lab course more than previous lab classes as they generally arenít my favorite thing,"['The reason Iím here taking Physics 232 is because itís a prerequisite for to get my degree in Civil Engineering', '']",0
"i guess those are really all my thoughts, but i hope to do to put in enough work into this class to succeed and do well","['The reason Iím here taking Physics 232 is because itís a prerequisite for to get my degree in Civil Engineering', '']",0
"i donít know whether ìhereî refers to this class or this college, so i will answer both","['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",0
i am here in this class to learn more about physics in a physical way rather than in pure equations and numbers,"['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",0
i prefer labs more than lectures since i am able to move around and not be forced to sit still while some person talks at me,"['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",0
i enjoy being able to see the direct correlation between what i was taught and how it affects the world that i live in,"['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",0
the reason why i am at this school is because i want to pursue a degree in chemistry,"['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",1
"as most know right now, the environment is pretty fucked","['The reason why I am at this school is because I want to pursue a degree in Chemistry', '']",0
