Alma ID,Essay: Why I am here?,Navigational
F19.PHYS222.07.14,"I am here because this class is required for my degree. A lab is required to be taken concurrently with this physics class. I am grateful that physics is required because it allows me to have a deeper understanding of how the everyday experiences works. This class also will help the structure of the procedure of logical problem solving which is important for my major. I am here because the degree I am pursuing will improve the quality of my life. I do believe there are more efficient ways to learn compared with our current education system. I believe that education is best gained by practical experience. The majority of classes are lecture based, which involve sitting still for at least an hour to listen to theories and problems. I feel like this system is very slow for students to understand the material as opposed to hands-on experiences like this lab class. I'm looking forward to this lab because it'll provide practical experience and knowledge that lectures don't provide.",I am here because this class is required for my degree. A lab is required to be taken concurrently with this physics class. I am grateful that physics is required because it allows me to have a deeper understanding of how the everyday experiences works. This class also will help the structure of the procedure of logical problem solving which is important for my major. I am here because the degree I am pursuing will improve the quality of my life. 
F19.PHYS222.07.16,"I am her at SFSU to continue my education and graduate with a B.S. in Computer Engineering. Computers have always fascinated me and especially growing up in Silicon Valley it feels like that's where most of the jobs are heading. Earlier in life I couldn't decide what I wanted to major in but recently computer majors have expanded beyond computer science which was the catch all of the computer degree. Computer Engineering degree is the perfect balance between the software and the hardware of the computer. For a bachelor's in Computer Engineering, part of your requirement is Physics with calculus 1 and Physics with calculus 2. Since computer engineering is also an engineering degree its requirements are very similar to electrical engineering which means all the same science class. Another reason I am here is to prove to myself that I can do it, if nothing else I can definitely say that I tried!","Computers have always fascinated me and especially growing up in Silicon Valley it feels like that's where most of the jobs are heading. Earlier in life I couldn't decide what I wanted to major in but recently computer majors have expanded beyond computer science which was the catch all of the computer degree.  /%/ For a bachelor's in Computer Engineering, part of your requirement is Physics with calculus 1 and Physics with calculus 2. Since computer engineering is also an engineering degree its requirements are very similar to electrical engineering which means all the same science class."
F19.PHYS222.07.17,"When I was young, I was really into the car because my parents worked for Ford Automotive, and my father especially loves cars. I was inspired from him. I decided to study abroad when I was 14 years old. I was middle school student in Japan. I was thinking about studying abroad in the United States, so I will be able to learn latest technologies about mechanics and also IT. The reason of why I chose San Francisco, not LA, NYC...etc, is San Francisco is one of the biggest city/area about high technologies. Many tech companies such as ;Apple, Google, Tesla, settle in this BayArea. This is why I am here.","I decided to study abroad when I was 14 years old. I was middle school student in Japan. I was thinking about studying abroad in the United States, so I will be able to learn latest technologies about mechanics and also IT. "
F19.PHYS222.07.19,I am here at San Francisco State to recieve a formal education and strive for my ba in computer science. In this technological age advances in engineering and science are essential to progress forward. By taking this physics course it will allow me to take that extra step forward to achieve my goal. Although this course is simply a requirement I hope to learn something beneficial and change the way I think about things. With a small background that only includes a highschool physics course I feel ill prepared.,By taking this physics course it will allow me to take that extra step forward to achieve my goal. Although this course is simply a requirement I hope to learn something beneficial and change the way I think about things
F19.PHYS222.07.20,"Why am I here?  I am [student name], and I am an International student from India. My major here at San Francisco State University is Computer Science. Physics is one of the required courses to be complete to graduate from the University. I like experimenting things and working with hardware more than solving theoretical problems which is totally different when I am solving a software problem. I can code on complex problems and I like to do that. May be this is because I have to solved the physics problems in a bounded time limit. In this class I wish to experiment on cool stuff which can make me better understand the classroom physics. I wish to get good grades out of this class and maintain my GPA. Through this lab I also wish to see the cool stuff that happens when we understand physics in our daily lives. I hope this semester will be exciting as previous semesters here at SFSU.  Thank you",Physics is one of the required courses to be complete to graduate from the University.
F19.PHYS222.07.21,"I am taking physics because it is required for my major. I am studying Earth Sciences emphasizing in Geology, and I have taken notice in some of the major chasses that physics is being applied in the way we express some of the systems of Earth. For example, there is a lot of physics involved in ocean currents and how water is moved around the world. We also use physics to help better understand earthquakes and the displacement of the ground from tectonic activity.",I am taking physics because it is required for my major.
F19.PHYS222.08.02,I am here in this class to fulfill my requirements for my bachelor degree in computer science. But i also find math facilitating how you can just understand people by simple integers. So I think that physics with math really get the whole perception of what we are . Explains how things work and pretty much in my eyes how why it works through math. Itís pretty interesting to understand the way things work. Iím hoping to understand and capture the understanding of everything. But I really want to learn somethings that I can take outside of this class and say woah thatís co and want to teach someone else. I just wish the class was longer Bc if you sit in the back you are screwed. Also every time Iíve went to get the lab manual it was difficult they are always closed. Apparently my schedule that i have does not meet the hours they are open so itís difficult to get materials . It would be nice if the teacher sold the class set the second day of class to ensure everyone has the materials needed. But thatís asking a lot homestly but most of us as college students work and itís difficult to go around it sometimes. But I love this class so fR and the teacher seems really nice and fun. Very enthusiastic about teaching which I live because some teachers are like ìthis is just my paycheckî and do not care.†,I am here in this class to fulfill my requirements for my bachelor degree in computer science.
F19.PHYS222.08.03,"Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University. My thoughts on ìwhy Iím hereî as in my physical existence, is a question I have always had (as Iím sure lots of others have asked themselves at one point in their lives), but I never went further than asking myself that question and wondering why. íwhy I'm hereí then begs the question, who am I? What is my identity? How did I get here?I†think this class will be very informative as it will help me understand the world better, and that will in turn help me better understand who I am. By applying the scientific reasoning behind how things work, I can use that knowledge in real world situations, like finding proper measurements of an object to find further information on that object, which then can be used for other purposes.†","Firstly, I am here in the class to meet the requirements to obtain my Bachelorís degree from San Francisco State University."
F19.PHYS222.08.04,"I am here in an effort to complete the necessary requirements I need to transfer to Santa Clara University as a mechanical engineering major. Regardless if I get accepted or not the overall goal is to become one step closer in finishing the required courses to graduate with a degree, and hopefully get a good job. However, in a short term sense I am here in this lab to further learn about physics in a hands on way and get a good grade that should help boost my GPA, and prepare me for future classes including the next higher level Physics Courses. Lastly, as an engineering major I hope to get valuable information that can provide me with a better understanding of engineering in general in the work life and possibly even in the future if I choose to pursue a Masters degree. Ultimately, I am here in regards to pursuing a better future for myself.","I am here in an effort to complete the necessary requirements I need to transfer to Santa Clara University as a mechanical engineering major. Regardless if I get accepted or not the overall goal is to become one step closer in finishing the required courses to graduate with a degree, and hopefully get a good job. "
F19.PHYS222.08.05,"Parts of why I am here has a lot to do with the Universe and life trials that lead me astray just to bring me back to pursue my education but as a Computer Science major this time. Although Physics is a requirement for my major, I love science and always have as a child growing up. I am more present than before now that I have an internship at UCSF to do medical research, which is amazing because now I can actually apply what I am learning to something meaningful to help others by giving a voice to under represented minorities in and through research.† It is really important to have meaningful projects to apply what we are learning because we can help our society in some way. I always think if every class on campus took real life issue and had their classes look for solutions to solve them and actually apply them in our city what beautiful change we could see. I am not just here but I am present, to learn what I can to help the world in my own way through science, through justice, and from the heart.†","Although Physics is a requirement for my major, I love science and always have as a child growing up."
F19.PHYS222.08.06,The reason why I am here is because it is a prerequisite course for my major which is computer science. I also want to learn more about physics because the subject really interest me. I enjoy trying new things and Iíve never taken a physics course before. Also It will help me get a better understanding of the law of physics. I like doing labs because I get to collaborate with others and work on lab assignments. Working on lab assignments helps me understand physics better because I have group members that can help me out or Vice versa. This will strengthen my knowledge of physics so I can use it for the lecture portion and it helps me better understand calculus. This will help me meet other people that are in the same major or similar. We can form study groups and prepare for the next advance physics class.†,The reason why I am here is because it is a prerequisite course for my major which is computer science.
F19.PHYS222.08.07,"I am a second year student at SF State, major in Computer Science. I think the reason that I am at this Physics lab are more than one. At first, it is a requirement of GE class and my major requirement. However, I didn't think it is the most important reason. During this physics lab, I got the chance to know more scientific skills. It is a good chance for us become more confident in future class. I think it is a challenging yet interesting class, since we discover the law in different things. Our life include something contain Physics but I didnít realized before. The Phys 220 introduce me the principles and practice with class, and Phys 222 let it become the data we can see and calculate. During the process of discuss, analyze and conclude, I have more sense of how other classmate think, and what I need to improve.","At first, it is a requirement of GE class and my major requirement."
F19.PHYS222.08.08,"I am here to further my education, to help myself get a degree and to provide myself with a better opportunity to have a well paying job once I graduate. I am here in this class because it is a requirement for my degree and it it also going to help me during my physics class during the year.††",I am here in this class because it is a requirement for my degree and it it also going to help me during my physics class during the year.
F19.PHYS222.08.09,"I am a transfer student and this is my first semeter at SFSU. Of course, I'm here because this is a class on the request list of my degree. However, that is not the only reason because on the other hand, physics is my favorite subject.Therefore, even in my first semester at SFSU, I chose physics. I think you will be most likely to complete this class the best I can and from there I will be motivated for other subjects in the following semesters. When I was in high school, I was a good student of physics and was praised by many teachers. However, at that time, I rarely performed physics experiments. Therefore, I really hope that I can do this at university and I wasn't a bit bitter to register for physics class this term. I am looking forward to experiencing the interesting things in this class in the near future.","I am a transfer student and this is my first semeter at SFSU. Of course, I'm here because this is a class on the request list of my degree."
F19.PHYS222.08.10,"The reason I am here is because I am an engineering major. To be more specific I am studying civil engineering in hopes of working in the structural engineering field in the near future. I hope to pass this lab along with the physics 220 to be one step closer on graduating and working in the career I envision myself doing. With the right push from friends, family and others, I have successfully made it this far into my studies in order to pursue my dream and make something of myself within my community.† I am here on behalf of those cheering me on to accomplish the† completion of higher education; an opportunity some are not given. I love the creativity and mathematics filled environment where I have a blast playing around with graphs, equations etc. I am here to graduate and become a civil engineer.†",I hope to pass this lab along with the physics 220 to be one step closer on graduating and working in the career I envision myself doing.
F19.PHYS222.08.11,The reason I am here is because of my major. I am a computer engineer and I need this class as a requirement but I also hope to get more out of this class than just pass it. I understand that physics is In our everyday lives. I hope that this class will give me a greater understanding of how things work. I also feel that the lab will allow me to get a real life example of what is going on with the world by conducting experiments myself.,I am a computer engineer and I need this class as a requirement but I also hope to get more out of this class than just pass it.
F19.PHYS222.08.13,I am in this class because it is required for my major of mechanical engineering. Even though I have to take this class I really enjoy learning how it is that the world works. It really fascinates me how you can actually use math to figure out how objects behave and why they behave like that. As an intro course I hope to learn the basics of learning how to calculate motion in objects and be able to do it confidently. Ever since I took physics in high school I became very intrigued by the concepts that exist all around us on earth. I really hope that this course will help me expand my understanding of physics by introducing new techniques like using calculus to solve problems. This being the biggest difference between this course and my high school class. I look forward to having a good and productive learning experience in lab to help me really grasp the concepts taught in lecture.†,I am in this class because it is required for my major of mechanical engineering.
F19.PHYS222.08.15,"I am here to further my education and expand my boarders of knowledge. Not only that, but also because this is a required course for my major, but I do enjoy physics. Through this class and every class I expect them to only add to my experience needed for my educational pathway. I believe that there is always something meaningful that is brought into every class. Which means I am gaining knowledge that is not only taught by the professor, but also from my fellow peers. Other than the fact that most people are expected to go to college in their families I think that there could be other reasons as to why people go to college and that is because college is a brainstorming environment.","Not only that, but also because this is a required course for my major, but I do enjoy physics. Through this class and every class I expect them to only add to my experience needed for my educational pathway."
F19.PHYS222.08.16,"I am here because I'm a computer science major. I've always wanted to be a detective and work with computers so i decided to take this path. This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters. I'm also here because I want to learn and meet new people, build bonds so i can have connections in the future. I'm am here in school because i want to learn and gain knowledge so it would be easier for me. I'm also in this class because I enjoy physics and believe this class will help me with my major. Im here because its important to me to become who i want to become in the future and not be dependent on anyone but myself.†",I've always wanted to be a detective and work with computers so i decided to take this path. This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters.
F19.PHYS222.08.17,"The reason why I am here is to learn the fundamentals and ethnics of physics and apply what I learned in the future for any possible reason that requires the knowledge of physics. Though taking honors physics in high school I believe that learning physics in an higher level education environment will boost my knowledge about physics as a whole. Physics is one of the most intriguing subjects in my opinion and it is seen everywhere you go throught you're entire life. It is applied in almost every single situation, which is amazing. Any bit of motion from a praising walking to a rocket flying in southeast speeds and accelerations displays that physics can happen anywhere. It would be especially easier to learn about physics now and apply to my future courses†I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU.†",Though taking honors physics in high school I believe that learning physics in an higher level education environment will boost my knowledge about physics as a whole /%/ I am also here because it is one of the required courses that I must take in my academic pathway to graduate with my engineering degree here in SFSU.
F19.PHYS222.08.18,"The reason why I am in the Physics lab is because the lecture itself cannot be done without a lab, and vice versa. This is also a requirement for my major in order for me to graduate on time. I am a computer science major which involves a lot of math, and Phys 220 is the first science class that is required to be taken and it comes with a lab as well. Not only that I am taking this class to fulfill my requirement, I am also here to learn so I can adapt this skill in case I will use it again in the future. I know in the real world, math is used again time after time after you graduate. If I am not mistaken, all science class have a lab that comes with the lecture which is why I am taking this course, and it will be like this in the future for more science classes I will be taking. Science classes could be really fun sometimes, especially the lab experiments, but mostly, lab experiments can be scary since you might be working with very harmful chemicals. This sums up the the purpose of me being here.","The reason why I am in the Physics lab is because the lecture itself cannot be done without a lab, and vice versa. This is also a requirement for my major in order for me to graduate on time."
F19.PHYS222.08.20,"I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree. Also the course itself is something that I am interested in because I enjoy understanding the way things move and how to calculate them. Also learning Physics is important to me because it is a course that has a lot to do with my planned career. Labs like this I enjoy the most because I have the opportunity to be hands on with the concepts we learn about in lecture. Everywhere we look in the world we are surrounded by physics so it is important to understand. Performing experiments and collecting data is something that I enjoy doing in any subject. Overtime, I have come to enjoy the labs and look forward to them in my courses. I hope to do well in this class and I plan on putting a lot of effort in achieving a good grade.                                                                                                                     ",I am here to complete my courses in order to move on in achieving my goal of obtaining my Engineering Degree.
F19.PHYS222.08.22,I am here at SF State taking Physics 222 because I want to pursue a career in engineering. I want to graduate with a Bachelor of Science degree in Civil Engineering. I want to make my parents proud and improve their lifestyle. I want to bring more wealth and knowledge into my family household and be a role model for my younger siblings. I am the first person in my family to go to college and I will be the first one to graduate as well. I want to have a career that I enjoy and can provide me with wealth to be able to support my family. I am taking physics because I will need it in order to pursue my major and I want to expand my knowledge in the field of math and sciences. I want to be able to work together with my peers during lab so that I can learn from them and develop my skills as an engineer.†,I am here at SF State taking Physics 222 because I want to pursue a career in engineering. I want to graduate with a Bachelor of Science degree in Civil Engineering.
F19.PHYS232.02.01,"I am here because I need to take this class for my major, mechanical engineering. I'm also taking physics because it directly relates to what I want to learn. Physics has a great deal to do with energy and after I graduate I would like to work with that as an emphasis. This class just happens to be one of the classes I need to take to learn those things, as well as move on to more complicated material in the future. I'm also at school today because I have calculus 3 in the morning that I need to be at so It's convenient to come to this one on Tuesdays. I'm at sfsu on the other hand because it suits me the most considering my financial, social, and academic standing and preferences.","I am here because I need to take this class for my major, mechanical engineering. I'm also taking physics because it directly relates to what I want to learn./%/ This class just happens to be one of the classes I need to take to learn those things, as well as move on to more complicated material in the future."
F19.PHYS232.02.04,"Why am I here?†I am here because I wanted a significant change in my life. I wanted to move out of the small town that I was living in and discard old habits and beliefs I possessed. I came to San Francisco to change the person that I am. To get a better and broader perspective of life. I have changed so much since I moved here. My friends, which some are from SoCal and others are from here, have made a significant impact in my life. These changes that have impacted my life has got me wanting to share it with the people back at home.†",I am here because I wanted a significant change in my life. I wanted to move out of the small town that I was living in and discard old habits and beliefs I possessed. I came to San Francisco to change the person that I am. 
F19.PHYS232.02.06,"When I read ìwhy am I here,î the first thing that came mind was that I am here because this lab is required to be taken while I take physic 230. Then I wondered why I was taking physic 230 and remembered it was a prerequisite for my major. Then I wondered why I chose this major over others, and realized because I love machinery. Then I wondered why I love machinery, and realized it was because I loved cars. Then I wondered why I like cars so much and realized that three of my uncles and my grandpa were engineers. It made me remember when I would help my uncle work on his car, or see my grandpa work on fixing things or creating things like his solar cooker. Nows after reflecting my choices to answer the question of why I am here, I guess the answer is because I want to be here.†",the first thing that came mind was that I am here because this lab is required to be taken while I take physic 230. Then I wondered why I was taking physic 230 and remembered it was a prerequisite for my major.
F19.PHYS232.02.07,"To be honest, Iím here only because my major requires me to pass this class. Although Iím not taking this class voluntarily, I understand the importance of this lab.†  † † My major is computer science. We canít deny that the computer has a huge relationship with physics. We have to understand some physics knowledge to know better about computers.  † † I grew up in China, the high school there requires students to learn physics as well. The difference is: Chinese high school emphasize physical theory much more than physical lab. We put so many efforts on solving equations, but only went to lab once or twice per semester. Thus, physics is merely an alternate version of math to us.  † † However, physics is never meant to be like math. Math has its own charm, so does physics. By doing physics lab, we can relate equations to our lab observations. And if the result is matching the equation, I not only would feel happy, but also rewarding.  † † All in all, I am here because physics is a requirement for me, but it doesnít change the fact that this is fun class to take.","To be honest, Iím here only because my major requires me to pass this class"
F19.PHYS232.02.08,"I am here to learn about physics that are related to my major, which would be able to help me after my educations. I personally like physics myself so attending this lab is fun to me. This lab is also an opportunity for me to make friends and improve my ability to communicate. Physics is also a part of everyday life so learning it can improve the normal life itself.","I am here to learn about physics that are related to my major, which would be able to help me after my educations."
F19.PHYS232.02.09,"""Why am I here"" is quite the open-ended question, and so for my answer I will choose to answer specifically. I'm here because, according to the Bachelors of Computer Science degree requirements, I need PHYS 232. At this point, I don't 'need' a B.S. in C.S., but A: it would be better to have one than to not and B: this has been something I've been working for for just over 5 consecutive years. To not get a degree now would be a monumental waste of both effort and funds. As to why I'm in this specific section, it is simply because it fits the best with my schedule. I always thought it was funny, because throughout school some of my friends and classmates would choose classes and professors based on either word-of-mouth about which professor was easy and which was difficult, or through a service like rate-my-professor. Having been working my entire college career, I never really got an option about which teacher to take--more times than not, it came down to when I was free, and when my schedule could be shifted to make it work.","I'm here because, according to the Bachelors of Computer Science degree requirements, I need PHYS 232. At this point, I don't 'need' a B.S. in C.S., but A: it would be better to have one than to not and B: this has been something I've been working for for just over 5 consecutive years."
F19.PHYS232.05.02,I am here because I like to know how the world works. Learning about the world in a lecture can be really boring at times even if you are interested in the subject. In lab you are able to work with electricity and magnetism physically and manipulate things to see how they go. With experimentation we are able to get a more solid feel for how things work than just going off of theory. I am also here because as a part of my major I need to take these courses as they are required. I hope that these classes help me understand more of what I need to know in order to graduate. With my degree I plan to get a good career and pay off my loans. Afterwards Iíll use my skills and knowledge to find a career that works more for me or that I enjoy more that still can support my financial needs.,I am also here because as a part of my major I need to take these courses as they are required./%/With my degree I plan to get a good career and pay off my loans. Afterwards Iíll use my skills and knowledge to find a career that works more for me or that I enjoy more that still can support my financial needs.
F19.PHYS232.05.04,"If I am going to be completely honest Iím here to fulfill my requirements in order to graduate.  Although I find physics interesting I wouldnít choose to take it on my own if it were not required of me.  As a computer science major I understand the importance of understanding physics but do not see myself utilizing all of the formulas and information I learn here in the future.  Although I would not choose to take this class on my own, I would not say that I hate the class completely.  Being able to work through tough problems with fellow classmates teaches me how to work hard and do it alongside my peers.  These are valuable skills that will definitely help me later on in life and going through a rigorous class will only help foster these skills even more.  If I ask myself ìwhy am I here?î the answer is not only that I have to, but also because I want to.",If I am going to be completely honest Iím here to fulfill my requirements in order to graduate.
F19.PHYS232.05.05,"I am here because I wish to pursue my education and learn more about computer technology and engineering. With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science). My goal in SFSU is to study hard in all of my classes, expand my knowledge as much as possible, and get a better understanding of the concepts of math and physics. I have always been fond of math and physics since high school, and I continue to look forward to learning more in this class as well as my lecture. Even though physics is only a prerequisite to my computer science classes, I do feel like physics is an important concept to learn in order to know how our world works, and because of this it is important for me to take this class, as well as my others, seriously.","I am here because I wish to pursue my education and learn more about computer technology and engineering. With this in mind I plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science) /%/ Even though physics is only a prerequisite to my computer science classes, I do feel like physics is an important concept to learn in order to know how our world works "
F19.PHYS232.05.06,"I am taking this class not only because it is a requirement for my lecture physics class,   but I feel like I can take something out of this class as well. Examples could be the lab   experiments we will be undergoing throughout the semester to help further my understanding in   my lecture class and my own knowledge. So far in the first lab we underwent electromagnetism   and charges. To understand having two of the same charges repel each other while two different   charges attract. This is because protons and electrons want to connect with each other, forming   bonds. I can remember from last semester when I took your class that I learned how to calculate   error analysis and standard deviation. The reason why we learned from before this is because our   measurements do have some sort of human factor that relates towards our errors in the   experiments we do. In another lab I learned under your teaching was about how to calculate area,   volume, and density using the formulas given. Overall I am looking forward to see what the next   lab experiments will be like for this level of physics.","I am taking this class not only because it is a requirement for my lecture physics class, but I feel like I can take something out of this class as well."
F19.PHYS232.05.07,"I am here in physics 232 lab because I want to learn more about physics and how it works. I am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements. Physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material. I am also here in this lab to get a better understanding of the material and to ace this class. I am going to work very hard in this class to achieve this. I will also make sure I understand all the material because physics is a tough subject. Physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind.",I am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements.
F19.PHYS232.05.08,"As a kid growing up in the East Bay Area, I always aimed for a prestigious career path because I was unsatisfied with my upbringing. I was the product of a divorced family, my mother was a bartender, my dad wasnít around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me. I spent much of my time outside of the house trying to stay busy. I never viewed my situation as traumatic or permanent but merely a starting point for something valuable. I knew that I wouldnít allow myself to end up impoverished, victimized, or addicted. Towards the end of high school I found out that through hard work in my studies, I would be able to reach my goals and even provide the next generation of my family the opportunity to enhance their living standards as well. In the future I hope to be able to provide my children, nieces, and nephews the ability to get an education in a competitive field so that they can have success as well.","As a kid growing up in the East Bay Area, I always aimed for a prestigious career path because I was unsatisfied with my upbringing. I was the product of a divorced family, my mother was a bartender, my dad wasnít around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me. I spent much of my time outside of the house trying to stay busy. I never viewed my situation as traumatic or permanent but merely a starting point for something valuable. I knew that I wouldnít allow myself to end up impoverished, victimized, or addicted."
F19.PHYS232.05.09,"When asked why I am here I automatically think about all the reasons that I am attending college. College is not only a way for me to advance my knowledge in many different areas but also to help me enter a field of work to hopefully find a long career in. Going to college isnít only for oneís self either, as having a college education will help anyone provide for their potential families they may have some day. Also on top of learning college is a place that you can network and make connections to people from different places to broaden your point of view socially and in some ways politically. So when thinking of why I am truly here I guess it is to help give myself opportunities for my future and the future of  a family I will have someday. College so far has truly been a very life changing experience for me.", College is not only a way for me to advance my knowledge in many different areas but also to help me enter a field of work to hopefully find a long career in.
F19.PHYS232.05.11,I am in this lab section to complete the lab requirement of Phys 230 to proceed with the rest of my academic learning. I am also here to see and experience the application of the concepts that I learned in the lecture to better understand the science. The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm. I am mainly interested in working on cybersecurity and artificial intelligence. And to accomplish my goals I am taking the required courses for my major and any other course that I will need to advance my knowledge in cybersecurity and artificial intelligence. I have always been fascinated to work in cybersecurity and work with AI. Those are the main reason why I am here in this physics lab section so that can obtain my degree.,The reason why I am here is to continue with acquiring my degree so that I can eventually apply for a programming job at a software firm. I am mainly interested in working on cybersecurity and artificial intelligence. And to accomplish my goals I am taking the required courses for my major and any other course that I will need to advance my knowledge in cybersecurity and artificial intelligence. I have always been fascinated to work in cybersecurity and work with AI. Those are the main reason why I am here in this physics lab section so that can obtain my degree.
F19.PHYS232.05.12,"I am here because this lab is a requirement for my major in Computer Science  here at San Francisco State University. I intend to become a software engineer so I  honestly have no idea how electric fields and charges have anything in common with it.  I want to help create and code video games and for me personally, it doesnít feel like  Physics 230 and 232 will give me the knowledge for that. The Physics classes here feel  more like they take time away from learning how to code and focusing on things that  stray away from my future career. I hope this subject will teach me at least something  valuable I can use in becoming a software engineer.",I am here because this lab is a requirement for my major in Computer Science here at San Francisco State University.
F19.PHYS232.05.15,"""Why am I here?"" The obvious reason why am I here is because this class is required to take for my physics class 230. However, this lab class provides me more opportunity to understand and explores the daily life of physics. We are living in a world that involved physics and we donít even know about it. I am in this class to learn more different kinds of methods and to use appropriate method to solve complicated physics problem. I also wish to learn more about physics and to work with teammates to finish the lab experiments. With taking this class, it also helps me to understand the formula or theory that I used in my physics class. Each experiment in this class helps me to improve my knowledge in physics and physics is important because it helps us to understand our world better and even improve life by giving us technologies. This class also helps me to develop critical thinking and math skills. It brings me clarity in the mind of the basic concept of physics and helps me to understand and memorize.",The obvious reason why am I here is because this class is required to take for my physics class 230.
F19.PHYS232.05.17,"ìWhy am I here?î  I am in Physics 232: General Physics with Calculus II Laboratory for many valid reasons. First of all, I need this class to fulfil my units because in order to be qualified for Financial Aid, I must need at least 12 units and above. Although this class is only 1 unit, it helps me reach to my requirement. Second, I also need this class as a prerequisite for my Engr 205: Electric Circuits which Iím planning to take in Spring Semester. In addition, this class is also a prerequisite for my major in computer engineering. Last and most importantly, I am here to learn what physics is all about. I also want to have a chance to work closer with my classmates as a team, to make friends and to learn from each other. I hope that by the end of this semester, I will be able to absorbs most of the knowledge from the labs and lectures and the apply those knowledge in real life scenarios."," First of all, I need this class to fulfil my units because in order to be qualified for Financial Aid, I must need at least 12 units and above. Although this class is only 1 unit, it helps me reach to my requirement. Second, I also need this class as a prerequisite for my Engr 205: Electric Circuits which Iím planning to take in Spring Semester. In addition, this class is also a prerequisite for my major in computer engineering."
F19.PHYS232.05.18,"The question ìWhy am I here?î is a very broad question. The way I interpret the question is either as a philosophical question or asking why I am actually in the class. To answer why I am in a physics course, it is simply because it is a prerequisite for my engineering courses. I am in Physics 230/232 because I have to take this class in order to take other classes for the future. However, to answer it philosophically, I donít know why I am here. Although, I do believe that everyone has their own purpose and that life has a way of leading you to where you need to be. Maybe I am here because there is something important that I need to do with my life. This means that I cannot waste my life and have to live my life to the fullest, whether that be doing something that I love for the rest of my life or just experiencing new things and having fun in general.","To answer why I am in a physics course, it is simply because it is a prerequisite for my engineering courses. I am in Physics 230/232 because I have to take this class in order to take other classes for the future."
F19.PHYS232.05.20,"Iím in this class mostly is because I need to take it as a side-class for my physics calculus II 230, and I believe most people in the class are whether majoring in computer science or mechanical engineering. I would say these majors are considering ones of the hardest majors in universities. After I have taken the pervious physics classes, I feel now the labs are not that awful as I would expect. Theoretically, it is considered to be the supporting role for me to digest the physics concepts which I learned from 230. I also notice that not every lab is as interesting as checking instagram, but I do want to get out something which can be used whether in the long term future or the upcoming exams for physics. And these could probably tell why Iím (enroll) in this class, itís to prepare my future self.","ím in this class mostly is because I need to take it as a side-class for my physics calculus II 230 /%/ After I have taken the pervious physics classes, I feel now the labs are not that awful as I would expect. Theoretically, it is considered to be the supporting role for me to digest the physics concepts which I learned from 230. I also notice that not every lab is as interesting as checking instagram, but I do want to get out something which can be used whether in the long term future or the upcoming exams for physics."
F19.PHYS232.05.22,"Why am I Here?  I am here because I want to get a degree in computer science and this class is a requirement.  I am in San Francisco in classes in order to achieve higher education and to succeed later in life.  I want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve. Being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful.  If you donít have the persistence to keep going, someone else is going to take your spot, and get a leg up on you.  Coming to this physics lab keeps me on my toes, and I never know what to expect when I show up, but its usually a virtual lab.","I am here because I want to get a degree in computer science and this class is a requirement. I am in San Francisco in classes in order to achieve higher education and to succeed later in life. I want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve"
