Alma ID,Essay: Why I am here?,Perseverance
F19.PHYS222.06.12,"im a STEM major or more specifically iím a mechanical engineering major. Iíve taken a physics course before in my juniour year of High School and received a B, but in all honest I have no idea how I got that grade. My knowledge on the subject of physics other than the basics is kind of abysmal and my knowledge when it comes to electricity and magnetism is pretty bad. Iím willing to work hard for this grade and do whatever is necessary to do well. Though i'm not going to lie, iíve been a little embarrassed to seek help in the past I know without extra help I most likely will not pass this class. So I'll do my best to come on time and be present for whatever activity youíll have instore for the class and I'll bring my willingness to learn, a good attitude, and hopeful enough knowledge and understanding on a topic to help someone else who might need assistance. I'll also try my best to be more willing to participate and raise my hand more to help move the lesson along, but I will say I am kind of shy, so please be patient with me.","My knowledge on the subject of physics other than the basics is kind of abysmal and my knowledge when it comes to electricity and magnetism is pretty bad. Iím willing to work hard for this grade and do whatever is necessary to do well. Though i'm not going to lie, iíve been a little embarrassed to seek help in the past I know without extra help I most likely will not pass this class. So I'll do my best to come on time and be present for whatever activity youíll have instore for the class and I'll bring my willingness to learn, a good attitude, and hopeful enough knowledge and understanding on a topic to help someone else who might need assistance. I'll also try my best to be more willing to participate and raise my hand more to help move the lesson along"
F19.PHYS222.06.15,"When I first read this question, I thought it was asking about why Iím here in the world. I was a little confused why Iíd be answering that in a physics class. But Iím here in this class because it is required for my major, which is mechanical engineering. Iím not upset that I have to take this class because I understand that I will need to understand how physics works for what I want to do in the future. I also think that itís pretty cool to learn how things work and to have at least some knowledge of physics. I just think that physics can be hard at times, so I know that Iíll have to put in time and effort to fully understand the material.†","I just think that physics can be hard at times, so I know that I'll have to put in time and effort to fully understand the material."
F19.PHYS222.07.01,"I am here in United States because my father migrated us from Philippines to have a better opportunity and to be able to have a degree that I can have and use my degree where ever I go. United States has been my dream to go because of the land of opportunity. Here I am now, studying at SF State to have my B.S. Computer Engineering degree. Engineering is hard but I will do my best in order to succeed. Having a degree will have more opportunity such as better job offers in order to support the family needs. I am here in class because it requires for my degree and pre-requisite; I am also here because Iíve wanted to be surrounded with the diverse group of people, to collaborate, have fun while studying. Iíve wanted to learn more for physics and I am hoping its interesting like chem class.",Engineering is hard but I will do my best in order to succeed.
F19.PHYS222.07.04,"I am here taking this class simply because it is required for my computer science major. I am required to take Physics with calculus 1, along with its lab portion concurrently. I am here right now because attendance is mandatory and I cannot do the work if I am not in class. The bigger reason for why I am here as SF State is to get my degree to get a hopefully get a decent to well paying job when I graduate. After working minimum wage part time jobs while in community college, i've learned that there is no way I can do that for the rest of my life. If I didn't chose to be here, I would honestly have no idea or guess to where I would be now but all the decision making and experiences i've had in my life has led me here. Hopefully, I finish in 2 years and being here right now in this class adds up to that point.","After working minimum wage part time jobs while in community college, i've learned that there is no way I can do that for the rest of my life. If I didn't chose to be here, I would honestly have no idea or guess to where I would be now but all the decision making and experiences i've had in my life has led me here"
F19.PHYS222.07.05,"I am here in physics 222 because itís part of the class physics 220 and I am going to be a Civil Engineer. Also, This is my first physics class I have ever taken didnít take any in high school because it never crossed my mind but I took math classes up to Calculus 3. I think physics will be hard but I believe that there needs to be a lot of time and dedication to succeed in this Lab and during lecture and I will do my best to succeed. Also I am here because I applied to San Francisco State university and like here but not so much the commute because it I take the ferry and the metro about one hour and forty minutes till i get to school. But I get to an hour of studying on the ferry so I can be done with work when I get home.",I think physics will be hard but I believe that there needs to be a lot of time and dedication to succeed in this Lab and during lecture and I will do my best to succeed.
F19.PHYS222.07.06,"I am here solely to learn. †Throughout my life, learning about new things has been an interest of mine, and I hope to continue this for as long as I live. †In this physics course, I hope to learn more about taking what we learn in the lecture courses, and putting them into real life examples. †I learn more from hands on experiences and generally more willing to learn when it comes to labs and experiences that involve actual physical involvement. †Meeting people along the way and getting to know them helps because I may be stuck or not able to progress without help, so knowing I can count on others letís me focus on what Iím working on and not how I will fail. †I try to put my mistakes behind me, and look forwards the future, and whatever happens, good or bad, Iíve gotten through it and I know I can do it again.†","I try to put my mistakes behind me, and look forwards the future, and whatever happens, good or bad, Iíve gotten through it and I know I can do it again.†"
F19.PHYS222.07.15,"I came to the United† states† to become† a great† engineer and to make my family† proud of me I am here to learn as much as i can . I don't† really† like physic† but it is a part of my study so i have to learn† it i wish† if i love it because† it will be easier† . Also , my father† †are one of the best engineers† in my Kuwait† so i wish i could† be like him .however† becoming† an engineer† is not the only thisngs that i can do in the United states† i want to learn as much as possible† about† the life and how i should† act in every situation i face ,so i can be a great father and i can gain† experience in life. Also† i want† to† meet new people† and see different† culture , and have fun† with them†",I don't† really† like physic† but it is a part of my study so i have to learn† it i wish† if i love it because† it will be easier†
F19.PHYS222.07.16,"I am her at SFSU to continue my education and graduate with a B.S. in Computer Engineering. Computers have always fascinated me and especially growing up in Silicon Valley it feels like that's where most of the jobs are heading. Earlier in life I couldn't decide what I wanted to major in but recently computer majors have expanded beyond computer science which was the catch all of the computer degree. Computer Engineering degree is the perfect balance between the software and the hardware of the computer. For a bachelor's in Computer Engineering, part of your requirement is Physics with calculus 1 and Physics with calculus 2. Since computer engineering is also an engineering degree its requirements are very similar to electrical engineering which means all the same science class. Another reason I am here is to prove to myself that I can do it, if nothing else I can definitely say that I tried!","Another reason I am here is to prove to myself that I can do it, if nothing else I can definitely say that I tried!"
F19.PHYS222.08.01,"I am here because I want to learn, Ive taken AP physics before in high school but struggle. Physics has always interested me because I am someone who is looking at how things work. I feel like physics is a good combination of math and science versus other science classes Iíve taken before. It also makes more sense because a lot of concepts we can visualize and experience in our day to day life. In addition, I want to become an engineer someday and that starts with me learning basics physics concepts that are going to be applied to my career. While Im here I can obtain a lot of useful ideas, some I can apply to my day to day life. Such as forces acting on an object. Which has helped me in riding a motorcycle knowing what some outcomes might be in certain situation (braking in a corner).Overall I enjoy science ever I was in middle school where I built a structure that could survive a San Francisco earthquake. That has been a memorable experience that i want to expand on.†","I am here because I want to learn, Ive taken AP physics before in high school but struggle."
F19.PHYS222.08.19,"I believe I am here to better my life. I wanted to make changes to ultimately lead to a better career and a better future for me and my family. I want to be able to say I went back and finished school, but not only finished, but completed a major that most never thought I would be able to do. Computer Science has brought me to this course, while I am generally pretty unfamiliar with how Physics works in our daily lives, I am at least curious to see it calculated and derived throughout actions I do daily.†I hope to be able to take away material from this course as I would any other CS course, regardless of my selected major. Although I am not a morning person, I am excited to get started and start chipping away at the lab manual!†","I want to be able to say I went back and finished school, but not only finished, but completed a major that most never thought I would be able to do."
F19.PHYS232.05.07,"I am here in physics 232 lab because I want to learn more about physics and how it works. I am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements. Physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material. I am also here in this lab to get a better understanding of the material and to ace this class. I am going to work very hard in this class to achieve this. I will also make sure I understand all the material because physics is a tough subject. Physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind.","Physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material. /%/ I am also here in this lab to get a better understanding of the material and to ace this class. I am going to work very hard in this class to achieve this. /%/ I will also make sure I understand all the material because physics is a tough subject. /%/ Physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind."
F19.PHYS232.05.08,"As a kid growing up in the East Bay Area, I always aimed for a prestigious career path because I was unsatisfied with my upbringing. I was the product of a divorced family, my mother was a bartender, my dad wasnít around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me. I spent much of my time outside of the house trying to stay busy. I never viewed my situation as traumatic or permanent but merely a starting point for something valuable. I knew that I wouldnít allow myself to end up impoverished, victimized, or addicted. Towards the end of high school I found out that through hard work in my studies, I would be able to reach my goals and even provide the next generation of my family the opportunity to enhance their living standards as well. In the future I hope to be able to provide my children, nieces, and nephews the ability to get an education in a competitive field so that they can have success as well.","As a kid growing up in the East Bay Area, I always aimed for a prestigious career path because I was unsatisfied with my upbringing. I was the product of a divorced family, my mother was a bartender, my dad wasnít around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me. I spent much of my time outside of the house trying to stay busy. I never viewed my situation as traumatic or permanent but merely a starting point for something valuable. I knew that I wouldnít allow myself to end up impoverished, victimized, or addicted. Towards the end of high school I found out that through hard work in my studies, I would be able to reach my goals and even provide the next generation of my family the opportunity to enhance their living standards as well"
F19.PHYS232.05.22,"Why am I Here?  I am here because I want to get a degree in computer science and this class is a requirement.  I am in San Francisco in classes in order to achieve higher education and to succeed later in life.  I want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve. Being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful.  If you donít have the persistence to keep going, someone else is going to take your spot, and get a leg up on you.  Coming to this physics lab keeps me on my toes, and I never know what to expect when I show up, but its usually a virtual lab.","Being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful. If you donít have the persistence to keep going, someone else is going to take your spot, and get a leg up on you"
F19.PHYS232.05.24,"Physics   Why Am I Here?  I am here to learn about physics in depth and observe the principles we learn in everyday  classes and practice the logic behind the essential physics concepts. I feel like the physics is  at the center of life whatever we do, whether if its driving, walking or even when I am writing  this essay. I am here to understand the use of the physics and get better the apply these  concepts in computer engineering, like electricity, magnetivity and other principles to make  computers work and efficiently learn these topics. Despite, all these concepts that is definitely  interesting, I feel physics can be sometimes hard to be understood with all the details and mind  boggling questions it includes. Yet, these concepts will be an important part of my work I will  be doing in the future. Thus, I am here to learn physics and more to get better.   	Why Am I Here?","Despite, all these concepts that is definitely interesting, I feel physics can be sometimes hard to be understood with all the details and mind boggling questions it includes. Yet, these concepts will be an important part of my work I will be doing in the future. Thus, I am here to learn physics and more to get better."
F19.PHYS232.05.26,"Why am I here? Iím here right now because I need to be here. People around the clock trying to decide what aspects of their lives involve only needs or wants. In my case, being part of a university has never been a want but a need since I started studying. Is not that I hate studying, but the fact that I donít love it makes it even harder to comprehend why am I here. The reason I study lies in the constant fear of failure I acknowledge in myself. Must people study to get money, fame, or a stable life, and to be real with you, studying is nothing more to me that a goal I need to achieve to make a person happy, myself. I need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side. A degree will make me advance towards what I need to be, and studying is just a medium. That is why Iím here.","The reason I study lies in the constant fear of failure I acknowledge in myself. Must people study to get money, fame, or a stable life, and to be real with you, studying is nothing more to me that a goal I need to achieve to make a person happy, myself. "
F19.PHYS232.06.03,"I am here taking Physics 230 because my experiences in Physics 220 last semester were satisfactory and I find some interest in the subject, even if said interest isn't too much. There are many parallels that can be drawn between Physics and my choice of major (math with a concentration in teaching), specifically the numerics involved, but in my time taking Physics I've discovered that the math involved in Physics takes a different, more complex form than in Calculus despite using Calculus concepts. This has raised some interest within me as to how the math is applied differently, not to mention the topics covered in the class in general. Physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but I am nonetheless interested in the content and try to keep an open mind as I study it.†As for college in general, I am here because I wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people I meet along the way. Gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future.†","Physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but I am nonetheless interested in the content and try to keep an open mind as I study it."
F19.PHYS232.06.18,"Why Am I here?  ††††††††††† I migrate to the USA with my brother to live a better life. I did not know what life was here, what is the environment is like, and the community we going to live with. All I know was, this country will give me a better life than my own country. Why am I here in this class? I am here to pursue my career of becoming an Electrical Engineering, and physics is one of the most important parts of it. Coming to San Francisco State University was not easy at all, especially the language, community, environment, and the surroundings. I am taking physics 230-232 because it is one of my lower-division major class, this class will help me expand my learning, daily life, and especially how physics is connected to our everyday life. It here to learn new things, meet new people, and to be able to learn the culture and how is the ìAMERICA DREAMî that a lot of people from the different country dream of. However, life is not easy to live with, and I promise to myself that I will become successful in life and to be able to pay my gratitude to my parents who supported me since I started school or since when I was born. I am also here to expand my understanding of how physics does really connect to the world and the challenges that await me for this course.   †","I migrate to the USA with my brother to live a better life. I did not know what life was here, what is the environment is like, and the community we going to live with. All I know was, this country will give me a better life than my own country. /-/ Coming to San Francisco State University was not easy at all, especially the language, community, environment, and the surroundings. /-/ It here to learn new things, meet new people, and to be able to learn the culture and how is the ìAMERICA DREAMî that a lot of people from the different country dream of. However, life is not easy to live with, and I promise to myself that I will become successful in life and to be able to pay my gratitude to my parents who supported me since I started school or since when I was born. I am also here to expand my understanding of how physics does really connect to the world and the challenges that await me for this course."
F19.PHYS232.06.20,"Why am I here? Coincidentally, I was thinking of one of my favorite web shows while reading this question: Red vs Blue. I believe the opening question from one of the main characters from the show is ìYou ever wonder why weíre here?î Well, I sometimes like to wonder why Iím here, but usually stop to accept the fact that I am here now. What is existence? The meaning of life? I wouldnít bother to try to explain because Iíve accepted one true fact that we all can live with: Iím here right now because I have to be.†Why am I here right now? To take a mandatory course the university told me to in order to obtain a degree for my major. The tools and knowledge used in this course only align with a very specific subset of the entirety of my career path. This isnít an issue for me, but it does feel punishing to be here in a sense. I have to learn and master what weíre taught in physics to pass our incredibly difficult class with a somewhat high statistical failure rate. I do see that it is important to develop oneís mind however. So why am I here? To learn because I have to, but also to learn because I want to survive and move forward with newly acquired knowledge.","To learn because I have to, but also to learn because I want to survive and move forward with newly acquired knowledge."
F19.PHYS232.07.06,"""Why am I here"" is a very broad question. I could answer it in many different ways. I could say I am here because of the simple fact that my mother gave birth to me. It wasn't really a choice, but I am not complaining about it. I could also say that I am here (literally) because I have to be. First of all, it is mandatory and I do not want to fail. But as much as I hate to admit it, I actually like coming to school. Sometimes it gets boring and hard, but it is fun once you start to understand how it works. Or I could say that I am here because I chose to stay alive. I am here for the free samples at Costco, hot chocolate with crunchy marshmallows on a rainy day, the chika chika during family parties, and of course my baby Mushi. But maybe the reason why I am here is because I have a purpose. Maybe. I do not know what it is though, but it is a nice thought. It is not my time to die yet. I am too young. This question got me contemplating tho, like why am I here? Honestly speaking, I have no idea.","First of all, it is mandatory and I do not want to fail. But as much as I hate to admit it, I actually like coming to school. Sometimes it gets boring and hard, but it is fun once you start to understand how it works."
F19.PHYS232.07.13,"I needed to take this course since my major requires it. It has some fundamental concepts that will further help me understand my other major courses. I am not interested in physics and sometimes it is hard for me to grasp the concepts and formulas in class. However, it on the other hand can help me understand the concepts and relate them to my everyday life. Physics can be easy for some people and it doesnít require any effort of trying to understand it, but obviously I am not one of those people. It would be wonderful if I can learn to love physics after taking his course. I would probably start to relate everything I see with the concepts and formulas I have learned and started to explain to my friends. I heard from my cousin who attended college in China said that they started taking physics class in middle school and the physics class they took at college was at a more advanced level than the one I am taking now. If it were not for my major, I would not take this course since physics has always been the course that I try to avoid.","I am not interested in physics and sometimes it is hard for me to grasp the concepts and formulas in class. However, it on the other hand can help me understand the concepts and relate them to my everyday life. Physics can be easy for some people and it doesnít require any effort of trying to understand it, but obviously I am not one of those people. It would be wonderful if I can learn to love physics after taking his course."
F19.PHYS232.07.18,"I've come here to become someone who knows what he's doing.The majority of my time as a student has been characterized by a lack of motivation to be proactive in my studies. My record has accumulated countless W's and a few class failures, mostly reconciled. I could do decently well in one semester, but at the end of it, I realize that while I may have learned a thing or two about a certain subject, I haven't learned how to actually *do anything* with that new knowledge, and the class material gets quickly forgotten. I've never been able to utilize most of what I've learned in school in a tangibly productive way. I've spent too much of my life in a stagnant position.I want to transform myself as a student and as a citizen. One one hand, leaving to such a far distance from home to attend university is not what I first expected. On the other hand, I want to take full advantage of the new environment and lack of distractions to fully immerse myself in the college career I've chosen to undertake. I want to gain and RETAIN skills that will allow me to feel and act like I have an influence on the world.","The majority of my time as a student has been characterized by a lack of motivation to be proactive in my studies. My record has accumulated countless W's and a few class failures, mostly reconciled. I could do decently well in one semester, but at the end of it, I realize that while I may have learned a thing or two about a certain subject, I haven't learned how to actually *do anything* with that new knowledge, and the class material gets quickly forgotten. I've never been able to utilize most of what I've learned in school in a tangibly productive way. I've spent too much of my life in a stagnant position.I want to transform myself as a student and as a citizen. One one hand, leaving to such a far distance from home to attend university is not what I first expected. On the other hand, I want to take full advantage of the new environment and lack of distractions to fully immerse myself in the college career I've chosen to undertake. I want to gain and RETAIN skills that will allow me to feel and act like I have an influence on the world."
F19.PHYS232.07.22,"Why am I here? That is so interesting question. I am International student and †I come from China. First at all, I want to be photographer, but my parent did agree when I was discussing with them.However, I decided to my major is computer science because I saw TV show that the hacker was so awesome when they typed get on the keyboard.Unfortunately, when I first tried to learn it, it is so hard to me.However, I like the challenge in my life. I would like to go on my major till I get a computer science degree. In face, I actually having a hard time to learning other course like biology and chemistry. Even thought, there are too many painful memory remind me, but I like that felling which I can go on in my real life.","Unfortunately, when I first tried to learn it, it is so hard to me.However, I like the challenge in my life. I would like to go on my major till I get a computer science degree"
F19.PHYS232.09.06,"I am in this lab because I'm an engineering major and I need this class to graduate, however, I don't want to be here. I don't want to be here in the sense that I wanted to be in another lab but there is, unfortunately, no room for me in there. Being in physics is difficult for me because there are many formulas I need to memorize. So another reason I'm in the lab is to form groups that will help me learn the terms and formulas better. My groupmates can help me fill the gaps that I can't remember.†",Being in physics is difficult for me because there are many formulas I need to memorize. So another reason I'm in the lab is to form groups that will help me learn the terms and formulas better. 
F19.PHYS232.09.07,"I am here, I guess to start initially with San Francisco State because I had a change of plans in my major. Before starting my Freshman year two years ago, I was applying to schools for Architecture and for Computer Science. Since I didn't get accepted into the Architecture schools I applied for, I decided to move towards San Francisco State in order to study Computer Science. In the Fall of 2017 when I first began my studies here, I was only taking electives and Calculus I as a math class. I put a ton of work into the semester and achieved all A's, but during this period I had less of a social life. I invested more time into my social life once Spring came around. Time went by much faster because I balanced study time in the library with being out and about in the city. During the Spring, I took Physics 220, one of the more challenging courses I had taken here, in addition to Data Structures and a few other courses. The reason I bring up the chronological order of Freshman year's events is because I developed an acute fondness for Computer Science and the field of programming.† I absolutely love programming, and any concept related to it, but the other required courses such as Physics were what have always troubled me. I am taking these classes not only because they're prerequisites for me to move on to my Computer Science related classes but because they are challenging for my current mindset. I find it necessary to be challenged in this way because it changes my perception. I am able to learn differently because I am challenged with unfamiliar topics that I'm not accustomed to.","Since I didn't get accepted into the Architecture schools I applied for, I decided to move towards San Francisco State in order to study Computer Science. In the Fall of 2017 when I first began my studies here, I was only taking electives and Calculus I as a math class. I put a ton of work into the semester and achieved all A's, but during this period I had less of a social life./%/ other required courses such as Physics were what have always troubled me. I am taking these classes not only because they're prerequisites for me to move on to my Computer Science related classes but because they are challenging for my current mindset. I find it necessary to be challenged in this way because it changes my perception. I am able to learn differently because I am challenged with unfamiliar topics that I'm not accustomed to./%/"
F19.PHYS232.09.09,I am here to learn and follow the path of a computer science major the concepts i learn in physics wonít necessarily help me in my field but physics tells you how good you are at forming logical explanations to problems and how do you tackle them which is very important† for computer science majors. I am in computer science because originally i wanted to join the military but then trump got elected so I went to college and choose my major by throwing a dart at a board. I donít have a strong background in mathematics or problem solving skills yet every time i enter a new class filled with people who are over confident and think they can ace thee class without trying. It may take me hours and hours to grasp a basic concept but i always do no matter what which is why i succeed and those who are overconfident fail.,I donít have a strong background in mathematics or problem solving skills yet every time i enter a new class filled with people who are over confident and think they can ace thee class without trying. It may take me hours and hours to grasp a basic concept but i always do no matter what which is why i succeed and those who are overconfident fail.
F19.ASTR116.02.03,"I often ask myself this question, ""Why am I here?"" and I start to think about all I have done to be here, how far I have come. And even though it hasn't been easy, it definitely has been worth it. I am here because I want to get a degree. I want to make myself proud and my family. My parents are my motivators, they work so hard to give me everything they can and I want all their efforts to be worth it. I love this school because it makes me feel like I belong here. It is a diverse community and it is a place where I feel happy. The main reason I chose this class is because it is a GE requirement. But I also chose this out of other lab classes because ever since I have worked in a preschool, I have been interested in learning more about astronomy to share my knowledge one day with my students. I hope to do well in all my classes this semester !","I start to think about all I have done to be here, how far I have come. And even though it hasn't been easy, it definitely has been worth it."
F19.ASTR116.02.05,I am taking this class because I needed to take a lab for my credits. It probably wasnt the best idea since last semester I took the lecture and didnít do too hot with that one. However I picked astronomy over the other labs because itís actually a class that im interested in. I like the topic and think if really try do do well in this class I will. I am at San Francisco State because I wanted to further my education. My parents always encouraged and pushed me to go further in school and that brings me to here., I like the topic and think if really try do do well in this class I will.
F19.ASTR116.03.07,"I am here for the purpose of furthering my career. This level of education is most beneficial for my future and what I am going to be doing for the rest of my life. School is not about just participation and attending to do minimally get good grades. It's now for my lifelong learning and application for whats next in my life. I'm here to push through obstacles, deal with adversity, and mold myself into what I want to be. Every step that I take comes with a purpose, and nevertheless, every step that I take backwards comes with a consequence. My job here is to move forward. As time goes by I'm starting to develop more each day whether it's from education, social, or even in a physical aspect. I hold myself accountable and know that I'm here to grow. I have a strong image of how I want my life to turn out, and being here will help me paint my canvas.","I'm here to push through obstacles, deal with adversity, and mold myself into what I want to be."
F19.ASTR116.03.16,"I'm taking astronomy because I realized animal diversity didn't have a lab. I am a little interested in astronomy so I thought I'd give it a try. Turns out I'm not as interested and my last lab teacher did not make the class interesting nor was he helpful when I was struggling to understand certain things. So then I thought I could take textiles lab and that it would count for my GE requirements. Turns out that, that class also did not count for my lower division GEs so here I am taking astronomy lab. Luckily, the lab professor I have currently is very helpful and I don't mind staying later to get help and understand things from her. I'm thankful that I don't need to stress so much for not understanding the materials or stressing about not getting help. I also came to SFSU because of the Apparel Design major and am really loving it and learning so much in this major."," Luckily, the lab professor I have currently is very helpful and I don't mind staying later to get help and understand things from her."
F19.ASTR116.03.20,"I am here because this is the only lab class that would fit into my schedule and is not on a Friday. I am a student athlete and I also work so this class being once a week and on a Wednesday was super convenient for me. I also took astronomy 115 last semester and received a decent grade on it so I thought this class wouldn't be too bad. I am excited to go to the planetarium by myself and look at the stars. Having severe anxiety, I learned this is one thing that can calm me down. Also when I signed up for astronomy I thought we would be learning a little bit about our horoscope signs but we did not but I still found the class interesting. It is cool to know the different phases of the moon and how to easily find the stars in the sky. I like to work on the labs together with my lab partners, it makes things a little bit easier."," I am excited to go to the planetarium by myself and look at the stars. Having severe anxiety, I learned this is one thing that can calm me down."
F19.ASTR116.03.21,"The reason I am here at SF state was, at first, confusing. At first, I thought that I was here because I had to be here. Not because I wanted too. But as the school year went on, I discovered things about college and about myself and thought, ìmaybe thereís more to just going to class and taking naps.î That was my thinking for the first semester of my freshmen year here at SF state. The second semester was very laid back, and not in a good way. I took classes that were relatively easy but still managed to get a D and one C. You would think that if your classes are easy, you would ace all of them right? No, the second semester I did not have a realistic grip on what my responsibilities were at school, and out of school ( work, money, household chores, friends, girlfriend ) and how to put them all together. So with the personal pressures and college pressures mixed together, I found myself swamped and less motivated to get through the school year. Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college† to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree. My motivation includes money, family and specifically my mother. For money, I just think to myself ì Iím not gonna miss any class because I am paying damn near 3500 dollars for this.' For my family, I always think ' I AM going to make enough money to support them.' Lastly for my mother, I think 'I AM going to make her proud.' Considering all of these reasons. The reason I am here is because I want to make my mom proud, to support my family and because I am not paying 3500 to miss any classes.","I found myself swamped and less motivated to get through the school year. Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college† to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree."
F19.ASTR116.03.24,"I am here at SFSU to gain the knowledge and experience I need to succeed in life and in my future job. As of where I stand currently, I have been all the way through grade school and I by going to college here at SFSU I have chosen the path to pursue my education even further and get my degree. I am here because I want a successful life. For me, being successful means working hard to make what you want to achieve possible, and staying focused on whatever it takes to get to that point. I am here because I am on that path towards my success, and I believe with my own efforts I can make it there. Life does seem to continue to throw obstacles my way, but I believe anything is possible when I try. I am currently in my 2nd year, and I plan to have my 120 credits achieved by the end of my 4th year, in 2022. From there on, I plan to gain work experience, and live on my own off of my future career. All of this will be possible because of my success, and as of right now, I am on this path because I am here right now, looking forward into a brighter and better future.","Life does seem to continue to throw obstacles my way, but I believe anything is possible when I try."
F19.ASTR116.06.13,"Why am I here? I find myself asking this question all the time. Itís crazy to me that just a little bit more than a year ago I was living back home in Los Angeles with my family and then somehow ended up moving up to San Francisco to attend university. I came up here because I wanted to have a new start in a different environment. San Francisco was the farthest I was willing to go without actually being far. However, SF is really different from LA so there have been many times where I have contemplated going back to LA and transferring to a community college but I look back and think that Iím already here. I might as well finish doing what I came here to do. I want to be able to say that I finished university and get my degree. So yeah that's why I am here.","However, SF is really different from LA so there have been many times where I have contemplated going back to LA and transferring to a community college but I look back and think that Iím already here. I might as well finish doing what I came here to do. "
F19.ASTR116.06.14,"Why Am I Here?†††††††††††††††††††††The reason I am here is to prove myself and the people who have doubted my capabilities all from the start. Coming from an immigrant family, being apart from my parents for many years, without having the support and motivation to keep my dreams going was nothing short of easy. In a household where sometimes I would not have the luxury of having to eat breakfast, lunch and dinner. Sometimes it would just be one meal a day. I am here to prove that coming from an immigrant is not easy to succeed in this white america but nothing is impossible. I am here to be able to learn and capture as much knowledge as I can in my path to achieving one of the many goals I have set myself to accomplish. I want to continue to learn as much things so that I can provide myself the wealth the intelligence that I was not given at an earlier age. I have fought and worked so hard for everything that I have obtained in life, and that is the reason why I am here, I am here to make myself proud my parents and show everyone that when you put your mind to something, anything is possible when the sky is your limit."," I am here to prove that coming from an immigrant is not easy to succeed in this white america but nothing is impossible. /-/ I have fought and worked so hard for everything that I have obtained in life, and that is the reason why I am here"
F19.ASTR116.10.09,"I am here because sfsu requires a science lab class but that doesnít mean I am not interested in astronomy. Iíve always tried to take the class but being a popular GE class, it was hard. I was to pass and do well in this class even though I know nothing about science and my past experiences with science classes have been bad. Science is my weakest subject. It really scares me. But I need the class and I will do my best to complete it although learning science stresses me out so much.", I was to pass and do well in this class even though I know nothing about science and my past experiences with science classes have been bad. Science is my weakest subject. It really scares me. But I need the class and I will do my best to complete it although learning science stresses me out so much.
F19.ASTR116.10.18,"Originally when I began attending SF state, it was because I was encouraged to go to college by my family and teachers. As the years have gone by and I continued to stay in school, I realized that I am here to develop my skills as an artist, learn how to observe and think about the world around me, and enhance my understanding of various subjects. Along with that, having a bachelors degree proves that I can be consistent and finish what I have started. I think that while having a degree does not guarantee you a better job after you graduate, you can use the resources provided by the school to get opportunities.†", having a bachelors degree proves that I can be consistent and finish what I have started
F19.ASTR116.10.23,"I am here so that I can attain my bachelors in cinema and accomplish my mission of becoming a screenwriter/director. I intend to reach my goal no matter what, but first I need to finish all of my prerequisites in order to get to my cinema classes. I screwed up a bit during my first year here, but I intend to make up for it with hard work and getting results.†"," I screwed up a bit during my first year here, but I intend to make up for it with hard work and getting results.†"
S18.W2.333.01.01,I got bad grade on my first test wanted to give up But I shouldn’t Now I know I should do the suggested HW and practice more I should get better grades next time,I got bad grade on my first test wanted to give up But I shouldn’t Now I know I should do the suggested HW and practice more I should get better grades next time
S18.W2.333.01.05,"I am here because this is the only path in life that I can see myself taking. It is and has been my greatest passion since I was little. I am here to better be and provide resources to hospitals that need me, and to break the stigma of healthcare being a certain way. Science and medicine Fascinate me, it opens my mind to reality that everything in is interconnected in different ways possible. I am here because of our different to struggle but I want to help build my character. I want to learn not memorize, and understand and not _. ",am here because of our different to struggle but I want to help build my character
S18.W2.333.01.06,"I am here to actually understand what I am being taught in lecture, I just get lost and confused. understanding what I am learning means getting good grades for my major classes. that means I have a higher chance of getting excepted to med school. getting excepted to med school means I will practice my future career and move one step closer to my dream which means I will become a heart surgeon, meaning treat people and help them so I will give back to my community. my community help me to understand Chem so thank you!","I am here to actually understand what I am being taught in lecture, I just get lost and confused"
