sentence,phrase,label
i personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again.,"['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",0
also i love the fitness aspect of it and that it still involves movement and it is not a sedentary job.,"['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",0
"i want to be active all of my life, so i love a job that keeps me moving.","['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",0
"along with that, i just love taking care of my body and doing what is best for it, so taking classes like these, help me to better understand the world and human bodies and how everything works and affects us.","['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",0
i also think that physics is essential to life and to know how the world works is very important in any major or path you take in life.,"['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",1
i personally think everyone should take physics to learn more about how things work and why they work like that.,"['I am here because I have a strong passion for fitness and for helping others. So I want to become a physical therapist to be able to do what I love while I also help others. I personally think it would be amazing to help someone who thinks they will never walk again to be able to walk again. Also I love the fitness aspect of it and that it still involves movement and it is not a sedentary job. I want to be active all of my life, so I love a job that keeps me moving.']",0
i am here because i really want to be able to understand physics and the mechanics of it.,"[""I feel that way because I'm a little behind on my studies and thats do to the fact that I used to commute from Gilroy to SF, but this year I recently moved to SF but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now I have t o be able to get used to be in class while being at home. A lot of things have changed in the past couple of years but I do intend to be very interactive and participate during lab. I'm also here because I'm a Biology Major and I want to be able to hopefully one day be able to work with kids and become a pediatrician.""]",0
i am a senior at state and sometimes i feel like i haven't really accomplished much in the past couple of years.,"[""I feel that way because I'm a little behind on my studies and thats do to the fact that I used to commute from Gilroy to SF, but this year I recently moved to SF but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now I have t o be able to get used to be in class while being at home. A lot of things have changed in the past couple of years but I do intend to be very interactive and participate during lab. I'm also here because I'm a Biology Major and I want to be able to hopefully one day be able to work with kids and become a pediatrician.""]",0
"i feel that way because i'm a little behind on my studies and thats do to the fact that i used to commute from gilroy to sf, but this year i recently moved to sf but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now i have t o be able to get used to be in class while being at home.","[""I feel that way because I'm a little behind on my studies and thats do to the fact that I used to commute from Gilroy to SF, but this year I recently moved to SF but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now I have t o be able to get used to be in class while being at home. A lot of things have changed in the past couple of years but I do intend to be very interactive and participate during lab. I'm also here because I'm a Biology Major and I want to be able to hopefully one day be able to work with kids and become a pediatrician.""]",0
a lot of things have changed in the past couple of years but i do intend to be very interactive and participate during lab.,"[""I feel that way because I'm a little behind on my studies and thats do to the fact that I used to commute from Gilroy to SF, but this year I recently moved to SF but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now I have t o be able to get used to be in class while being at home. A lot of things have changed in the past couple of years but I do intend to be very interactive and participate during lab. I'm also here because I'm a Biology Major and I want to be able to hopefully one day be able to work with kids and become a pediatrician.""]",0
i'm also here because i'm a biology major and i want to be able to hopefully one day be able to work with kids and become a pediatrician.,"[""I feel that way because I'm a little behind on my studies and thats do to the fact that I used to commute from Gilroy to SF, but this year I recently moved to SF but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now I have t o be able to get used to be in class while being at home. A lot of things have changed in the past couple of years but I do intend to be very interactive and participate during lab. I'm also here because I'm a Biology Major and I want to be able to hopefully one day be able to work with kids and become a pediatrician.""]",0
"september 2nd, 2020im taking physics because i want to major in biology and its a necessary course.","['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",1
"though its only the second week of class, i already notice and understand how physics is present in our everyday lives.","['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
"im here so that i can graduate, pursue my career and expand my knowledge in life.","['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
"i also just generally enjoy science, though it can be difficult at times.","['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
im really excited to be taking physics for the first time and see what i learn.,"['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
i also will have to retain this information as i also need to take physics 2.,"['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
im most excited for the experiments because i like being handson so its a little sad that most of our labs are going to be done online with stimulations.,"['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
"nonetheless, im excited to be in a lab with quite a bit of fun classmates and to be able to rely on both their help along with our professor.","['September 2nd, 2020Im taking physics because I want to major in Biology and its a necessary course.']",0
the main reason i am here is because it is needed for my major.,"['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
even though i have to take this class i am interested in physics and know it is something i need knowledge in.,"['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
"i am majoring in kin and want to be a nurse when im older, to be a nurse i need more understanding of movement in the body and physics will help me with that.","['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
i am also here because i signed up for this class last summer but i was already taking summer classes and it was too much with work.,"['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
"i am happy i am doing this fall and not in the summer, because i want to make sure i do good in this class and retain physics knowledge for my future career.","['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",1
the classes i did take in the summer went very fast and i feel like i retained nothing.,"['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
i was just stressed and rushing to finish assignments as fast as i could because it was so fast paced and i had to work almost everyday.,"['The main reason I am here is because it is needed for my major. Even though I have to take this class I am interested in physics and know it is something I need knowledge in. I am majoring In KIN and want to be a nurse when Im older, to be a nurse I need more understanding of movement in the body and physics will help me with that. I am also here because I signed up for this class last summer but I was already taking summer classes and it was too much with work. I am happy I am doing this fall and not in the summer, because I want to make sure I do good in this class and retain physics knowledge for my future career. The classes I did take in the summer went very fast and I feel like I retained nothing. I was just stressed and rushing to finish assignments as fast as I could because it was so fast paced and I had to work almost everyday.']",0
why am i here?its a question that i get a lot in classes nowadays.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"to be quite honest, this class is necessary for my degree and most likely to get into medical school.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"its a shallow answer, but if i had to elaborate then i would say that this class is a step towards becoming a doctor.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
ive wanted to become a doctor for as long as medical books have existed in libraries.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"my mother used to quiz me on them from a young age, and i could watch tv excessively if it were medical dramas.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"i doubted if that was what i truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
i wanted to be the one doing the procedure not just watching.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"of course, to get to that point, i had to go to college.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
i am more passionate more than ever to achieve my goals.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",1
my friend passed away recently from a disease.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"when my other friend who was much closer to her said to me, i hope you become a great doctor so you can help people like her, i knew that my ambitions were personal.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"i miss my friend every day, and i havent been the same without her.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
i struggle in day to day life and classes because of the grief.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"however, if to do well in school is what it takes, then i will power through.","['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
i have the chance to do the things she did not.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
i cant afford to take this time for granted.,"['To be quite honest, this class is necessary for my degree and most likely to get into medical school. Its a shallow answer, but if I had to elaborate then I would say that this class is a step towards becoming a doctor. Ive wanted to become a doctor for as long as medical books have existed in libraries. My mother used to quiz me on them from a young age, and I could watch TV excessively if it were medical dramas. I doubted if that was what I truly wanted, but after interning in an operating room over the summer in high school, my passion was solidified. I wanted to be the one doing the procedure not just watching. Of course, to get to that point, I had to go to college.']",0
"i am here in this class because i am a biology major with a concentration in physiology and the requirements for my major is to take this class with physics 111, and to be eligible to get my bachelors degree.","['I am here in this class because I am a Biology major with a concentration in physiology and the requirements for my major is to take this class with Physics 111, and to be eligible to get my bachelors degree. Another main reason why I need the knowledge from this class is in order to take the MCAT I need physics in my academic background. In the career I want to pursue, I have to take the MCAT, which involves a section of physics, to get into medical school to soon become an anesthesiologist.']",1
another main reason why i need the knowledge from this class is in order to take the mcat i need physics in my academic background.,"['I am here in this class because I am a Biology major with a concentration in physiology and the requirements for my major is to take this class with Physics 111, and to be eligible to get my bachelors degree. Another main reason why I need the knowledge from this class is in order to take the MCAT I need physics in my academic background. In the career I want to pursue, I have to take the MCAT, which involves a section of physics, to get into medical school to soon become an anesthesiologist.']",0
"in the career i want to pursue, i have to take the mcat, which involves a section of physics, to get into medical school to soon become an anesthesiologist.","['I am here in this class because I am a Biology major with a concentration in physiology and the requirements for my major is to take this class with Physics 111, and to be eligible to get my bachelors degree. Another main reason why I need the knowledge from this class is in order to take the MCAT I need physics in my academic background. In the career I want to pursue, I have to take the MCAT, which involves a section of physics, to get into medical school to soon become an anesthesiologist.']",0
i have an interest in learning physics since i have never been in a setting where i actually took the class and the only prior knowledge i have is from watching the big bang theory and learning from there which is not the best source.,"['I am here in this class because I am a Biology major with a concentration in physiology and the requirements for my major is to take this class with Physics 111, and to be eligible to get my bachelors degree. Another main reason why I need the knowledge from this class is in order to take the MCAT I need physics in my academic background. In the career I want to pursue, I have to take the MCAT, which involves a section of physics, to get into medical school to soon become an anesthesiologist.']",0
nevertheless i am eager to learn about the science and why it fascinates many others.,"['I am here in this class because I am a Biology major with a concentration in physiology and the requirements for my major is to take this class with Physics 111, and to be eligible to get my bachelors degree. Another main reason why I need the knowledge from this class is in order to take the MCAT I need physics in my academic background. In the career I want to pursue, I have to take the MCAT, which involves a section of physics, to get into medical school to soon become an anesthesiologist.']",0
"i am here for multiple reasons, the primary one being to meet my last requirement for graduation.","['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",1
that is not to say that i am disinterested in physics.,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
"i am deeply interested in the fundamental forces that shape our world from gravity, machinery, and even on a molecular subatomic scale.","['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
while i wouldn't consider physics my strong suit it is undeniable that the same forces at play both macro micro are what have lead to the universe we find ourselves in.,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
"even in my major (chemistry, specifically organic) physics drives the principals we use to develop novel synthetic pathways.","['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",1
physics is the foundation science of the universe (though some would argue mathematics is the foundation).,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
"despite me having a lack of enthusiasm for the subject, i recognize without it we would not have the knowledge and skill set to advance the rest of the physical sciences.","['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
"due to this, i have a deep respect for the subject even though it doesn't capture my imagination like chemistry does.","['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
i look forward to spending the semester learning more through this course and applying that knowledge in my career and daily life.,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0
to be honest the only reason i am here is because it is required for my major.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
"i took physics in high school and absolutely hated it, so hopefully this will be a redemption.","['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
so far i am kind of getting what's going on in class.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
i am very thankful that i have my lecture before this course because i feel it helps me throughout the lab.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
i am hoping that the information i learn in this class will really sink in because i am taking physics 2 next semester and i assume that this information will be useful andor needed.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
i do know that physics can be really cool especially in labs.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
because this is an online course this semester i do not quite know how all of that is going to work but i am optimistic.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
i am preparing myself to work through a lot of issues and hardships i might face doing all of this learning.,"['To be honest the only reason I am here is because it is required for my major. I took physics in high school and absolutely hated it, so hopefully this will be a redemption.I am hoping that the information I learn in this class will really sink in because I am taking physics 2 next semester and I assume that this information will be useful andor needed.']",0
i am here because i want to go to medical school someday.,"['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
i am here because of my family.,"['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
"i am the first to go to a university within the united states, i want to make them proud and support my family here, and peru.","['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
"my major is biochemistry, and this is a requirement for my class.","['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",1
"not here just for the requirement, but to gain knowledge that can be useful in my life and in graduate school in the future.","['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",1
"my childhood was in arizona, and i moved to long beach, and i noticed that the education systems were not the best.","['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
i want to take advantage of this education and hopefully receive income to where i can support my family and doing it with something i love to do.,"['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
"i love making others feel better, and i want to heal them from past trauma, so this class is essential to my degree and my life.","['My major is biochemistry, and this is a requirement for my class.My childhood was in Arizona, and I moved to Long Beach, and I noticed that the education systems were not the best. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",0
i am here literally because it is a requirement that i need for my undergrad.,"[""I am here literally because it is a requirement that I need for my undergrad. I am studying to hopefully enter dental school and I do like science. I'm hoping to learn more about this field and expand my knowledge as I'm sure it will be used along my future career path. In college, I am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.""]",1
i am studying to hopefully enter dental school and i do like science.,"[""I am here literally because it is a requirement that I need for my undergrad. I am studying to hopefully enter dental school and I do like science. I'm hoping to learn more about this field and expand my knowledge as I'm sure it will be used along my future career path. In college, I am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.""]",0
i'm hoping to learn more about this field and expand my knowledge as i'm sure it will be used along my future career path.,"[""I am here literally because it is a requirement that I need for my undergrad. I am studying to hopefully enter dental school and I do like science. I'm hoping to learn more about this field and expand my knowledge as I'm sure it will be used along my future career path. In college, I am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.""]",1
"in college, i am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.","[""I am here literally because it is a requirement that I need for my undergrad. I am studying to hopefully enter dental school and I do like science. I'm hoping to learn more about this field and expand my knowledge as I'm sure it will be used along my future career path. In college, I am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.""]",0
"if i'm being completely honest, i'm here because i'm required to take this class for my major.","[""If I'm being completely honest, I'm here because I'm required to take this class for my major. I've taken physics twice in high school: regular physics in my junior year and AP physics my senior year. I was scared to take a step into a more advanced course in my senior year because I knew physics could get really complicated, but I had a really good teacher who really cared about his students. He helped me all throughout the year and even made some expectations for me because he knew I wasn't the best, but I was at least trying. His teaching skills helped take an interest in physics, although I am a biology major.""]",0
"however, that doesn't change the interest i have for physics.","[""If I'm being completely honest, I'm here because I'm required to take this class for my major. I've taken physics twice in high school: regular physics in my junior year and AP physics my senior year. I was scared to take a step into a more advanced course in my senior year because I knew physics could get really complicated, but I had a really good teacher who really cared about his students. He helped me all throughout the year and even made some expectations for me because he knew I wasn't the best, but I was at least trying. His teaching skills helped take an interest in physics, although I am a biology major.""]",0
i've taken physics twice in high school: regular physics in my junior year and ap physics my senior year.,"[""If I'm being completely honest, I'm here because I'm required to take this class for my major. I've taken physics twice in high school: regular physics in my junior year and AP physics my senior year. I was scared to take a step into a more advanced course in my senior year because I knew physics could get really complicated, but I had a really good teacher who really cared about his students. He helped me all throughout the year and even made some expectations for me because he knew I wasn't the best, but I was at least trying. His teaching skills helped take an interest in physics, although I am a biology major.""]",0
