,sentence,label,predicted_label
736,i hope that after taking this class i will see how i can apply physics to my daily life or how it is important in my life.,0,0
737,"also, its at night so instead of wasting that time in doing nothing i now have something to do.",0,0
738,"now that ive learned a bit about the engineering field, im excited to apply what ive learned to design a new kind of car engine, which is what i want to do with my degree when i graduate.",1,1
739,i am here to learn as much as i can so my future self can be the best at whatever it is i end up doing.,1,1
740,"then ill get my degree in business accounting, find a job, get a home, and start a life with my own family.",1,0
741,the reason i am at college is to better my life and to build my career.,0,0
742,i am here because i am a prekinesiology major and it is a prerequisite for my major.,0,0
743,"i also want to be able to gain the experience as a college student and by doing so, i would need to expand my horizons by connecting with others from different backgrounds and ages.",0,0
744,i am here to make friendships and connections.,1,1
745,"she got her degree from university of california, berkeley.",0,1
746,but yeah i'm here because i currently don't wanna work construction.,0,0
747,"since then, ive enjoyed learning the different facets of engineering and the technical pieces that follow.",0,1
748,"i also haven't learned any physics since 8th grade and didn't have a great teacher then, and since science is my favorite subject to study and math coming in second, i look forward to learning more about the branch of science that i know the least about.",0,0
749,"i still couldnt help but take a music related class every semester, whether it be an electronic music class, chord theory, or live performance bands.",0,0
750,i'm in sci 115 because i took chemistry last semester and ended up getting a d. i feel like there were many things that went wrong last semester like juggling extracurriculars was difficult in itself but personally i had a problem with the seminar component of the class specifically.,0,0
751,i am taking this sci course because i have a goal of someday becoming a doctor of veterinary medicine.,1,1
752,i decided to study abroad when i was 14 years old.,0,0
753,what make the car run?,0,0
754,"i have never taken a physics class before, but i love science in general and am excited to learn how things work in the world and, more importantly, being able to do some practical use in this lab course.",0,0
755,i just know this is what i want to do with my life.,1,1
756,physics is an interesting concept that i often overlook due to the equations and complex idea behind it.,0,0
757,"looking back at my initial purpose, now i think i'm here because i want to study, and that i actually like to learn more about physics and its application in every day life.",1,1
758,"i'm pretty confident in my skills in chemistry currently, but i hope that by the end of the semester i will gain more confidence and not be afraid to ask questions and make errors.",0,0
759,i wouldnt be here without my parents who sacrificed a lot for me to be here.,0,0
760,i just need a physics book for dummies.,0,0
761,my friends and i decided to join science 115 to learn for deep about the lectures we learned in chemistry 115 class.,0,0
762,"my dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended.",0,0
763,"to go indepth, excelling in my studies will lead to getting into a great physical therapy program.",1,0
764,"math always seems to give me a little bit of trouble, but i get a hang of it after pushing myself to do the best i can.",0,0
765,all of unit one and unit two are where i am struggling.,0,0
766,i hope this semester will be exciting as previous semesters here at sfsu. thank you,0,0
767,i want to break stereotypes in the workforce to help other people feel more comfortable in the field they want to go in rather than feeling they do not belong.,1,1
768,"while i am not the best when it come to the realm of physics, i know this class will help me gain better insight on scientific applications and improve my skill set in mathematical computation and analysis.",0,0
769,i am also here to have fun in this beautiful city and make memories that i can tell my kids in the future.,0,0
770,i am here because i want to prove to myself that i am more than capable of living the life i've always dreamed of for me and my family.,0,1
771,when i was young i always wanted to grow up and become an engineer.,1,1
772,it also helps to further understanding about how the world works around us and connects with both chemistry and biology.,0,0
773,"name 3 and name 4 are also pretty cool, they're very open and will help in any way they can.",0,0
774,these are the main reason i am here.,0,0
775,but it was the course i most remember as being frustrating and hard to understand.,0,0
776,"throughout this question, i also got to think that i want to spend productively and meaningfully in every single day.",1,1
777,physics isnt an easy subject to learn.,0,0
778,"i think there a lot of things that could be reasons of why i am here. one, i think i have gone through hardships and experiences that most people never will.",0,0
779,i am here to learn the material taught in this class.,1,1
780,"when i was a child, i wasnt really good at math but throughout time, i am in love with it, i love the moment when i solve the problem and find out the answer of the problem.",0,0
781,i want to have a better understanding of the topics and what they mean on a deeper level.,1,1
782,college is a place where you can further your knowledge and learn new skills.,0,0
783,"because this is a physics class, and it is related to some common sense in my life, and it has some connection with mathematics.",0,0
784,i initially was planning on going into athletic training but two semesters ago i decided to go full throttle.,0,0
785,i have a heavy course load this semester so taking this course will help me in a way lessen the amount of studying i need to do.,0,0
786,"right now i want to learn and understand our planet, galaxy and many others along the way as i take these classes to better help me pursue my dream in understanding our environment and working in the big leagues one day",1,1
787,"to give you a better example, when in conversation with people and i feel as if i dont know what to say, i know i always have biology to talk about and take me back to my safe zone.",0,0
788,"however, it on the other hand can help me understand the concepts and relate them to my everyday life.",0,0
789,i also am here to be smart and finish my degree.,0,0
790,im still iffy on what i want to be when i grow up. ive always been interested in helping people but just not sure how to do it.,1,1
791,hello!im here because i have to fulfill this prerequisite for my computer science degree.,0,0
792,"growing up i knew no one that went to college, and therefore didn't have anyone to ask questions to.",1,1
793,"science and medicine fascinate me, it opens my mind to reality that everything in is interconnected in different ways possible.",0,0
794,i think this class is required because it enables you to think critically about how things work.,0,0
795,"i put a ton of work into the semester and achieved all a's, but during this period i had less of a social life.",0,0
796,it is to look at a flower and understand where the colors come from etc this quote might not be exact but its pretty similar to what i remember.,0,0
797,"if you ask why am i at san francisco state university, i would tell you that i am chasing a degree.",0,0
798,any knowledge that subtly relates to my passion interests me so i am glad that i am here.,0,0
799,"sci class is like a formal study group where we do review activities, such as kahoot or mock exams, and i enjoy everything about it.",0,0
800,i am also here in college because i wanted to prove to them that i can be successful and complete college.,0,0
801,i feel like it helps me review and get a better grasp on what i need to know in order to pass the class.,0,0
802,"damarcus johnsonreflection when i think of why im here, my mind goes immediately to my family.",0,0
803,"i am not just here to fulfill my courses though, i am here to better myself in many different aspects.",1,1
804,"learning physics applied in everyday life even if you don't know it because for example, say you drop a ball that is physics being applied in the real world.",0,0
805,he was very obnoxious and acted like he was still in a fraternity although he was 10 years my senior.,0,0
806,"however, i don't really have a choice so i will just have to manage like everyone else.",0,0
807,"i think it is absolutely incredible that all of us are living here on earth, with developed prefrontal cortices and complex lives, while the rest of the universe is infinite and even more complex than we even know.",0,0
808,"whenever i get asked why i am here, it is usually a pretty interesting question to answer.",0,0
809,however i picked astronomy over the other labs because its actually a class that im interested in.,0,0
810,i lose myself quite often....,0,0
811,"i want to learn not memorize, and understand and not _.",1,1
812,why are there so many equations for us to memorize..,0,0
813,i really do hope these whole covid things is over so i can do internship and decided what i want to for my life,1,1
814,"i never really knew what i wanted to be when i was growing up, but then during high school i realized that i like doing math.",0,1
815,"overall, im here to focus on my future and have a positive influence on society.",0,0
816,i took an astronomy class in high school and thats when i started to realize that this sort of science interested me the most.,0,0
817,"i also want a job that i love, and this is a first step in that particular direction.",0,0
818,i also hope that the supplemental class will enforce what we learn in class and help me better apply formulas to the word problems we have for homework.,0,0
819,"also, i know that i hate writing papers so i also choose a major that has the least amount of writing in it.",0,0
820,physics courses are essential in terms of physical therapy and human anatomy because topics such as vectors and forces can be a good analogy when it comes to the human body and its bones.,0,0
821,"i enrolled in astronomy lab this fall semester because i'm interested in this topic of learning about space like our solar system, moon, stars and more and have a better understanding of the discoveries found in outer space since i don't know so much about it but i'm really excited about learning more about our universe.",0,0
822,i am also here because i made a choice to study computer engineering and not nursing because of how impacting it was and my interest in computer since i was young.,0,0
823,"i feel like i am on this earth to let stories be heard, whether it be my stories or other folks stories.",0,0
824,i believe the small classes that dont seem to mean anything is a lot of knowledge to work with.,0,0
825,at first i genuinely felt like i am going nowhere because i was not able to go to the school a really wanted to.,0,0
826,"most importantly, as part of an underrepresented community i want my patients to feel comfortable by having a provider that gives care that is culturally and linguistically sensitive.",0,0
827,taking this physics class is the building block for my success because i need this class to graduate.,0,0
828,"fast forward 6 years later, having obtained many certificates and my commercial pilots license, i decided to finish my mechanical engineering degree.",1,1
829,sometimes i know why i am where i am in an exact moment and sometimes i figure that out later down the road.,0,0
830,"however, life is not easy to live with, and i promise to myself that i will become successful in life and to be able to pay my gratitude to my parents who supported me since i started school or since when i was born.",0,1
831,"i find this challenging as i am also working (sometimes 23 jobs), but i enjoy the challenge and i know it will get me where i want to be.",0,1
832,i want to go to physical therapy school.,0,1
833,i found that i was really good at calculus and i was struggling to understand physics.,0,0
834,all of my classes are super stressful and i have the busiest schedule of my life.,0,0
835,i am here because this is one step closer to my dream.,0,0
836,"this aspect of engineering has been in my early age without me even knowing it, and i naturally drifted to that desired discipline unconsciously.",1,0
837,to be honest the only reason i am here is because it is required for my major.,0,0
838,i made my purpose to help not only others but nature as well.,0,0
839,i am in this lab section to complete the lab requirement of phys 230 to proceed with the rest of my academic learning.,0,0
840,i currently work at a physical therapy clinic at presidio sport and medicine and majority of the exercises that i prescribe my patients coincide with physics topicsanalogy.,0,0
841,i cant see myself as anything and im just stuck or im actually just not sure where im going or if im going down the right path.,0,0
842,class with a b or higher but we will see about that.,0,1
